Subj_idx,Stimulus,Response,Confidence,RT_dec,Accuracy,nbrA,CA,IA,prmt,mt,Apmt,EMGtrial,force,EMG,Gender,age,RT_conf,Block,Trial
1,1,1.0,3,0.669433594,1.0,1.0,1.0,0.0,456.0546875,213.3789063,0.456054688,C,0.976317927,1,F,20,NAN,2,6
1,1,1.0,3,0.631835938,1.0,1.0,1.0,0.0,492.1875,139.6484375,0.4921875,C,1.1278679,1,F,20,NAN,2,7
1,1,1.0,3,0.683105469,1.0,1.0,1.0,0.0,430.6640625,252.4414063,0.430664063,C,1.057030413,1,F,20,NAN,2,8
1,1,1.0,1,0.685058594,1.0,1.0,1.0,0.0,561.0351563,124.0234375,0.561035156,C,1.151217896,1,F,20,NAN,2,9
1,2,2.0,4,0.634765625,1.0,2.0,1.0,1.0,549.3164063,85.44921875,0.320800781,I C,1.076292764,1,F,20,NAN,2,10
1,1,1.0,2,0.524414063,1.0,1.0,1.0,0.0,418.9453125,105.46875,0.418945313,C,1.059530412,1,F,20,NAN,2,11
1,2,1.0,2,0.496582031,0.0,1.0,0.0,1.0,319.3359375,177.2460938,0.319335938,I,0.954355431,1,F,20,NAN,2,12
1,1,1.0,1,0.569335938,1.0,1.0,1.0,0.0,384.2773438,185.0585938,0.384277344,C,0.988230425,1,F,20,NAN,2,13
1,2,2.0,3,0.483886719,1.0,1.0,1.0,0.0,381.8359375,102.0507813,0.381835938,C,1.121292756,1,F,20,NAN,2,14
1,2,1.0,1,0.691894531,0.0,2.0,0.0,2.0,607.421875,84.47265625,0.422363281,I I,1.102930405,1,F,20,NAN,2,15
1,2,1.0,1,0.562011719,0.0,2.0,0.0,2.0,471.1914063,90.8203125,0.345703125,I I,1.134780399,1,F,20,NAN,2,16
1,2,2.0,4,0.567382813,1.0,1.0,1.0,0.0,481.9335938,85.44921875,0.481933594,C,1.458892695,1,F,20,NAN,2,17
1,1,1.0,3,0.944335938,1.0,2.0,2.0,0.0,737.7929688,206.5429688,0.303710938,C C,1.177067891,1,F,20,NAN,2,18
1,2,2.0,4,0.48828125,1.0,1.0,1.0,0.0,389.6484375,98.6328125,0.389648438,C,1.136280253,1,F,20,NAN,2,19
1,1,1.0,2,0.5390625,1.0,1.0,1.0,0.0,336.4257813,202.6367188,0.336425781,C,1.067892911,1,F,20,NAN,2,20
1,2,2.0,4,0.539550781,1.0,1.0,1.0,0.0,439.9414063,99.609375,0.439941406,C,1.043730269,1,F,20,NAN,2,21
1,1,1.0,4,0.536132813,1.0,1.0,1.0,0.0,410.6445313,125.4882813,0.410644531,C,0.852592949,1,F,20,NAN,2,22
1,2,2.0,4,0.525878906,1.0,1.0,1.0,0.0,409.1796875,116.6992188,0.409179688,C,0.918817792,1,F,20,NAN,2,23
1,1,1.0,4,0.396972656,1.0,1.0,1.0,0.0,305.6640625,91.30859375,0.305664063,C,1.027942918,1,F,20,NAN,2,24
1,1,1.0,4,0.541015625,1.0,1.0,1.0,0.0,400.8789063,140.1367188,0.400878906,C,1.068855411,1,F,20,NAN,2,25
1,1,1.0,3,0.474609375,1.0,1.0,1.0,0.0,365.234375,109.375,0.365234375,C,1.001530423,1,F,20,NAN,2,26
1,2,1.0,1,0.905273438,0.0,2.0,0.0,2.0,770.5078125,134.765625,0.461914063,I I,1.151517896,1,F,20,NAN,2,27
1,1,1.0,2,0.580566406,1.0,1.0,1.0,0.0,446.2890625,134.2773438,0.446289063,C,0.992017924,1,F,20,NAN,2,28
1,2,2.0,2,0.68359375,1.0,1.0,1.0,0.0,545.8984375,137.6953125,0.545898438,C,1.011430275,1,F,20,NAN,2,29
1,1,1.0,1,0.713867188,1.0,1.0,1.0,0.0,523.9257813,189.9414063,0.523925781,C,0.972017928,1,F,20,NAN,2,30
1,1,1.0,1,0.542480469,1.0,1.0,1.0,0.0,376.4648438,166.015625,0.376464844,C,0.916780438,1,F,20,NAN,2,31
1,1,1.0,1,0.633300781,1.0,1.0,1.0,0.0,532.2265625,101.0742188,0.532226563,C,0.925492936,1,F,20,NAN,2,32
1,2,2.0,4,0.521972656,1.0,1.0,1.0,0.0,386.71875,135.2539063,0.38671875,C,0.991767779,1,F,20,NAN,2,33
1,2,2.0,4,0.488769531,1.0,1.0,1.0,0.0,379.3945313,109.375,0.379394531,C,1.002355277,1,F,20,NAN,2,34
1,2,2.0,4,0.546875,1.0,1.0,1.0,0.0,430.1757813,116.6992188,0.430175781,C,0.942467788,1,F,20,NAN,2,35
1,1,1.0,1,0.620605469,1.0,2.0,2.0,0.0,507.3242188,113.28125,0.424316406,C C,1.060405412,1,F,20,NAN,2,36
1,2,2.0,4,0.609375,1.0,1.0,1.0,0.0,497.5585938,111.8164063,0.497558594,C,0.990830279,1,F,20,NAN,2,37
1,1,1.0,4,0.53515625,1.0,1.0,1.0,0.0,399.9023438,135.2539063,0.399902344,C,0.883630444,1,F,20,NAN,2,38
1,1,1.0,3,0.562988281,1.0,1.0,1.0,0.0,401.3671875,161.6210938,0.401367188,C,0.90544294,1,F,20,NAN,2,39
1,2,2.0,4,0.572753906,1.0,1.0,1.0,0.0,461.4257813,111.328125,0.461425781,C,0.994855278,1,F,20,NAN,2,40
1,2,1.0,0,0.847167969,0.0,1.0,0.0,1.0,664.0625,183.1054688,0.6640625,I,0.976067927,1,F,20,NAN,2,41
1,2,2.0,4,0.698242188,1.0,2.0,1.0,1.0,596.1914063,102.0507813,0.528320313,I C,0.98586778,1,F,20,NAN,2,42
1,1,1.0,1,0.734375,1.0,1.0,1.0,0.0,584.4726563,149.9023438,0.584472656,C,0.887992943,1,F,20,NAN,2,43
1,1,1.0,2,0.455078125,1.0,1.0,1.0,0.0,354.9804688,100.0976563,0.354980469,C,1.050467914,1,F,20,NAN,2,44
1,2,2.0,3,0.524414063,1.0,1.0,1.0,0.0,432.6171875,91.796875,0.432617188,C,1.158817749,1,F,20,NAN,2,45
1,1,1.0,1,0.4765625,1.0,1.0,1.0,0.0,301.7578125,174.8046875,0.301757813,C,1.106305404,1,F,20,NAN,2,46
1,2,2.0,4,0.556640625,1.0,2.0,1.0,1.0,483.8867188,72.75390625,0.372558594,I C,1.302105223,1,F,20,NAN,2,47
1,1,1.0,3,0.531738281,1.0,1.0,1.0,0.0,413.5742188,118.1640625,0.413574219,C,0.932305435,1,F,20,NAN,2,48
1,1,1.0,3,0.55078125,1.0,1.0,1.0,0.0,436.5234375,114.2578125,0.436523438,C,0.896180442,1,F,20,NAN,2,49
1,1,1.0,4,0.916992188,1.0,2.0,2.0,0.0,735.3515625,181.640625,0.466796875,C C,1.264992876,1,F,20,NAN,2,50
1,1,1.0,4,0.516601563,1.0,1.0,1.0,0.0,370.1171875,146.484375,0.370117188,C,1.044780415,1,F,20,NAN,2,51
1,2,2.0,4,0.49609375,1.0,1.0,1.0,0.0,375.0,121.09375,0.375,C,1.031267772,1,F,20,NAN,2,52
1,2,1.0,1,0.609375,0.0,1.0,0.0,1.0,479.4921875,129.8828125,0.479492188,I,1.156517895,1,F,20,NAN,2,53
1,2,2.0,1,0.729003906,1.0,1.0,1.0,0.0,635.2539063,93.75,0.635253906,C,1.157317749,1,F,20,NAN,2,54
1,2,2.0,4,0.882324219,1.0,3.0,3.0,0.0,760.2539063,122.0703125,0.416503906,C C C,1.511780186,1,F,20,NAN,2,55
1,1,1.0,3,0.630859375,1.0,1.0,1.0,0.0,480.9570313,149.9023438,0.480957031,C,1.061555412,1,F,20,NAN,2,56
1,2,1.0,1,0.557128906,0.0,1.0,0.0,1.0,422.8515625,134.2773438,0.422851563,I,0.980955426,1,F,20,NAN,2,57
1,1,1.0,2,0.94921875,1.0,2.0,1.0,1.0,869.6289063,79.58984375,0.422363281,I C,1.254680377,1,F,20,NAN,2,58
1,2,2.0,3,0.520996094,1.0,1.0,1.0,0.0,407.7148438,113.28125,0.407714844,C,1.164217748,1,F,20,NAN,2,59
1,1,1.0,2,0.552246094,1.0,1.0,1.0,0.0,341.3085938,210.9375,0.341308594,C,1.077792909,1,F,20,NAN,2,60
1,2,1.0,1,0.58984375,0.0,1.0,0.0,1.0,472.65625,117.1875,0.47265625,I,1.022480419,1,F,20,NAN,2,61
1,1,1.0,1,0.494628906,1.0,1.0,1.0,0.0,352.5390625,142.0898438,0.352539063,C,0.84786795,1,F,20,NAN,2,62
1,2,2.0,2,0.647949219,1.0,1.0,1.0,0.0,568.8476563,79.1015625,0.568847656,C,1.293342725,1,F,20,NAN,2,63
1,2,1.0,0,0.581054688,0.0,1.0,0.0,1.0,351.0742188,229.9804688,0.351074219,I,1.000280423,1,F,20,NAN,2,64
1,1,1.0,1,0.87109375,1.0,3.0,3.0,0.0,722.65625,148.4375,0.444824219,C C C,1.371480357,1,F,20,NAN,2,65
1,2,2.0,2,0.829101563,1.0,1.0,1.0,0.0,717.7734375,111.328125,0.717773438,C,0.916742792,1,F,20,NAN,2,66
1,2,1.0,1,0.659667969,0.0,2.0,0.0,2.0,452.1484375,207.5195313,0.322265625,I I,0.868380447,1,F,20,NAN,2,67
1,2,2.0,3,0.496582031,1.0,1.0,1.0,0.0,374.5117188,122.0703125,0.374511719,C,1.146405251,1,F,20,NAN,2,68
1,1,1.0,1,0.65234375,1.0,1.0,1.0,0.0,488.28125,164.0625,0.48828125,C,0.870880446,1,F,20,NAN,2,69
1,1,1.0,2,1.05859375,1.0,3.0,3.0,0.0,931.1523438,127.4414063,0.573242188,C C C,1.137930398,1,F,20,NAN,2,70
1,2,2.0,3,0.642578125,1.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,F,20,NAN,3,1
1,1,1.0,2,0.541015625,1.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,F,20,NAN,3,2
1,2,2.0,3,0.444335938,1.0,1.0,1.0,0.0,361.328125,83.0078125,0.361328125,C,1.195080242,1,F,20,NAN,3,3
1,2,2.0,1,0.766601563,1.0,2.0,2.0,0.0,579.5898438,187.0117188,0.353515625,C C,1.26434273,1,F,20,NAN,3,4
1,2,2.0,3,0.529296875,1.0,1.0,1.0,0.0,395.0195313,134.2773438,0.395019531,C,1.282867727,1,F,20,NAN,3,5
1,1,1.0,3,0.568847656,1.0,1.0,1.0,0.0,402.34375,166.5039063,0.40234375,C,0.842342951,1,F,20,NAN,3,6
1,1,1.0,1,0.864746094,1.0,3.0,3.0,0.0,771.484375,93.26171875,0.33984375,C C C,1.1291929,1,F,20,NAN,3,7
1,2,2.0,2,0.523925781,1.0,1.0,1.0,0.0,362.7929688,161.1328125,0.362792969,C,1.380767709,1,F,20,NAN,3,8
1,1,1.0,3,0.579101563,1.0,1.0,1.0,0.0,452.6367188,126.4648438,0.452636719,C,0.946855432,1,F,20,NAN,3,9
1,1,1.0,2,0.609375,1.0,1.0,1.0,0.0,504.8828125,104.4921875,0.504882813,C,1.006805422,1,F,20,NAN,3,10
1,1,1.0,1,0.876464844,1.0,2.0,2.0,0.0,788.0859375,88.37890625,0.506347656,C C,1.336542863,1,F,20,NAN,3,11
1,1,1.0,1,0.739746094,1.0,1.0,1.0,0.0,652.8320313,86.9140625,0.652832031,C,0.995867924,1,F,20,NAN,3,12
1,1,1.0,1,1.187011719,1.0,3.0,3.0,0.0,1041.503906,145.5078125,0.583984375,C C C,0.855842949,1,F,20,NAN,3,13
1,2,2.0,3,0.564941406,1.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,F,20,NAN,3,14
1,1,1.0,1,1.204589844,1.0,4.0,4.0,0.0,1101.074219,103.515625,0.368652344,C C C C,1.141080398,1,F,20,NAN,3,15
1,1,1.0,1,0.711914063,1.0,3.0,3.0,0.0,604.0039063,107.9101563,0.2265625,C C C,0.915580438,1,F,20,NAN,3,16
1,2,1.0,2,0.887695313,0.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,F,20,NAN,3,17
1,2,1.0,1,1.003417969,0.0,2.0,0.0,2.0,852.0507813,151.3671875,0.518554688,I I,1.113392903,1,F,20,NAN,3,18
1,2,2.0,3,0.483398438,1.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,F,20,NAN,3,19
1,2,2.0,3,0.598144531,1.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,F,20,NAN,3,20
1,1,1.0,2,0.487304688,1.0,1.0,1.0,0.0,353.515625,133.7890625,0.353515625,C,1.077992909,1,F,20,NAN,3,21
1,1,1.0,1,0.554199219,1.0,1.0,1.0,0.0,380.3710938,173.828125,0.380371094,C,1.034042917,1,F,20,NAN,3,22
1,2,2.0,3,0.508789063,1.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,F,20,NAN,3,23
1,1,1.0,1,0.924316406,1.0,3.0,3.0,0.0,821.7773438,102.5390625,0.297851563,C C C,1.262105376,1,F,20,NAN,3,24
1,2,2.0,3,0.458007813,1.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,F,20,NAN,3,25
1,1,1.0,2,0.571289063,1.0,2.0,2.0,0.0,477.5390625,93.75,0.408203125,C C,0.980942926,1,F,20,NAN,3,26
1,2,2.0,3,0.474121094,1.0,1.0,1.0,0.0,369.140625,104.9804688,0.369140625,C,1.243592734,1,F,20,NAN,3,27
1,2,1.0,0,0.443359375,0.0,1.0,0.0,1.0,184.0820313,259.2773438,0.184082031,I,0.883042944,1,F,20,NAN,3,28
1,2,1.0,0,0.646972656,0.0,1.0,0.0,1.0,550.2929688,96.6796875,0.550292969,I,0.892392942,1,F,20,NAN,3,29
1,1,2.0,3,0.689941406,0.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,F,20,NAN,3,30
1,2,2.0,3,0.581054688,1.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,F,20,NAN,3,31
1,2,1.0,1,0.873535156,0.0,1.0,0.0,1.0,722.65625,150.8789063,0.72265625,I,0.894805442,1,F,20,NAN,3,32
1,2,1.0,1,1.038085938,0.0,1.0,0.0,1.0,550.2929688,487.7929688,0.550292969,I,0.869605446,1,F,20,NAN,3,33
1,2,2.0,2,0.669921875,1.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,F,20,NAN,3,34
1,1,1.0,1,0.674804688,1.0,1.0,1.0,0.0,500.9765625,173.828125,0.500976563,C,1.103592904,1,F,20,NAN,3,35
1,2,2.0,2,0.575195313,1.0,1.0,1.0,0.0,470.2148438,104.9804688,0.470214844,C,1.089155261,1,F,20,NAN,3,36
1,1,1.0,1,0.898925781,1.0,2.0,1.0,1.0,796.3867188,102.5390625,0.470214844,I C,1.089867907,1,F,20,NAN,3,37
1,1,1.0,2,0.673828125,1.0,1.0,1.0,0.0,533.6914063,140.1367188,0.533691406,C,0.935167935,1,F,20,NAN,3,38
1,2,2.0,3,0.582519531,1.0,1.0,1.0,0.0,464.3554688,118.1640625,0.464355469,C,1.407342704,1,F,20,NAN,3,39
1,1,1.0,1,0.53125,1.0,1.0,1.0,0.0,314.9414063,216.3085938,0.314941406,C,0.894942942,1,F,20,NAN,3,40
1,1,1.0,1,0.605957031,1.0,1.0,1.0,0.0,462.4023438,143.5546875,0.462402344,C,0.84719295,1,F,20,NAN,3,41
1,1,1.0,1,1.018554688,1.0,2.0,2.0,0.0,901.8554688,116.6992188,0.596679688,C C,0.871130446,1,F,20,NAN,3,42
1,2,2.0,2,0.880859375,1.0,3.0,1.0,2.0,777.34375,103.515625,0.396972656,I I C,1.158292749,1,F,20,NAN,3,43
1,1,1.0,3,0.51953125,1.0,1.0,1.0,0.0,366.6992188,152.8320313,0.366699219,C,1.086355408,1,F,20,NAN,3,44
1,2,2.0,3,0.643066406,1.0,1.0,1.0,0.0,512.6953125,130.3710938,0.512695313,C,0.948730286,1,F,20,NAN,3,45
1,1,1.0,3,0.586425781,1.0,1.0,1.0,0.0,410.15625,176.2695313,0.41015625,C,0.95801793,1,F,20,NAN,3,46
1,2,2.0,3,0.47265625,1.0,1.0,1.0,0.0,359.8632813,112.7929688,0.359863281,C,1.166592747,1,F,20,NAN,3,47
1,1,1.0,2,0.650878906,1.0,1.0,1.0,0.0,496.09375,154.7851563,0.49609375,C,0.859805448,1,F,20,NAN,3,48
1,2,1.0,0,0.676757813,0.0,1.0,0.0,1.0,453.6132813,223.1445313,0.453613281,I,0.986817925,1,F,20,NAN,3,49
1,1,1.0,3,0.638671875,1.0,2.0,2.0,0.0,462.4023438,176.2695313,0.401367188,C C,0.85056795,1,F,20,NAN,3,50
1,2,2.0,3,0.594238281,1.0,1.0,1.0,0.0,454.1015625,140.1367188,0.454101563,C,1.309705222,1,F,20,NAN,3,51
1,2,2.0,4,0.600585938,1.0,1.0,1.0,0.0,427.2460938,173.3398438,0.427246094,C,1.289305226,1,F,20,NAN,3,52
1,1,1.0,2,0.731933594,1.0,1.0,1.0,0.0,487.3046875,244.6289063,0.487304688,C,0.878405445,1,F,20,NAN,3,53
1,2,2.0,3,0.724121094,1.0,1.0,1.0,0.0,623.046875,101.0742188,0.623046875,C,1.033355271,1,F,20,NAN,3,54
