Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Condition,Accuracy,Trial,Block,Sol_letters,Tar_letters,Sol_freq,Tar_freq,Letter_changed
18,2,1.0,4.0,2.196,0.664,1,0.0,30,2,8.0,8.0,104.0,104.0,0.0
18,2,2.0,1.0,1.457,2.502,1,1.0,31,2,8.0,8.0,857.0,857.0,0.0
18,2,2.0,2.0,2.35,1.377,1,1.0,32,2,8.0,8.0,3412.0,3412.0,0.0
19,2,2.0,1.0,2.285,1.735,1,1.0,18,2,8.0,8.0,175.0,175.0,0.0
19,2,2.0,1.0,1.987,2.178,1,1.0,19,2,8.0,8.0,594.0,594.0,0.0
19,2,2.0,1.0,0.876,1.917,1,1.0,20,2,8.0,8.0,134.0,134.0,0.0
19,1,2.0,4.0,2.746,0.918,1,0.0,21,2,7.0,6.0,613.0,408.0,1.0
19,1,1.0,2.0,1.221,1.465,1,1.0,22,2,8.0,8.0,248.0,100.0,2.0
19,2,1.0,1.0,2.442,2.088,1,0.0,23,2,8.0,8.0,3412.0,3412.0,0.0
19,1,1.0,1.0,1.095,2.054,1,1.0,24,2,9.0,10.0,653.0,6216.0,2.0
19,1,1.0,1.0,1.099,1.058,1,1.0,25,2,8.0,7.0,1124.0,100.0,2.0
19,2,2.0,1.0,1.683,1.831,1,1.0,26,2,8.0,8.0,104.0,104.0,0.0
19,1,1.0,1.0,1.862,1.468,1,1.0,27,2,8.0,6.0,1026.0,345.0,2.0
19,1,1.0,4.0,0.914,0.982,1,1.0,28,2,7.0,7.0,126.0,126.0,1.0
19,2,1.0,1.0,0.715,1.523,1,0.0,29,2,8.0,8.0,857.0,857.0,0.0
19,2,1.0,1.0,0.72,1.447,1,0.0,30,2,8.0,8.0,896.0,896.0,0.0
19,1,1.0,1.0,2.64,1.628,1,1.0,31,2,9.0,9.0,707.0,889.0,1.0
19,2,1.0,1.0,1.182,0.747,1,0.0,32,2,8.0,8.0,455.0,455.0,0.0
20,1,2.0,1.0,1.158,2.511,1,0.0,18,2,9.0,10.0,653.0,6216.0,2.0
20,2,2.0,1.0,1.285,0.785,1,1.0,19,2,8.0,8.0,3412.0,3412.0,0.0
20,1,1.0,4.0,1.766,4.479,1,1.0,20,2,7.0,7.0,126.0,126.0,1.0
20,2,1.0,1.0,1.491,4.046,1,0.0,21,2,8.0,8.0,896.0,896.0,0.0
20,2,2.0,1.0,1.794,0.919,1,1.0,22,2,8.0,8.0,594.0,594.0,0.0
20,2,2.0,1.0,1.132,1.039,1,1.0,23,2,8.0,8.0,175.0,175.0,0.0
20,2,2.0,4.0,0.681,2.617,1,1.0,24,2,8.0,8.0,857.0,857.0,0.0
20,2,2.0,1.0,1.056,0.892,1,1.0,25,2,8.0,8.0,455.0,455.0,0.0
20,2,1.0,1.0,1.025,0.917,1,0.0,26,2,8.0,8.0,104.0,104.0,0.0
20,1,1.0,1.0,1.688,0.863,1,1.0,27,2,9.0,9.0,707.0,889.0,1.0
20,1,1.0,4.0,1.329,1.173,1,1.0,28,2,8.0,7.0,1124.0,100.0,2.0
20,1,2.0,4.0,0.781,1.125,1,0.0,29,2,7.0,6.0,613.0,408.0,1.0
20,1,1.0,1.0,1.561,1.205,1,1.0,30,2,8.0,6.0,1026.0,345.0,2.0
20,2,NAN,1.0,NAN,1.321,1,NAN,31,2,8.0,8.0,134.0,134.0,0.0
20,1,1.0,3.0,1.366,4.254,1,1.0,32,2,8.0,8.0,248.0,100.0,2.0
21,2,2.0,3.0,1.184,0.352,1,1.0,18,2,8.0,8.0,175.0,175.0,0.0
21,2,2.0,2.0,1.601,1.072,1,1.0,19,2,8.0,8.0,594.0,594.0,0.0
21,1,2.0,2.0,1.77,0.983,1,0.0,20,2,8.0,6.0,1026.0,345.0,2.0
21,1,1.0,4.0,1.025,3.449,1,1.0,21,2,7.0,7.0,126.0,126.0,1.0
21,2,2.0,2.0,1.023,0.648,1,1.0,22,2,8.0,8.0,455.0,455.0,0.0
21,1,2.0,2.0,1.369,1.59,1,0.0,23,2,8.0,8.0,248.0,100.0,2.0
21,1,1.0,2.0,1.374,1.661,1,1.0,24,2,9.0,9.0,707.0,889.0,1.0
21,2,2.0,2.0,1.211,1.257,1,1.0,25,2,8.0,8.0,134.0,134.0,0.0
21,2,2.0,3.0,1.293,1.693,1,1.0,26,2,8.0,8.0,3412.0,3412.0,0.0
21,2,2.0,2.0,1.615,1.652,1,1.0,27,2,8.0,8.0,104.0,104.0,0.0
21,1,2.0,2.0,1.45,2.01,1,0.0,28,2,8.0,7.0,1124.0,100.0,2.0
21,1,2.0,2.0,1.889,1.367,1,0.0,29,2,9.0,10.0,653.0,6216.0,2.0
21,2,2.0,1.0,1.719,1.154,1,1.0,30,2,8.0,8.0,896.0,896.0,0.0
21,1,2.0,3.0,0.78,0.922,1,0.0,31,2,7.0,6.0,613.0,408.0,1.0
21,2,1.0,2.0,2.377,1.128,1,0.0,32,2,8.0,8.0,857.0,857.0,0.0
22,1,2.0,4.0,0.527,0.646,1,0.0,18,2,8.0,8.0,248.0,100.0,2.0
22,1,1.0,4.0,0.258,0.563,1,1.0,19,2,9.0,10.0,653.0,6216.0,2.0
22,2,2.0,4.0,0.454,0.5,1,1.0,20,2,8.0,8.0,455.0,455.0,0.0
22,1,1.0,4.0,0.905,0.573,1,1.0,21,2,7.0,6.0,613.0,408.0,1.0
22,2,2.0,4.0,1.045,0.827,1,1.0,22,2,8.0,8.0,104.0,104.0,0.0
22,1,1.0,4.0,0.811,0.487,1,1.0,23,2,7.0,7.0,126.0,126.0,1.0
22,1,1.0,3.0,1.375,0.465,1,1.0,24,2,8.0,7.0,1124.0,100.0,2.0
22,2,2.0,3.0,0.721,0.215,1,1.0,25,2,8.0,8.0,175.0,175.0,0.0
22,2,2.0,3.0,1.377,0.843,1,1.0,26,2,8.0,8.0,594.0,594.0,0.0
22,2,2.0,2.0,0.791,0.524,1,1.0,27,2,8.0,8.0,896.0,896.0,0.0
22,2,2.0,2.0,0.91,0.461,1,1.0,28,2,8.0,8.0,857.0,857.0,0.0
22,1,1.0,2.0,0.565,1.063,1,1.0,29,2,8.0,6.0,1026.0,345.0,2.0
22,2,2.0,4.0,0.22,0.629,1,1.0,30,2,8.0,8.0,134.0,134.0,0.0
22,2,1.0,2.0,1.171,1.286,1,0.0,31,2,8.0,8.0,3412.0,3412.0,0.0
22,1,1.0,1.0,0.555,0.519,1,1.0,32,2,9.0,9.0,707.0,889.0,1.0
23,2,1.0,1.0,0.696,0.768,1,0.0,18,2,8.0,8.0,896.0,896.0,0.0
23,1,2.0,1.0,0.815,0.821,1,0.0,19,2,8.0,8.0,248.0,100.0,2.0
23,1,1.0,3.0,1.247,0.556,1,1.0,20,2,7.0,6.0,613.0,408.0,1.0
23,2,2.0,1.0,0.934,0.704,1,1.0,21,2,8.0,8.0,857.0,857.0,0.0
23,2,2.0,1.0,0.738,0.989,1,1.0,22,2,8.0,8.0,3412.0,3412.0,0.0
23,2,1.0,2.0,0.54,0.837,1,0.0,23,2,8.0,8.0,134.0,134.0,0.0
23,1,2.0,2.0,1.056,0.777,1,0.0,24,2,9.0,9.0,707.0,889.0,1.0
23,2,2.0,2.0,0.979,1.112,1,1.0,25,2,8.0,8.0,175.0,175.0,0.0
23,1,1.0,2.0,0.739,1.106,1,1.0,26,2,7.0,7.0,126.0,126.0,1.0
23,2,1.0,2.0,0.904,0.698,1,0.0,27,2,8.0,8.0,104.0,104.0,0.0
23,1,1.0,2.0,0.662,0.841,1,1.0,28,2,8.0,6.0,1026.0,345.0,2.0
23,1,1.0,1.0,0.942,1.08,1,1.0,29,2,9.0,10.0,653.0,6216.0,2.0
23,2,1.0,2.0,0.775,0.819,1,0.0,30,2,8.0,8.0,455.0,455.0,0.0
23,1,1.0,2.0,0.55,0.763,1,1.0,31,2,8.0,7.0,1124.0,100.0,2.0
23,2,2.0,2.0,1.214,1.773,1,1.0,32,2,8.0,8.0,594.0,594.0,0.0
24,2,2.0,3.0,0.757,1.129,1,1.0,18,2,8.0,8.0,175.0,175.0,0.0
24,2,2.0,3.0,1.089,1.199,1,1.0,19,2,8.0,8.0,134.0,134.0,0.0
24,2,2.0,3.0,0.684,1.467,1,1.0,20,2,8.0,8.0,455.0,455.0,0.0
24,1,NAN,3.0,NAN,1.116,1,NAN,21,2,8.0,6.0,1026.0,345.0,2.0
24,2,2.0,3.0,0.8,1.082,1,1.0,22,2,8.0,8.0,3412.0,3412.0,0.0
24,2,2.0,4.0,0.642,0.847,1,1.0,23,2,8.0,8.0,857.0,857.0,0.0
24,2,2.0,3.0,0.723,0.834,1,1.0,24,2,8.0,8.0,896.0,896.0,0.0
24,1,2.0,3.0,1.327,1.007,1,0.0,25,2,8.0,7.0,1124.0,100.0,2.0
24,1,2.0,4.0,2.065,1.089,1,0.0,26,2,7.0,7.0,126.0,126.0,1.0
24,2,2.0,4.0,1.298,0.632,1,1.0,27,2,8.0,8.0,104.0,104.0,0.0
24,2,2.0,4.0,0.825,1.037,1,1.0,28,2,8.0,8.0,594.0,594.0,0.0
24,1,2.0,3.0,1.169,0.818,1,0.0,29,2,9.0,9.0,707.0,889.0,1.0
24,1,2.0,3.0,0.637,1.558,1,0.0,30,2,8.0,8.0,248.0,100.0,2.0
24,1,2.0,4.0,0.71,1.621,1,0.0,31,2,9.0,10.0,653.0,6216.0,2.0
24,1,2.0,4.0,1.3,0.567,1,0.0,32,2,7.0,6.0,613.0,408.0,1.0
25,2,2.0,1.0,1.21,1.272,1,1.0,18,2,8.0,8.0,857.0,857.0,0.0
25,2,2.0,1.0,0.796,0.746,1,1.0,19,2,8.0,8.0,594.0,594.0,0.0
25,1,1.0,4.0,2.529,0.5,1,1.0,20,2,7.0,6.0,613.0,408.0,1.0
25,2,2.0,4.0,0.597,0.539,1,1.0,21,2,8.0,8.0,134.0,134.0,0.0
25,1,1.0,1.0,1.606,0.616,1,1.0,22,2,8.0,6.0,1026.0,345.0,2.0
25,1,NAN,1.0,NAN,0.972,1,NAN,23,2,8.0,8.0,248.0,100.0,2.0
25,1,1.0,1.0,2.249,0.538,1,1.0,24,2,9.0,10.0,653.0,6216.0,2.0
25,1,1.0,4.0,1.21,0.888,1,1.0,25,2,7.0,7.0,126.0,126.0,1.0
25,2,NAN,1.0,NAN,0.707,1,NAN,26,2,8.0,8.0,3412.0,3412.0,0.0
25,2,2.0,1.0,0.871,0.909,1,1.0,27,2,8.0,8.0,104.0,104.0,0.0
25,2,2.0,1.0,0.882,0.701,1,1.0,28,2,8.0,8.0,896.0,896.0,0.0
25,1,2.0,1.0,0.748,0.619,1,0.0,29,2,8.0,7.0,1124.0,100.0,2.0
25,1,2.0,1.0,1.413,0.465,1,0.0,30,2,9.0,9.0,707.0,889.0,1.0
25,2,2.0,1.0,0.756,0.578,1,1.0,31,2,8.0,8.0,455.0,455.0,0.0
25,2,2.0,1.0,0.824,0.452,1,1.0,32,2,8.0,8.0,175.0,175.0,0.0
26,1,1.0,3.0,0.854,0.853,1,1.0,18,2,9.0,9.0,707.0,889.0,1.0
26,2,2.0,4.0,0.357,0.581,1,1.0,19,2,8.0,8.0,896.0,896.0,0.0
26,1,1.0,2.0,0.657,2.702,1,1.0,20,2,7.0,7.0,126.0,126.0,1.0
26,1,1.0,1.0,0.629,2.546,1,1.0,21,2,9.0,10.0,653.0,6216.0,2.0
26,1,1.0,3.0,0.667,1.061,1,1.0,22,2,8.0,6.0,1026.0,345.0,2.0
26,1,1.0,4.0,1.599,0.753,1,1.0,23,2,7.0,6.0,613.0,408.0,1.0
26,2,2.0,3.0,0.855,1.103,1,1.0,24,2,8.0,8.0,134.0,134.0,0.0
26,2,2.0,2.0,1.965,1.699,1,1.0,25,2,8.0,8.0,104.0,104.0,0.0
26,2,2.0,3.0,1.483,1.104,1,1.0,26,2,8.0,8.0,857.0,857.0,0.0
26,2,2.0,4.0,0.503,0.471,1,1.0,27,2,8.0,8.0,455.0,455.0,0.0
26,2,2.0,4.0,0.073,0.623,1,1.0,28,2,8.0,8.0,594.0,594.0,0.0
26,1,2.0,3.0,2.226,1.136,1,0.0,29,2,8.0,8.0,248.0,100.0,2.0
26,2,2.0,2.0,0.932,0.985,1,1.0,30,2,8.0,8.0,3412.0,3412.0,0.0
26,1,1.0,4.0,0.594,0.567,1,1.0,31,2,8.0,7.0,1124.0,100.0,2.0
26,2,2.0,3.0,1.373,1.078,1,1.0,32,2,8.0,8.0,175.0,175.0,0.0
27,1,NAN,2.0,NAN,1.607,1,NAN,18,2,9.0,9.0,707.0,889.0,1.0
27,2,2.0,1.0,2.032,1.467,1,1.0,19,2,8.0,8.0,104.0,104.0,0.0
27,2,1.0,1.0,1.942,1.036,1,0.0,20,2,8.0,8.0,455.0,455.0,0.0
27,1,1.0,1.0,0.864,0.953,1,1.0,21,2,8.0,7.0,1124.0,100.0,2.0
27,2,NAN,1.0,NAN,1.174,1,NAN,22,2,8.0,8.0,594.0,594.0,0.0
27,2,1.0,1.0,1.915,1.215,1,0.0,23,2,8.0,8.0,896.0,896.0,0.0
27,1,1.0,1.0,1.944,0.906,1,1.0,24,2,9.0,10.0,653.0,6216.0,2.0
27,2,2.0,1.0,1.224,1.417,1,1.0,25,2,8.0,8.0,3412.0,3412.0,0.0
27,1,1.0,1.0,1.48,1.453,1,1.0,26,2,7.0,7.0,126.0,126.0,1.0
27,1,1.0,4.0,1.636,1.788,1,1.0,27,2,7.0,6.0,613.0,408.0,1.0
27,2,2.0,1.0,1.485,1.992,1,1.0,28,2,8.0,8.0,134.0,134.0,0.0
27,1,1.0,1.0,1.02,1.756,1,1.0,29,2,8.0,6.0,1026.0,345.0,2.0
27,2,2.0,1.0,1.681,1.911,1,1.0,30,2,8.0,8.0,175.0,175.0,0.0
27,2,2.0,1.0,1.364,2.152,1,1.0,31,2,8.0,8.0,857.0,857.0,0.0
27,1,NAN,2.0,NAN,2.425,1,NAN,32,2,8.0,8.0,248.0,100.0,2.0
28,1,1.0,4.0,0.876,1.959,1,1.0,18,2,7.0,7.0,126.0,126.0,1.0
28,2,2.0,1.0,0.755,2.257,1,1.0,19,2,8.0,8.0,134.0,134.0,0.0
28,1,1.0,1.0,0.521,1.476,1,1.0,20,2,8.0,7.0,1124.0,100.0,2.0
28,2,2.0,2.0,0.785,2.306,1,1.0,21,2,8.0,8.0,104.0,104.0,0.0
28,1,1.0,1.0,0.644,1.948,1,1.0,22,2,9.0,9.0,707.0,889.0,1.0
28,2,1.0,1.0,0.56,1.427,1,0.0,23,2,8.0,8.0,3412.0,3412.0,0.0
28,2,2.0,1.0,0.675,1.339,1,1.0,24,2,8.0,8.0,594.0,594.0,0.0
28,1,1.0,1.0,0.915,1.141,1,1.0,25,2,9.0,10.0,653.0,6216.0,2.0
28,1,1.0,4.0,0.756,1.707,1,1.0,26,2,7.0,6.0,613.0,408.0,1.0
28,2,1.0,3.0,1.189,3.356,1,0.0,27,2,8.0,8.0,857.0,857.0,0.0
28,2,1.0,1.0,0.963,2.032,1,0.0,28,2,8.0,8.0,175.0,175.0,0.0
28,1,1.0,4.0,1.238,0.598,1,1.0,29,2,8.0,8.0,248.0,100.0,2.0
28,2,2.0,3.0,0.555,2.705,1,1.0,30,2,8.0,8.0,896.0,896.0,0.0
28,1,1.0,1.0,0.567,2.349,1,1.0,31,2,8.0,6.0,1026.0,345.0,2.0
28,2,2.0,2.0,0.68,2.043,1,1.0,32,2,8.0,8.0,455.0,455.0,0.0
29,2,1.0,2.0,1.831,0.457,1,0.0,18,2,8.0,8.0,896.0,896.0,0.0
29,1,1.0,2.0,1.178,1.125,1,1.0,19,2,8.0,7.0,1124.0,100.0,2.0
29,2,1.0,2.0,1.905,1.103,1,0.0,20,2,8.0,8.0,134.0,134.0,0.0
29,1,2.0,4.0,1.326,0.768,1,0.0,21,2,7.0,6.0,613.0,408.0,1.0
29,1,1.0,1.0,1.907,1.405,1,1.0,22,2,9.0,9.0,707.0,889.0,1.0
29,2,2.0,1.0,1.612,0.617,1,1.0,23,2,8.0,8.0,3412.0,3412.0,0.0
29,2,2.0,2.0,1.52,0.853,1,1.0,24,2,8.0,8.0,857.0,857.0,0.0
29,1,1.0,4.0,1.972,3.061,1,1.0,25,2,8.0,6.0,1026.0,345.0,2.0
29,2,1.0,2.0,1.567,0.978,1,0.0,26,2,8.0,8.0,104.0,104.0,0.0
29,1,2.0,2.0,1.525,0.842,1,0.0,27,2,8.0,8.0,248.0,100.0,2.0
29,2,2.0,2.0,1.212,1.02,1,1.0,28,2,8.0,8.0,175.0,175.0,0.0
29,2,2.0,4.0,1.407,1.007,1,1.0,29,2,8.0,8.0,455.0,455.0,0.0
29,2,2.0,1.0,1.065,3.559,1,1.0,30,2,8.0,8.0,594.0,594.0,0.0
29,1,1.0,4.0,1.831,0.84,1,1.0,31,2,7.0,7.0,126.0,126.0,1.0
29,1,1.0,1.0,1.919,1.032,1,1.0,32,2,9.0,10.0,653.0,6216.0,2.0
30,1,2.0,1.0,2.12,0.965,1,0.0,18,2,8.0,8.0,248.0,100.0,2.0
30,2,2.0,4.0,0.582,0.588,1,1.0,19,2,8.0,8.0,104.0,104.0,0.0
30,1,1.0,4.0,0.932,0.77,1,1.0,20,2,7.0,6.0,613.0,408.0,1.0
30,2,1.0,1.0,1.219,0.865,1,0.0,21,2,8.0,8.0,594.0,594.0,0.0
30,1,1.0,1.0,0.715,0.751,1,1.0,22,2,8.0,7.0,1124.0,100.0,2.0
30,2,2.0,1.0,1.336,0.965,1,1.0,23,2,8.0,8.0,455.0,455.0,0.0
30,2,1.0,2.0,1.728,2.28,1,0.0,24,2,8.0,8.0,857.0,857.0,0.0
30,1,1.0,3.0,0.63,2.679,1,1.0,25,2,7.0,7.0,126.0,126.0,1.0
30,2,2.0,1.0,1.134,1.059,1,1.0,26,2,8.0,8.0,896.0,896.0,0.0
30,1,1.0,1.0,1.288,0.554,1,1.0,27,2,8.0,6.0,1026.0,345.0,2.0
30,2,2.0,2.0,1.483,1.655,1,1.0,28,2,8.0,8.0,175.0,175.0,0.0
30,2,1.0,1.0,1.681,1.006,1,0.0,29,2,8.0,8.0,3412.0,3412.0,0.0
30,2,2.0,3.0,0.584,0.807,1,1.0,30,2,8.0,8.0,134.0,134.0,0.0
30,1,1.0,1.0,1.536,1.768,1,1.0,31,2,9.0,10.0,653.0,6216.0,2.0
30,1,2.0,1.0,1.175,0.908,1,0.0,32,2,9.0,9.0,707.0,889.0,1.0
31,2,2.0,1.0,0.633,1.203,1,1.0,18,2,8.0,8.0,455.0,455.0,0.0
31,1,2.0,3.0,1.407,0.975,1,0.0,19,2,7.0,6.0,613.0,408.0,1.0
31,1,2.0,2.0,2.223,1.499,1,0.0,20,2,9.0,9.0,707.0,889.0,1.0
31,2,2.0,3.0,1.293,2.559,1,1.0,21,2,8.0,8.0,896.0,896.0,0.0
31,2,2.0,1.0,1.214,1.024,1,1.0,22,2,8.0,8.0,104.0,104.0,0.0
31,1,1.0,4.0,1.03,2.281,1,1.0,23,2,7.0,7.0,126.0,126.0,1.0
31,1,1.0,2.0,0.752,0.873,1,1.0,24,2,8.0,6.0,1026.0,345.0,2.0
31,2,2.0,3.0,1.57,1.901,1,1.0,25,2,8.0,8.0,3412.0,3412.0,0.0
31,1,1.0,2.0,0.794,1.726,1,1.0,26,2,8.0,8.0,248.0,100.0,2.0
31,1,1.0,3.0,1.183,1.832,1,1.0,27,2,8.0,7.0,1124.0,100.0,2.0
31,2,2.0,2.0,0.86,1.899,1,1.0,28,2,8.0,8.0,134.0,134.0,0.0
31,1,2.0,3.0,2.597,1.039,1,0.0,29,2,9.0,10.0,653.0,6216.0,2.0
31,2,2.0,2.0,1.722,2.666,1,1.0,30,2,8.0,8.0,175.0,175.0,0.0
31,2,2.0,3.0,2.027,1.096,1,1.0,31,2,8.0,8.0,594.0,594.0,0.0
31,2,2.0,2.0,1.949,2.294,1,1.0,32,2,8.0,8.0,857.0,857.0,0.0
32,2,2.0,1.0,1.108,0.853,1,1.0,18,2,8.0,8.0,175.0,175.0,0.0
32,2,2.0,4.0,0.635,1.039,1,1.0,19,2,8.0,8.0,594.0,594.0,0.0
32,2,2.0,1.0,0.824,1.231,1,1.0,20,2,8.0,8.0,455.0,455.0,0.0
32,1,2.0,1.0,1.358,0.817,1,0.0,21,2,9.0,9.0,707.0,889.0,1.0
32,1,1.0,4.0,1.081,0.699,1,1.0,22,2,7.0,7.0,126.0,126.0,1.0
32,1,1.0,1.0,2.267,1.164,1,1.0,23,2,8.0,7.0,1124.0,100.0,2.0
32,1,2.0,2.0,1.159,1.166,1,0.0,24,2,9.0,10.0,653.0,6216.0,2.0
32,1,2.0,2.0,2.421,0.961,1,0.0,25,2,8.0,8.0,248.0,100.0,2.0
32,1,1.0,2.0,1.396,0.814,1,1.0,26,2,8.0,6.0,1026.0,345.0,2.0
32,2,2.0,2.0,1.703,0.788,1,1.0,27,2,8.0,8.0,857.0,857.0,0.0
32,2,2.0,3.0,1.517,1.683,1,1.0,28,2,8.0,8.0,134.0,134.0,0.0
32,2,2.0,4.0,0.529,0.967,1,1.0,29,2,8.0,8.0,104.0,104.0,0.0
32,1,1.0,4.0,0.901,0.844,1,1.0,30,2,7.0,6.0,613.0,408.0,1.0
32,2,2.0,2.0,1.156,1.246,1,1.0,31,2,8.0,8.0,896.0,896.0,0.0
32,2,2.0,2.0,2.895,2.026,1,1.0,32,2,8.0,8.0,3412.0,3412.0,0.0
33,1,NAN,1.0,NAN,3.297,2,NAN,18,2,9.0,9.0,2212.0,100.0,2.0
33,2,2.0,4.0,0.201,1.183,2,1.0,19,2,7.0,7.0,248.0,248.0,0.0
33,1,1.0,4.0,0.588,0.995,2,1.0,20,2,8.0,6.0,175.0,160.0,2.0
33,2,1.0,3.0,0.955,2.244,2,0.0,21,2,8.0,8.0,1026.0,1026.0,0.0
33,1,1.0,3.0,0.885,2.352,2,1.0,22,2,8.0,7.0,976.0,283.0,2.0
33,2,2.0,2.0,0.832,2.269,2,1.0,23,2,8.0,8.0,328.0,328.0,0.0
33,2,2.0,4.0,0.242,1.223,2,1.0,24,2,8.0,8.0,2183.0,2183.0,0.0
33,2,2.0,3.0,0.881,1.468,2,1.0,25,2,9.0,9.0,653.0,653.0,0.0
33,2,2.0,2.0,1.422,1.3,2,1.0,26,2,7.0,7.0,920.0,920.0,0.0
33,2,2.0,3.0,0.51,2.024,2,1.0,27,2,6.0,6.0,422.0,422.0,0.0
33,2,1.0,3.0,0.695,2.058,2,0.0,28,2,7.0,7.0,212.0,212.0,0.0
33,1,1.0,4.0,0.504,2.291,2,1.0,29,2,8.0,6.0,896.0,100.0,2.0
33,1,1.0,4.0,0.361,1.226,2,1.0,30,2,8.0,7.0,962.0,408.0,2.0
33,1,1.0,4.0,0.523,0.853,2,1.0,31,2,9.0,9.0,120.0,1042.0,1.0
33,1,1.0,4.0,0.549,1.423,2,1.0,32,2,8.0,6.0,455.0,457.0,2.0
34,2,2.0,3.0,0.975,1.128,2,1.0,18,2,7.0,7.0,248.0,248.0,0.0
34,2,2.0,2.0,1.005,2.021,2,1.0,19,2,6.0,6.0,422.0,422.0,0.0
34,2,2.0,2.0,1.797,1.469,2,1.0,20,2,8.0,8.0,328.0,328.0,0.0
34,2,1.0,2.0,1.732,1.95,2,0.0,21,2,8.0,8.0,2183.0,2183.0,0.0
34,2,1.0,2.0,1.891,1.959,2,0.0,22,2,9.0,9.0,653.0,653.0,0.0
34,1,1.0,3.0,0.938,2.9,2,1.0,23,2,8.0,6.0,175.0,160.0,2.0
34,1,1.0,4.0,2.29,2.933,2,1.0,24,2,9.0,9.0,2212.0,100.0,2.0
34,2,2.0,3.0,0.755,1.108,2,1.0,25,2,7.0,7.0,920.0,920.0,0.0
34,2,2.0,3.0,1.066,2.223,2,1.0,26,2,7.0,7.0,212.0,212.0,0.0
34,1,1.0,4.0,1.174,2.246,2,1.0,27,2,8.0,7.0,962.0,408.0,2.0
34,1,1.0,4.0,0.956,1.349,2,1.0,28,2,8.0,6.0,896.0,100.0,2.0
34,2,2.0,3.0,1.217,1.759,2,1.0,29,2,8.0,8.0,1026.0,1026.0,0.0
34,1,1.0,4.0,0.651,2.704,2,1.0,30,2,8.0,6.0,455.0,457.0,2.0
34,1,1.0,2.0,1.463,1.5,2,1.0,31,2,9.0,9.0,120.0,1042.0,1.0
34,1,1.0,3.0,1.058,0.712,2,1.0,32,2,8.0,7.0,976.0,283.0,2.0
35,2,2.0,4.0,0.848,0.813,2,1.0,18,2,7.0,7.0,248.0,248.0,0.0
35,1,1.0,4.0,0.718,1.281,2,1.0,19,2,8.0,6.0,175.0,160.0,2.0
35,1,1.0,4.0,0.688,0.676,2,1.0,20,2,8.0,6.0,896.0,100.0,2.0
35,2,2.0,2.0,1.051,1.84,2,1.0,21,2,8.0,8.0,2183.0,2183.0,0.0
35,1,1.0,3.0,1.847,1.725,2,1.0,22,2,9.0,9.0,120.0,1042.0,1.0
35,1,1.0,4.0,1.081,1.117,2,1.0,23,2,8.0,6.0,455.0,457.0,2.0
35,2,NAN,2.0,NAN,0.01,2,NAN,24,2,8.0,8.0,1026.0,1026.0,0.0
35,1,2.0,1.0,1.195,1.979,2,0.0,25,2,9.0,9.0,2212.0,100.0,2.0
35,2,2.0,4.0,1.15,1.103,2,1.0,26,2,7.0,7.0,212.0,212.0,0.0
35,2,2.0,1.0,1.7,1.231,2,1.0,27,2,9.0,9.0,653.0,653.0,0.0
35,1,1.0,4.0,1.232,1.102,2,1.0,28,2,8.0,7.0,976.0,283.0,2.0
35,2,2.0,2.0,1.188,1.38,2,1.0,29,2,8.0,8.0,328.0,328.0,0.0
35,2,2.0,3.0,1.214,0.669,2,1.0,30,2,7.0,7.0,920.0,920.0,0.0
35,2,2.0,3.0,1.604,1.523,2,1.0,31,2,6.0,6.0,422.0,422.0,0.0
35,1,1.0,4.0,1.384,1.921,2,1.0,32,2,8.0,7.0,962.0,408.0,2.0
36,1,1.0,3.0,1.121,2.548,2,1.0,18,2,8.0,6.0,896.0,100.0,2.0
36,1,2.0,3.0,2.0,1.344,2,0.0,19,2,9.0,9.0,2212.0,100.0,2.0
36,2,2.0,3.0,1.804,2.244,2,1.0,20,2,6.0,6.0,422.0,422.0,0.0
36,2,NAN,2.0,NAN,1.972,2,NAN,21,2,7.0,7.0,212.0,212.0,0.0
36,1,1.0,3.0,2.166,1.407,2,1.0,22,2,8.0,6.0,175.0,160.0,2.0
36,2,2.0,3.0,1.193,1.56,2,1.0,23,2,8.0,8.0,1026.0,1026.0,0.0
36,2,1.0,2.0,1.26,1.689,2,0.0,24,2,7.0,7.0,920.0,920.0,0.0
36,1,1.0,3.0,1.703,3.379,2,1.0,25,2,8.0,7.0,962.0,408.0,2.0
36,2,2.0,3.0,2.142,1.623,2,1.0,26,2,7.0,7.0,248.0,248.0,0.0
36,1,1.0,3.0,1.672,2.212,2,1.0,27,2,8.0,7.0,976.0,283.0,2.0
36,1,2.0,3.0,1.309,1.239,2,0.0,28,2,9.0,9.0,120.0,1042.0,1.0
36,2,2.0,3.0,1.464,1.869,2,1.0,29,2,8.0,8.0,2183.0,2183.0,0.0
36,2,2.0,3.0,2.405,1.124,2,1.0,30,2,9.0,9.0,653.0,653.0,0.0
36,2,1.0,2.0,2.378,2.074,2,0.0,31,2,8.0,8.0,328.0,328.0,0.0
36,1,1.0,4.0,1.128,1.738,2,1.0,32,2,8.0,6.0,455.0,457.0,2.0
37,2,2.0,3.0,1.398,1.085,2,1.0,18,2,7.0,7.0,248.0,248.0,0.0
37,2,2.0,1.0,0.98,1.948,2,1.0,19,2,7.0,7.0,212.0,212.0,0.0
37,1,1.0,4.0,0.847,0.989,2,1.0,20,2,8.0,7.0,962.0,408.0,2.0
