Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Condition,Trial_in_block,Response_key,Corr_resp,Scale_key,Age,Gender,Exp.name,Date,Block
1,1,1.0,4.0,0.601,0.517,nofeedback,0,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,3.0,0.85,0.517,nofeedback,1,e,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.067,1.35,nofeedback,2,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.917,0.384,nofeedback,3,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.5,0.384,nofeedback,4,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,4.0,0.567,0.334,nofeedback,5,e,r,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.551,0.251,nofeedback,6,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,4.0,0.484,0.484,nofeedback,7,e,r,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,4.0,0.667,0.334,nofeedback,8,e,r,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.551,0.35,nofeedback,9,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,4.0,0.634,0.333,nofeedback,10,e,r,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.5,0.251,nofeedback,11,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.484,0.334,nofeedback,12,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,4.0,0.5,0.334,nofeedback,13,e,r,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,1.0,0.95,1.001,nofeedback,14,r,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.734,0.334,nofeedback,15,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.517,0.251,nofeedback,16,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,4.0,0.967,0.284,nofeedback,17,e,r,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,4.0,0.651,0.317,nofeedback,18,e,r,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.5,0.317,nofeedback,19,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,4.0,0.584,0.3,nofeedback,20,e,r,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.567,0.25,nofeedback,21,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.867,0.217,nofeedback,22,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,1.0,1.167,1.167,nofeedback,23,r,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.667,0.384,nofeedback,24,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,3.0,0.667,0.45,nofeedback,25,e,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,2.0,0.967,0.4,nofeedback,26,e,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,2.0,0.551,0.334,nofeedback,27,e,e,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,2.0,0.55,0.317,nofeedback,28,e,e,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,3.0,0.734,0.684,nofeedback,29,e,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.567,0.317,nofeedback,30,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,4.0,0.484,0.467,nofeedback,31,e,r,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,4.0,0.601,0.3,nofeedback,32,e,r,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.517,0.267,nofeedback,33,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,3.0,1.05,0.267,nofeedback,34,e,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.534,0.217,nofeedback,35,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.2,1.6,nofeedback,36,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.534,0.417,nofeedback,37,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.467,0.284,nofeedback,38,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.934,0.784,nofeedback,39,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.034,0.283,nofeedback,40,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.617,0.317,nofeedback,41,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.517,0.367,nofeedback,42,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.95,0.317,nofeedback,43,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.85,0.434,nofeedback,44,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.734,0.434,nofeedback,45,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,4.0,1.1,0.401,nofeedback,46,e,r,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.601,0.367,nofeedback,47,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,3.0,0.534,0.65,nofeedback,48,e,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.934,0.7,nofeedback,49,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,NAN,NAN,NAN,NAN,nofeedback,50,NAN,e,NAN,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,NAN,1.0,NAN,1.384,nofeedback,51,NAN,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,2.0,1.267,1.517,nofeedback,52,e,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.867,0.334,nofeedback,53,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.5,0.217,nofeedback,54,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.9,1.017,nofeedback,55,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.95,0.517,nofeedback,56,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.55,0.451,nofeedback,57,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.051,0.651,nofeedback,58,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.734,0.334,nofeedback,59,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.834,0.434,nofeedback,60,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.8,0.434,nofeedback,61,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.584,0.35,nofeedback,62,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,1.0,0.934,0.717,nofeedback,63,r,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,3.0,0.667,0.3,nofeedback,64,e,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.7,0.284,nofeedback,65,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.901,0.467,nofeedback,66,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.55,0.267,nofeedback,67,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.567,0.2,nofeedback,68,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.95,0.767,nofeedback,69,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.617,0.284,nofeedback,70,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.85,0.334,nofeedback,71,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.467,0.3,nofeedback,72,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,3.0,1.101,0.234,nofeedback,73,e,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,1.0,0.817,1.2,nofeedback,74,r,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.834,0.334,nofeedback,75,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.65,0.25,nofeedback,76,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,1.0,1.434,0.75,nofeedback,77,r,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.534,0.25,nofeedback,78,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.3,0.384,nofeedback,79,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,2.119,0.417,nofeedback,80,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.067,1.284,nofeedback,81,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,3.0,1.367,0.65,nofeedback,82,e,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.551,0.534,nofeedback,83,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.034,1.017,nofeedback,84,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.684,0.384,nofeedback,85,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,3.0,0.8,0.317,nofeedback,86,e,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.884,0.334,nofeedback,87,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.484,0.267,nofeedback,88,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,3.0,0.584,0.451,nofeedback,89,e,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.75,0.534,nofeedback,90,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.6,0.25,nofeedback,91,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.9,0.217,nofeedback,92,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,1.0,0.9,0.834,nofeedback,93,r,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.817,0.25,nofeedback,94,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,3.0,0.567,0.167,nofeedback,95,e,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.8,0.45,nofeedback,96,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.583,0.217,nofeedback,97,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.517,0.167,nofeedback,98,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.917,0.55,nofeedback,99,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.717,0.334,nofeedback,100,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.683,0.55,nofeedback,101,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.534,0.267,nofeedback,102,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.7,0.267,nofeedback,103,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,1.0,1.067,0.4,nofeedback,104,r,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.567,0.317,nofeedback,105,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.434,0.217,nofeedback,106,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,1.0,0.767,0.384,nofeedback,107,r,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,1.0,0.734,0.4,nofeedback,108,r,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.684,0.351,nofeedback,109,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.484,0.234,nofeedback,110,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,1.0,0.684,0.567,nofeedback,111,r,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,3.0,0.634,0.25,nofeedback,112,e,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.667,0.217,nofeedback,113,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,4.0,0.7,0.284,nofeedback,114,e,e,0.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.001,0.784,nofeedback,115,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.85,0.267,nofeedback,116,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,2.0,0.75,0.551,nofeedback,117,e,e,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.667,0.25,nofeedback,118,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,3.0,0.867,0.667,nofeedback,119,r,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.567,0.234,nofeedback,120,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.45,0.35,nofeedback,121,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,2.0,0.817,0.3,nofeedback,122,e,e,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,2.0,0.767,0.25,nofeedback,123,e,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.834,0.317,nofeedback,124,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,2.0,0.467,0.334,nofeedback,125,e,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.35,0.35,nofeedback,126,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,2.0,2.0,0.817,0.584,nofeedback,127,r,e,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.567,0.284,nofeedback,128,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.917,0.284,nofeedback,129,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.784,0.284,nofeedback,130,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.0,0.484,nofeedback,131,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,2.0,0.667,0.334,nofeedback,132,e,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,2.0,1.201,0.284,nofeedback,133,e,e,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,2.0,1.35,0.617,nofeedback,134,e,e,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,2.0,0.667,0.2,nofeedback,135,e,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.65,0.234,nofeedback,136,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,1.0,0.734,0.55,nofeedback,137,r,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.8,0.25,nofeedback,138,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,3.0,0.884,0.384,nofeedback,139,r,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.067,0.934,nofeedback,140,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.7,0.284,nofeedback,141,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,1.0,0.784,0.517,nofeedback,142,r,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,2.0,0.817,0.967,nofeedback,143,e,e,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.167,0.351,nofeedback,144,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.65,0.35,nofeedback,145,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.684,0.217,nofeedback,146,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.8,0.3,nofeedback,147,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.6,0.317,nofeedback,148,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.75,0.251,nofeedback,149,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,1.717,0.584,nofeedback,150,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,NAN,1.0,NAN,1.467,nofeedback,151,NAN,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,1.0,1.551,0.634,nofeedback,152,e,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.834,0.284,nofeedback,153,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.717,0.617,nofeedback,154,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.65,0.184,nofeedback,155,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.25,0.534,nofeedback,156,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.517,0.25,nofeedback,157,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.534,0.15,nofeedback,158,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,1.0,3.0,0.517,0.184,nofeedback,159,e,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.417,0.233,nofeedback,160,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.667,0.417,nofeedback,161,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.617,0.217,nofeedback,162,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.317,0.417,nofeedback,163,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,1.0,1.484,0.584,nofeedback,164,r,r,7.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.784,0.667,nofeedback,165,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.517,0.267,nofeedback,166,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.8,0.45,nofeedback,167,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.467,0.234,nofeedback,168,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.117,0.3,nofeedback,169,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.117,0.384,nofeedback,170,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.584,0.284,nofeedback,171,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.617,0.233,nofeedback,172,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,3.0,0.9,0.25,nofeedback,173,r,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.967,0.351,nofeedback,174,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.584,0.334,nofeedback,175,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,3.0,0.95,0.384,nofeedback,176,r,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.633,0.351,nofeedback,177,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.984,0.4,nofeedback,178,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,3.0,0.767,0.267,nofeedback,179,r,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.934,0.35,nofeedback,180,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.684,0.984,nofeedback,181,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,2.0,2.0,1.134,0.667,nofeedback,182,r,e,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.784,0.35,nofeedback,183,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.584,0.367,nofeedback,184,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,3.0,0.734,1.334,nofeedback,185,r,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.65,0.367,nofeedback,186,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.867,0.484,nofeedback,187,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,2.0,0.85,0.35,nofeedback,188,e,e,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.717,0.334,nofeedback,189,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.75,1.484,nofeedback,190,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,0.6,0.3,nofeedback,191,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,3.0,1.451,0.584,nofeedback,192,r,r,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,2.0,2.0,1.217,0.633,nofeedback,193,r,e,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,1.0,3.0,1.067,0.367,nofeedback,194,e,e,9.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,0.7,0.351,nofeedback,195,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.217,0.367,nofeedback,196,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,2.0,2.0,1.717,0.267,nofeedback,197,r,e,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,1,2.0,2.0,0.684,0.217,nofeedback,198,r,e,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
1,2,2.0,2.0,1.2,0.551,nofeedback,199,r,r,8.0,23,F,GabornFF_PAS,2018_kwi_09_1325,1
2,2,1.0,2.0,0.617,0.767,nofeedback,0,e,r,8.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,1,1.0,3.0,0.6,0.634,nofeedback,1,e,e,9.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,2,2.0,1.0,0.967,0.984,nofeedback,2,r,r,7.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,1,1.0,2.0,0.484,0.551,nofeedback,3,e,e,8.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,1,1.0,3.0,0.617,0.65,nofeedback,4,e,e,9.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,2,2.0,2.0,0.667,1.019,nofeedback,5,r,r,8.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,2,1.0,1.0,0.784,0.569,nofeedback,6,e,r,7.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,1,1.0,3.0,0.585,0.617,nofeedback,7,e,e,9.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,2,1.0,2.0,0.784,0.467,nofeedback,8,e,r,8.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,1,1.0,3.0,0.634,0.517,nofeedback,9,e,e,9.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,1,1.0,3.0,0.634,0.834,nofeedback,10,e,e,9.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,2,2.0,2.0,0.8,0.734,nofeedback,11,r,r,8.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,2,1.0,2.0,0.65,0.984,nofeedback,12,e,r,8.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,1,1.0,3.0,0.651,1.135,nofeedback,13,e,e,9.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,1,1.0,3.0,0.684,0.751,nofeedback,14,e,e,9.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,2,2.0,1.0,0.951,1.451,nofeedback,15,r,r,7.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
2,2,1.0,1.0,1.25,0.751,nofeedback,16,e,r,7.0,21,M,GabornFF_PAS,2018_kwi_13_0932,1
