Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Block,AveStim,Duration,Condition
2,55,48.0,7,4.102285,3.71785,6,40,2000,1
2,46,31.0,5,4.273935,1.517665,6,40,100,0
2,54,48.0,6,4.456705,3.46242,6,40,2000,1
2,38,31.0,5,3.32278,1.837875,6,40,2000,1
2,33,31.0,5,3.38612,1.526305,6,40,100,0
2,34,34.0,6,3.43373,2.20588,6,40,2000,1
2,43,36.0,6,4.2442,2.622195,6,40,100,0
2,38,34.0,4,4.52886,2.17365,6,40,100,0
2,36,30.0,4,4.3415,4.582155,6,40,2000,1
2,27,32.0,5,4.409415,3.461605,6,40,2000,1
2,44,36.0,6,4.37633,3.086105,6,40,100,0
2,44,41.0,6,4.20924,2.565745,6,40,2000,1
2,48,38.0,5,5.073155,2.78985,6,40,100,0
2,37,40.0,5,3.9475,2.51745,6,40,2000,1
2,41,38.0,5,5.81953,2.318025,6,40,100,0
2,32,31.0,5,3.47837,2.20573,6,40,2000,1
2,29,32.0,5,3.77945,1.461975,6,40,100,0
2,41,43.0,6,4.912035,3.205655,6,40,2000,1
2,43,38.0,5,4.856335,2.12605,6,40,100,0
2,42,41.0,6,3.972685,3.653615,6,40,2000,1
2,55,47.0,6,3.67617,1.966385,6,40,100,0
2,42,37.0,6,4.455385,3.06179,6,40,100,0
2,39,38.0,8,4.466525,2.93435,6,40,2000,1
2,29,29.0,6,3.979665,2.197585,6,40,100,0
2,29,30.0,4,8.806755,1.734055,6,40,2000,1
2,25,25.0,3,3.61612,4.22166,6,40,100,0
2,30,29.0,5,4.13422,2.022175,6,40,2000,1
2,32,31.0,5,3.32006,3.165735,6,40,2000,1
2,30,31.0,7,5.31951,3.63803,6,40,100,0
2,54,50.0,6,4.919465,1.94985,6,40,2000,1
2,36,40.0,5,4.78606,1.59013,6,40,100,0
2,25,28.0,7,3.48769,2.061555,6,40,100,0
2,50,42.0,6,3.80688,2.318085,6,40,2000,1
2,39,41.0,6,4.324375,3.55788,6,40,100,0
2,36,39.0,6,4.472905,3.934105,6,40,2000,1
2,40,36.0,5,3.94574,3.40524,6,40,100,0
2,39,37.0,5,3.939895,1.934405,6,40,2000,1
3,47,51.0,5,5.26421,1.786845,4,47,2000,1
3,62,54.0,2,4.891405,2.09118,4,47,100,0
3,44,48.0,7,4.679135,2.320435,4,47,2000,1
3,40,44.0,0,4.951085,2.59159,4,47,100,0
3,39,39.0,6,4.253915,1.763465,4,47,2000,1
3,62,45.0,7,6.92048,2.880645,4,47,100,0
3,34,42.0,2,4.3506,2.399845,4,47,2000,1
3,61,64.0,6,4.21987,2.29846,4,47,100,0
3,62,61.0,6,5.38001,2.394425,4,47,100,0
3,32,32.0,6,6.47019,2.575695,4,47,2000,1
3,32,44.0,7,7.82874,2.222405,4,47,100,0
3,39,46.0,8,6.44483,4.995165,4,47,2000,1
3,33,36.0,6,7.1296,4.18289,4,47,100,0
3,40,43.0,6,7.730035,1.83445,4,47,2000,1
3,34,52.0,7,4.178985,6.11056,4,47,2000,1
3,33,46.0,4,3.83653,2.512895,4,47,100,0
3,38,50.0,1,4.59285,1.742295,4,47,2000,1
3,33,51.0,0,5.93724,1.43767,4,47,100,0
3,54,49.0,6,5.782665,1.597615,4,47,2000,1
3,51,49.0,6,5.34875,2.113925,4,47,100,0
3,39,45.0,0,3.06475,2.93075,4,47,2000,1
3,43,51.0,7,4.029535,1.239585,4,47,100,0
3,46,52.0,8,6.126045,1.52118,4,47,2000,1
3,38,41.0,6,7.621255,3.11344,4,47,100,0
3,32,38.0,7,4.02717,2.446565,4,47,2000,1
3,38,45.0,2,7.490955,2.4153,4,47,100,0
3,57,48.0,7,4.755855,1.422445,4,47,100,0
3,51,47.0,7,8.13588,1.930155,4,47,2000,1
3,47,55.0,2,7.80982,1.81556,4,47,100,0
3,53,49.0,6,4.61359,1.788035,4,47,2000,1
3,39,43.0,2,4.73818,1.52157,4,47,100,0
3,56,47.0,7,5.844985,2.54185,4,47,2000,1
3,58,56.0,3,3.381305,1.63793,4,47,2000,1
3,40,40.0,2,5.908685,2.50671,4,47,100,0
3,57,60.0,6,3.12903,1.774515,4,47,2000,1
3,52,52.0,2,4.08883,2.141835,4,47,100,0
3,48,57.0,6,4.286555,1.71834,4,47,2000,1
3,55,48.0,5,5.462255,2.75419,4,47,100,0
3,49,62.0,7,4.465915,2.138835,4,47,100,0
3,49,37.0,6,5.724955,1.79662,4,47,2000,1
3,49,46.0,5,4.3316,1.65104,5,48,100,0
3,60,55.0,7,3.05892,1.89944,5,48,2000,1
3,40,40.0,7,3.11593,1.6429,5,48,2000,1
3,49,51.0,1,3.56303,1.265065,5,48,100,0
3,36,32.0,6,3.421175,3.79502,5,48,2000,1
3,57,46.0,6,3.497735,1.86503,5,48,100,0
3,46,41.0,0,3.37771,2.504385,5,48,100,0
3,35,33.0,1,2.31015,1.23683,5,48,2000,1
3,34,29.0,3,2.67226,2.81785,5,48,2000,1
3,52,47.0,5,4.568715,1.711445,5,48,100,0
3,33,47.0,5,4.55315,1.55157,5,48,2000,1
3,52,50.0,3,4.67237,1.72325,5,48,100,0
3,48,51.0,4,3.270265,2.27519,5,48,100,0
3,37,33.0,6,2.22407,1.925255,5,48,2000,1
3,42,41.0,7,2.794965,1.34771,5,48,2000,1
3,63,49.0,3,3.4359,1.256275,5,48,100,0
3,60,47.0,8,2.712305,1.70869,5,48,100,0
3,60,54.0,3,2.374325,1.566145,5,48,2000,1
3,40,38.0,3,2.87329,1.38459,5,48,2000,1
3,56,41.0,7,5.19418,1.56064,5,48,100,0
3,35,31.0,3,4.579295,2.21831,5,48,100,0
3,62,51.0,0,3.13346,1.481155,5,48,2000,1
3,58,53.0,9,3.389905,1.687515,5,48,2000,1
3,42,43.0,4,3.88955,1.916365,5,48,100,0
3,50,36.0,7,4.714495,1.33862,5,48,100,0
3,36,43.0,7,4.828985,1.69263,5,48,2000,1
3,50,42.0,7,3.55087,2.263045,5,48,100,0
3,36,45.0,3,3.277095,1.95527,5,48,2000,1
3,59,52.0,7,3.973805,1.48786,5,48,2000,1
3,60,46.0,0,4.894565,1.7525,5,48,100,0
3,54,42.0,9,3.693635,1.880265,5,48,100,0
3,58,50.0,9,3.847085,1.744995,5,48,2000,1
3,63,52.0,6,3.86509,1.466455,5,48,100,0
3,50,47.0,2,4.47412,1.55069,5,48,2000,1
3,51,37.0,0,3.518685,2.20686,5,48,100,0
3,44,36.0,5,3.84477,1.29383,5,48,2000,1
3,50,44.0,7,4.010625,1.64579,5,48,100,0
3,51,49.0,7,4.398555,1.6993,5,48,2000,1
3,48,46.0,3,2.86731,1.225475,5,48,2000,1
3,34,40.0,3,4.34507,1.493205,5,48,100,0
3,40,35.0,5,3.27422,1.510335,6,30,100,0
3,19,22.0,7,1.894995,1.6427,6,30,2000,1
3,44,43.0,7,3.11892,1.91911,6,30,2000,1
3,16,17.0,3,3.08918,2.100165,6,30,100,0
3,17,20.0,7,3.196025,1.674385,6,30,2000,1
3,27,21.0,7,4.19984,2.155855,6,30,100,0
3,42,40.0,3,4.39736,1.84573,6,30,2000,1
3,23,24.0,7,4.232655,1.819885,6,30,100,0
3,35,28.0,8,3.17382,1.425585,6,30,100,0
3,23,25.0,4,4.05357,1.44493,6,30,2000,1
3,23,22.0,6,4.26475,1.54851,6,30,100,0
3,30,30.0,6,4.095095,2.02549,6,30,2000,1
3,16,15.0,3,3.113255,1.961485,6,30,100,0
3,30,32.0,6,3.530045,1.59593,6,30,2000,1
3,45,41.0,8,4.86982,1.79106,6,30,2000,1
3,15,20.0,6,4.549685,1.53128,6,30,100,0
3,31,34.0,8,3.66314,4.25517,6,30,2000,1
3,19,20.0,2,4.784975,1.6284,6,30,100,0
3,30,26.0,7,2.990735,1.671125,6,30,2000,1
3,38,30.0,4,3.696575,2.053095,6,30,100,0
3,31,32.0,7,2.770815,1.834865,6,30,100,0
3,20,19.0,7,2.9013,1.365065,6,30,2000,1
3,16,21.0,3,3.132125,1.8691,6,30,2000,1
3,25,24.0,7,2.54836,1.41363,6,30,100,0
3,44,37.0,3,2.982685,1.16231,6,30,2000,1
3,39,34.0,7,3.36416,1.29988,6,30,100,0
3,38,40.0,4,3.932675,1.763275,6,30,100,0
3,23,33.0,6,3.8954,1.55614,6,30,2000,1
3,36,38.0,6,4.38246,2.587875,6,30,2000,1
3,29,30.0,7,3.44179,1.45181,6,30,100,0
3,37,40.0,6,3.98771,1.224115,6,30,2000,1
3,24,23.0,2,5.131125,1.6253,6,30,100,0
3,31,31.0,4,3.330865,2.77892,6,30,100,0
3,30,33.0,5,2.97725,1.06664,6,30,2000,1
3,40,41.0,7,4.53086,1.55904,6,30,2000,1
3,36,35.0,7,6.35709,2.11444,6,30,100,0
3,38,40.0,3,4.26203,2.55102,6,30,100,0
3,16,18.0,3,4.858185,2.09565,6,30,2000,1
3,42,36.0,6,3.50786,1.80771,6,30,100,0
3,15,16.0,7,5.449875,1.674815,6,30,2000,1
4,51,46.0,5,3.433125,1.710005,4,38,2000,1
4,32,31.0,2,2.389675,2.071765,4,38,100,0
4,48,39.0,4,3.77356,2.015095,4,38,100,0
4,42,31.0,3,2.74486,1.62929,4,38,2000,1
4,40,29.0,5,2.713725,1.482605,4,38,100,0
4,41,35.0,3,4.20519,1.861825,4,38,2000,1
4,24,21.0,7,2.048935,2.20246,4,38,2000,1
4,29,29.0,5,2.814415,2.16949,4,38,100,0
4,38,31.0,2,4.212445,1.353515,4,38,100,0
4,34,30.0,7,3.64564,2.221085,4,38,2000,1
4,49,39.0,6,2.885495,1.86243,4,38,2000,1
4,53,42.0,3,3.34702,3.96732,4,38,100,0
4,33,26.0,7,3.77023,1.98832,4,38,2000,1
4,46,38.0,3,3.46738,2.032165,4,38,100,0
4,36,23.0,2,2.841835,2.28767,4,38,100,0
4,50,39.0,6,2.731565,1.637365,4,38,2000,1
4,46,36.0,6,2.890245,1.547535,4,38,2000,1
4,52,45.0,3,3.209355,2.08017,4,38,100,0
4,46,41.0,5,3.26975,1.83869,4,38,2000,1
4,50,38.0,2,2.982415,1.53115,4,38,100,0
4,53,39.0,2,3.08569,1.8829,4,38,100,0
4,30,23.0,2,2.71655,1.66294,4,38,2000,1
4,24,21.0,8,1.88153,1.806015,4,38,2000,1
4,33,29.0,5,2.992955,2.752625,4,38,100,0
4,28,21.0,1,3.63185,2.04378,4,38,100,0
4,24,21.0,8,2.43566,2.03223,4,38,2000,1
4,48,34.0,5,3.62632,1.729375,4,38,100,0
4,32,28.0,5,2.887725,1.427035,4,38,2000,1
4,41,32.0,2,2.79675,2.419,4,38,100,0
4,38,39.0,3,2.414485,1.756235,4,38,2000,1
4,47,41.0,6,3.08329,1.45873,4,38,2000,1
4,49,38.0,2,2.78466,1.798045,4,38,100,0
4,26,22.0,9,1.539545,2.0725,4,38,2000,1
4,46,41.0,3,4.30086,1.378815,4,38,100,0
4,30,29.0,2,2.273645,1.548095,4,38,2000,1
4,50,43.0,5,3.15358,1.98441,4,38,100,0
4,25,28.0,1,3.33065,2.380055,4,38,100,0
4,49,49.0,3,2.70994,1.83016,4,38,2000,1
4,40,30.0,3,3.61139,3.14609,4,38,2000,1
4,33,28.0,2,3.69337,2.120985,4,38,100,0
4,33,37.0,3,4.08168,1.91159,5,40,100,0
4,48,43.0,5,2.165285,2.32251,5,40,2000,1
4,26,22.0,6,1.94491,2.492385,5,40,2000,1
4,44,34.0,5,2.358375,2.16081,5,40,100,0
4,43,32.0,4,2.43168,1.47164,5,40,100,0
4,41,39.0,5,2.27888,1.4433,5,40,2000,1
4,48,41.0,4,2.24013,1.777625,5,40,2000,1
4,55,46.0,5,3.40219,3.18664,5,40,100,0
4,34,24.0,2,2.65347,1.48299,5,40,100,0
4,45,39.0,6,2.89752,2.67709,5,40,2000,1
4,40,38.0,7,2.819115,2.00033,5,40,2000,1
4,42,39.0,2,3.89566,1.32175,5,40,100,0
4,54,48.0,7,2.93769,2.265615,5,40,2000,1
4,36,28.0,2,3.44705,1.894835,5,40,100,0
4,25,22.0,9,2.144175,2.06552,5,40,2000,1
4,34,29.0,1,4.683155,1.870315,5,40,100,0
4,31,29.0,1,2.75743,1.645525,5,40,100,0
4,49,42.0,4,2.31567,1.94426,5,40,2000,1
4,40,34.0,3,4.97669,1.64522,5,40,100,0
4,28,25.0,5,3.974205,2.209325,5,40,2000,1
4,54,40.0,2,2.398735,2.677725,5,40,100,0
4,49,48.0,5,2.63348,1.539955,5,40,2000,1
4,42,31.0,4,2.97726,1.718375,5,40,2000,1
4,27,22.0,2,2.39898,1.79052,5,40,100,0
4,35,34.0,4,2.019305,3.299665,5,40,2000,1
4,34,28.0,3,2.76204,2.294635,5,40,100,0
4,47,32.0,5,2.717555,1.92052,5,40,100,0
4,48,39.0,4,2.4047,1.97982,5,40,2000,1
4,44,41.0,3,3.27225,2.855515,5,40,100,0
4,55,43.0,3,2.512275,1.54825,5,40,2000,1
4,43,34.0,3,3.06142,1.41005,5,40,2000,1
4,33,29.0,4,3.05501,1.322405,5,40,100,0
4,46,32.0,3,3.181765,1.846685,5,40,100,0
4,37,30.0,3,2.770865,2.64496,5,40,2000,1
4,48,38.0,5,2.57529,3.396355,5,40,2000,1
4,25,22.0,1,2.770325,1.754725,5,40,100,0
4,50,42.0,4,2.4832,1.90351,5,40,2000,1
4,27,24.0,4,5.67422,1.46735,5,40,100,0
4,34,24.0,2,3.564215,1.386455,5,40,100,0
4,25,21.0,2,1.99931,2.096075,5,40,2000,1
4,36,32.0,6,2.156015,1.907365,6,32,2000,1
4,41,31.0,1,5.883845,37.13377,6,32,100,0
4,41,28.0,5,3.566185,2.47532,6,32,2000,1
4,35,36.0,4,3.478495,2.26589,6,32,100,0
4,41,36.0,6,4.146725,2.03986,6,32,2000,1
4,39,29.0,3,3.746085,1.801555,6,32,100,0
4,31,26.0,4,2.297825,2.05656,6,32,2000,1
4,24,23.0,4,5.17783,2.1304,6,32,100,0
4,36,30.0,4,2.51825,1.838935,6,32,100,0
4,20,20.0,9,2.563545,2.27381,6,32,2000,1
4,36,29.0,3,3.843435,1.84679,6,32,100,0
4,26,24.0,7,2.232545,2.210005,6,32,2000,1
4,41,28.0,3,3.23498,1.93529,6,32,100,0
4,26,21.0,9,1.63863,2.67745,6,32,2000,1
4,35,30.0,3,2.87844,1.70023,6,32,100,0
4,30,34.0,3,2.808935,1.539535,6,32,2000,1
4,30,28.0,2,3.174725,1.95184,6,32,100,0
4,20,20.0,7,3.18706,1.95875,6,32,2000,1
4,24,26.0,7,2.857235,2.476465,6,32,2000,1
4,45,30.0,5,2.34651,2.298395,6,32,100,0
4,31,28.0,4,2.592535,1.55587,6,32,100,0
4,27,25.0,3,2.696915,1.81383,6,32,2000,1
4,38,40.0,7,2.442435,2.274935,6,32,2000,1
4,38,34.0,5,5.452575,2.56813,6,32,100,0
4,18,20.0,4,3.215295,2.851345,6,32,2000,1
4,17,21.0,5,2.329345,1.201235,6,32,100,0
4,36,38.0,7,2.369655,2.043315,6,32,2000,1
4,28,29.0,4,3.327565,3.14663,6,32,100,0
4,20,24.0,1,2.85752,1.69317,6,32,100,0
4,42,33.0,5,2.952775,2.177545,6,32,2000,1
4,17,19.0,2,3.5381,1.77421,6,32,100,0
4,37,36.0,3,6.53933,1.50709,6,32,2000,1
4,32,29.0,4,2.886325,3.060555,6,32,2000,1
4,29,26.0,0,8.152825,2.178085,6,32,100,0
4,18,20.0,8,2.90393,1.52357,6,32,2000,1
4,22,24.0,7,2.44185,1.68404,6,32,100,0
4,23,29.0,6,4.84471,1.62016,6,32,100,0
4,29,30.0,5,2.929205,1.604345,6,32,2000,1
4,32,28.0,4,2.93872,2.34738,6,32,100,0
4,45,35.0,7,2.641735,1.7013,6,32,2000,1
5,57,35.0,4,3.79468,3.14352,4,47,100,0
5,56,47.0,7,3.353895,2.83639,4,47,2000,1
5,36,30.0,4,3.88182,3.093315,4,47,100,0
5,36,30.0,3,4.20606,3.335715,4,47,2000,1
5,34,35.0,5,3.947245,3.67787,4,47,2000,1
5,53,40.0,6,3.791805,2.85422,4,47,100,0
5,41,43.0,6,6.018035,2.938505,4,47,2000,1
