Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Order,Scale,Block
109,1,1,4.0,1.10132,0.23783,11,DS,PAS,2
109,2,2,4.0,9.363,0.35098,7,DS,PAS,2
109,2,2,4.0,0.8033,0.22989,5,DS,PAS,2
109,2,2,4.0,0.79053,0.23381,11,DS,PAS,2
109,1,1,3.0,0.91027,0.05807,10,DS,PAS,2
109,2,2,4.0,0.92087,0.2309,9,DS,PAS,2
109,2,2,4.0,0.47433,2.20067,4,DS,PAS,2
109,2,1,1.0,2.01883,0.18934,12,DS,PAS,2
109,1,1,4.0,0.67782,0.14322,9,DS,PAS,2
109,1,2,4.0,1.77847,0.10191,11,DS,PAS,2
109,1,1,4.0,0.83238,0.14755,4,DS,PAS,2
109,1,1,1.0,0.8283,0.15331,12,DS,PAS,2
109,1,1,4.0,1.46817,0.26844,7,DS,PAS,2
109,1,1,4.0,0.99944,0.22253,2,DS,PAS,2
109,1,1,4.0,1.23277,0.02882,6,DS,PAS,2
109,2,2,4.0,1.10676,0.22847,7,DS,PAS,2
109,2,2,4.0,1.62183,1.18295,6,DS,PAS,2
109,1,1,4.0,7.25272,0.07498,1,DS,PAS,2
109,1,1,4.0,1.0204,0.1149,1,DS,PAS,2
109,2,2,4.0,0.99067,0.19433,5,DS,PAS,2
109,1,1,4.0,0.70583,0.63041,8,DS,PAS,2
109,2,1,1.0,1.1049,0.19287,12,DS,PAS,2
109,2,2,4.0,0.74711,0.17956,3,DS,PAS,2
109,1,1,1.0,0.94577,0.3454,12,DS,PAS,2
109,2,2,4.0,1.82021,0.18974,1,DS,PAS,2
109,2,2,4.0,0.56258,0.06416,4,DS,PAS,2
109,1,2,1.0,0.87103,1.49988,12,DS,PAS,2
109,2,2,4.0,1.22902,1.53957,7,DS,PAS,2
109,1,1,4.0,1.23196,0.54345,7,DS,PAS,2
109,2,2,4.0,2.9285,0.33895,3,DS,PAS,2
109,1,1,4.0,1.28073,0.14554,5,DS,PAS,2
109,1,1,4.0,1.06388,0.10602,8,DS,PAS,2
109,2,2,4.0,1.19666,0.02014,4,DS,PAS,2
109,2,2,4.0,1.03564,0.18451,6,DS,PAS,2
109,1,1,4.0,1.30738,0.05954,3,DS,PAS,2
109,1,1,4.0,1.29917,0.62342,6,DS,PAS,2
109,1,1,4.0,1.11436,0.18581,11,DS,PAS,2
109,1,1,4.0,1.2294,0.06485,10,DS,PAS,2
109,1,1,4.0,1.1065,0.07553,2,DS,PAS,2
109,2,2,4.0,1.30193,0.14886,10,DS,PAS,2
109,1,1,3.0,1.26095,0.02359,11,DS,PAS,2
109,1,1,4.0,1.35306,0.11155,9,DS,PAS,2
109,1,1,4.0,1.34099,0.0598,4,DS,PAS,2
109,1,1,4.0,1.29947,0.1874,4,DS,PAS,2
109,2,2,4.0,1.5514,0.31554,2,DS,PAS,2
109,2,2,4.0,1.42744,0.33453,2,DS,PAS,2
109,2,2,4.0,1.19159,0.53533,8,DS,PAS,2
109,1,1,4.0,1.10996,0.1019,3,DS,PAS,2
109,2,2,1.0,1.31156,0.37971,11,DS,PAS,2
109,1,1,4.0,1.18359,0.42631,3,DS,PAS,2
109,1,1,3.0,1.13577,0.19051,8,DS,PAS,2
109,2,2,4.0,1.47536,0.26722,2,DS,PAS,2
109,2,2,4.0,6.87017,0.0266,8,DS,PAS,2
109,2,2,4.0,0.47042,0.07216,10,DS,PAS,2
109,1,1,4.0,0.51898,0.03213,7,DS,PAS,2
109,2,2,4.0,0.43626,0.00086,9,DS,PAS,2
109,2,2,4.0,0.47799,0.05252,2,DS,PAS,2
109,2,2,4.0,0.63835,0.0732,1,DS,PAS,2
109,2,2,4.0,1.02187,0.90101,1,DS,PAS,2
109,1,1,4.0,0.83082,0.67062,7,DS,PAS,2
109,1,1,NAN,0.9531,3.95822,2,DS,PAS,2
109,2,2,4.0,1.27487,0.17824,2,DS,PAS,2
109,1,1,4.0,0.66675,0.06964,6,DS,PAS,2
109,2,2,4.0,1.27303,0.07416,6,DS,PAS,2
109,2,2,4.0,0.98315,0.02826,5,DS,PAS,2
109,2,2,4.0,0.90818,0.0596,7,DS,PAS,2
109,2,2,4.0,1.06456,0.06588,1,DS,PAS,2
109,1,1,4.0,1.306,0.36201,4,DS,PAS,2
109,2,1,1.0,1.65384,0.07233,12,DS,PAS,2
109,1,1,4.0,1.15353,0.11225,10,DS,PAS,2
109,1,1,4.0,1.10384,0.15225,8,DS,PAS,2
109,1,1,4.0,0.95186,0.11076,4,DS,PAS,2
109,2,1,1.0,1.10232,0.11303,12,DS,PAS,2
109,2,2,4.0,1.0684,0.10932,2,DS,PAS,2
109,2,2,4.0,0.98528,0.2682,6,DS,PAS,2
109,1,1,4.0,1.34753,1.1394,5,DS,PAS,2
109,2,2,4.0,1.1563,0.07425,3,DS,PAS,2
109,1,1,1.0,1.57522,1.06877,12,DS,PAS,2
109,2,2,4.0,1.39043,0.19372,8,DS,PAS,2
109,2,2,4.0,1.58096,0.06503,1,DS,PAS,2
109,2,2,4.0,1.23783,0.19119,3,DS,PAS,2
109,1,1,4.0,1.3097,0.18069,3,DS,PAS,2
109,2,2,4.0,1.6641,0.0647,9,DS,PAS,2
109,1,1,4.0,0.98761,0.39056,4,DS,PAS,2
109,2,1,1.0,1.01937,0.03206,11,DS,PAS,2
109,1,1,4.0,0.94851,1.34587,10,DS,PAS,2
109,1,1,4.0,0.94447,0.06354,7,DS,PAS,2
109,2,2,4.0,0.55348,0.3107,11,DS,PAS,2
109,2,2,4.0,0.52722,0.26068,8,DS,PAS,2
109,1,1,4.0,0.58665,0.03313,8,DS,PAS,2
109,1,1,4.0,0.63236,0.029,1,DS,PAS,2
22,2,2,4.0,0.64095,1.58155,5,DS,PAS,2
22,1,2,2.0,2.29619,0.57788,1,DS,PAS,2
22,1,1,4.0,0.62527,0.41778,9,DS,PAS,2
22,2,2,4.0,0.75414,0.12029,4,DS,PAS,2
22,2,2,4.0,0.7173,0.10824,7,DS,PAS,2
22,2,2,4.0,0.62598,0.10011,5,DS,PAS,2
22,2,2,4.0,0.59504,1.3315,2,DS,PAS,2
22,2,2,4.0,0.47303,0.09728,6,DS,PAS,2
22,2,2,3.0,0.67143,0.58799,10,DS,PAS,2
22,2,2,4.0,0.79712,0.10469,10,DS,PAS,2
22,1,1,4.0,0.67083,0.15251,3,DS,PAS,2
22,1,1,2.0,0.91118,1.21304,11,DS,PAS,2
22,2,2,4.0,0.5505,0.02897,3,DS,PAS,2
22,2,2,2.0,0.98691,0.82459,11,DS,PAS,2
22,1,1,4.0,0.62196,0.35187,6,DS,PAS,2
22,2,2,4.0,0.59649,0.18327,10,DS,PAS,2
22,1,1,4.0,0.55196,0.66553,6,DS,PAS,2
22,2,2,4.0,0.5537,0.23007,4,DS,PAS,2
22,1,1,4.0,0.62796,0.2572,2,DS,PAS,2
22,2,2,4.0,0.52259,1.27215,6,DS,PAS,2
22,2,2,4.0,0.60798,0.65381,7,DS,PAS,2
22,1,1,4.0,0.47594,0.14114,5,DS,PAS,2
22,2,1,1.0,2.62084,0.78524,12,DS,PAS,2
22,1,1,4.0,0.59295,0.33954,2,DS,PAS,2
22,2,2,4.0,0.56127,0.30025,1,DS,PAS,2
22,1,1,4.0,0.64022,0.23454,2,DS,PAS,2
22,2,2,3.0,0.71466,0.06584,11,DS,PAS,2
22,2,2,3.0,0.59413,0.10162,9,DS,PAS,2
22,1,1,4.0,0.63284,0.14787,1,DS,PAS,2
22,1,1,4.0,0.70852,0.27575,9,DS,PAS,2
22,2,2,3.0,1.06283,0.81694,10,DS,PAS,2
22,2,2,4.0,0.59466,0.37959,3,DS,PAS,2
22,2,2,4.0,0.70993,0.89382,6,DS,PAS,2
22,1,1,3.0,0.62442,0.17909,5,DS,PAS,2
22,2,2,4.0,0.62999,0.22328,4,DS,PAS,2
22,2,2,3.0,0.75983,0.17973,7,DS,PAS,2
22,1,1,4.0,0.58816,0.19284,5,DS,PAS,2
22,2,2,4.0,0.64388,0.26,1,DS,PAS,2
22,1,2,2.0,1.81668,0.19024,5,DS,PAS,2
22,1,1,4.0,0.58172,0.70174,1,DS,PAS,2
22,1,1,2.0,1.19615,0.26273,12,DS,PAS,2
22,1,1,4.0,0.58773,0.3905,6,DS,PAS,2
22,2,1,1.0,1.11374,0.30369,12,DS,PAS,2
22,1,1,4.0,0.55552,0.27277,10,DS,PAS,2
22,1,1,3.0,0.62058,0.19197,4,DS,PAS,2
22,1,1,3.0,0.50429,0.23187,9,DS,PAS,2
22,1,1,4.0,0.62968,0.06084,9,DS,PAS,2
22,2,2,3.0,0.78723,0.07168,10,DS,PAS,2
22,2,2,3.0,0.5998,0.18095,4,DS,PAS,2
22,2,2,3.0,0.62738,0.18076,5,DS,PAS,2
22,2,2,3.0,0.49005,0.21654,9,DS,PAS,2
22,2,2,4.0,0.55513,0.11262,9,DS,PAS,2
22,1,2,1.0,0.59084,1.01024,4,DS,PAS,2
22,2,2,4.0,0.66668,0.3059,11,DS,PAS,2
22,1,1,4.0,0.80415,0.35038,6,DS,PAS,2
22,1,1,4.0,0.59186,0.14025,3,DS,PAS,2
22,2,2,4.0,0.54532,0.14267,3,DS,PAS,2
22,1,1,4.0,0.74279,1.01312,3,DS,PAS,2
22,1,2,2.0,1.58119,0.26315,10,DS,PAS,2
22,1,1,4.0,1.18247,0.1867,6,DS,PAS,2
22,2,1,1.0,1.38765,0.03294,12,DS,PAS,2
22,2,2,4.0,0.63411,0.26687,8,DS,PAS,2
22,2,2,3.0,0.99136,0.45532,8,DS,PAS,2
22,1,1,3.0,0.557,0.39321,7,DS,PAS,2
22,1,2,2.0,1.57873,0.14176,3,DS,PAS,2
22,2,2,3.0,0.6262,1.09175,9,DS,PAS,2
22,1,1,1.0,1.90739,0.23374,12,DS,PAS,2
22,2,2,4.0,0.59743,0.50156,3,DS,PAS,2
22,2,2,4.0,0.63568,0.18925,1,DS,PAS,2
22,2,2,4.0,0.60056,0.22722,9,DS,PAS,2
22,2,2,1.0,1.85709,0.03425,12,DS,PAS,2
22,1,1,3.0,0.83258,0.81926,7,DS,PAS,2
22,2,2,3.0,0.71553,0.22537,11,DS,PAS,2
22,2,2,4.0,0.58199,0.2253,7,DS,PAS,2
22,1,1,4.0,0.94029,0.35331,1,DS,PAS,2
22,1,2,2.0,1.11321,0.14326,9,DS,PAS,2
22,1,1,4.0,0.62452,0.25371,8,DS,PAS,2
22,2,2,4.0,0.55876,0.33765,8,DS,PAS,2
22,1,2,1.0,1.82769,0.29899,12,DS,PAS,2
22,1,1,4.0,0.66986,0.27049,11,DS,PAS,2
22,1,1,4.0,0.67454,0.42578,5,DS,PAS,2
22,1,1,4.0,0.78181,0.10721,5,DS,PAS,2
22,2,2,4.0,0.64163,0.05956,5,DS,PAS,2
22,2,2,4.0,0.66694,1.65418,6,DS,PAS,2
22,2,2,4.0,0.59759,0.26377,8,DS,PAS,2
22,2,2,4.0,0.59193,0.33747,5,DS,PAS,2
22,1,1,4.0,0.88169,0.74148,8,DS,PAS,2
22,1,1,1.0,1.01867,0.42741,11,DS,PAS,2
22,2,2,3.0,0.66541,0.70124,10,DS,PAS,2
22,1,1,4.0,0.78584,0.38388,1,DS,PAS,2
22,1,1,4.0,0.79036,0.22981,9,DS,PAS,2
22,2,2,4.0,0.55168,0.34708,2,DS,PAS,2
22,1,1,4.0,0.66801,0.26863,10,DS,PAS,2
22,1,1,4.0,0.67276,0.23359,2,DS,PAS,2
22,1,1,4.0,0.58724,0.3902,8,DS,PAS,2
22,2,2,4.0,0.95029,0.18703,4,DS,PAS,2
22,1,1,4.0,0.7539,0.58827,7,DS,PAS,2
22,1,1,1.0,1.03204,0.50361,12,DS,PAS,2
22,1,1,4.0,0.59489,0.42079,2,DS,PAS,2
22,1,1,4.0,0.67475,0.43381,10,DS,PAS,2
22,1,1,4.0,0.67129,0.39084,11,DS,PAS,2
22,1,1,4.0,0.59882,0.26612,11,DS,PAS,2
22,2,2,4.0,0.59436,1.4896,7,DS,PAS,2
22,2,2,4.0,0.63962,0.47061,5,DS,PAS,2
22,2,2,4.0,0.71734,0.02893,11,DS,PAS,2
22,1,1,3.0,0.746,0.26307,10,DS,PAS,2
22,2,2,3.0,0.82918,0.30144,9,DS,PAS,2
22,2,2,4.0,0.59615,0.34164,4,DS,PAS,2
22,2,2,1.0,1.29975,0.22577,12,DS,PAS,2
22,1,1,4.0,0.94079,1.50348,9,DS,PAS,2
22,1,1,1.0,1.3074,0.27406,11,DS,PAS,2
22,1,1,4.0,0.5988,1.50387,4,DS,PAS,2
22,1,1,1.0,0.95091,0.30294,12,DS,PAS,2
22,1,1,4.0,0.59443,0.34104,7,DS,PAS,2
22,1,1,4.0,0.58236,0.34578,2,DS,PAS,2
22,1,1,4.0,1.53854,0.31136,6,DS,PAS,2
22,2,2,4.0,0.74781,0.30366,7,DS,PAS,2
22,2,2,4.0,0.55877,0.29325,6,DS,PAS,2
22,1,1,4.0,0.62446,0.27511,1,DS,PAS,2
22,1,1,4.0,0.50413,0.46984,1,DS,PAS,2
22,2,2,4.0,0.55814,0.01982,5,DS,PAS,2
22,1,1,4.0,0.63471,0.46673,8,DS,PAS,2
22,2,1,1.0,1.02769,0.26125,12,DS,PAS,2
22,2,2,4.0,0.58947,1.4223,3,DS,PAS,2
22,1,1,3.0,0.80305,0.23048,12,DS,PAS,2
22,2,2,4.0,0.59213,0.29788,1,DS,PAS,2
22,2,2,4.0,0.55312,0.30906,4,DS,PAS,2
22,1,1,2.0,1.45605,0.31229,12,DS,PAS,2
22,2,2,4.0,0.55066,0.18776,7,DS,PAS,2
22,1,1,4.0,0.51673,0.26769,7,DS,PAS,2
22,2,2,NAN,0.47686,0.18353,3,DS,PAS,2
22,1,1,4.0,1.50262,0.46723,5,DS,PAS,2
22,1,1,4.0,0.63165,0.3451,8,DS,PAS,2
22,2,2,3.0,0.62953,0.4605,4,DS,PAS,2
22,2,2,4.0,0.58848,0.70735,6,DS,PAS,2
22,1,1,4.0,0.5026,0.34924,3,DS,PAS,2
22,1,2,2.0,1.06494,0.22454,6,DS,PAS,2
22,1,1,3.0,0.67883,0.34204,11,DS,PAS,2
22,1,1,3.0,0.74219,0.41799,10,DS,PAS,2
22,1,2,2.0,0.67528,0.4959,2,DS,PAS,2
22,2,2,3.0,0.78866,0.11272,10,DS,PAS,2
22,1,1,1.0,1.46001,0.22034,11,DS,PAS,2
22,1,1,4.0,0.67464,0.29811,9,DS,PAS,2
22,1,1,4.0,0.58985,0.39283,4,DS,PAS,2
22,1,1,4.0,0.50508,0.86728,4,DS,PAS,2
22,2,2,3.0,0.67434,0.39277,2,DS,PAS,2
22,2,2,4.0,0.6272,0.26004,2,DS,PAS,2
22,2,2,4.0,0.50897,0.29814,8,DS,PAS,2
22,1,1,4.0,0.78811,0.31164,3,DS,PAS,2
22,2,2,3.0,1.14474,0.45867,11,DS,PAS,2
22,1,1,4.0,0.66266,0.50994,3,DS,PAS,2
22,1,1,4.0,0.54505,0.43775,8,DS,PAS,2
22,2,2,4.0,0.59897,0.10669,2,DS,PAS,2
22,2,2,4.0,0.56215,0.30133,8,DS,PAS,2
22,2,2,4.0,0.51678,0.08496,10,DS,PAS,2
22,1,2,1.0,1.74623,0.22177,7,DS,PAS,2
22,2,2,4.0,0.7189,0.26829,9,DS,PAS,2
22,2,2,4.0,0.6759,0.21888,2,DS,PAS,2
22,2,2,4.0,0.75582,0.27186,1,DS,PAS,2
22,2,2,4.0,0.56045,0.46688,1,DS,PAS,2
22,1,1,4.0,0.63131,0.42404,7,DS,PAS,2
22,1,1,4.0,0.51473,0.30525,2,DS,PAS,2
22,2,2,4.0,0.52081,0.19115,2,DS,PAS,2
22,1,1,4.0,0.50348,0.0331,6,DS,PAS,2
22,2,2,4.0,0.49275,0.17964,6,DS,PAS,2
22,2,1,1.0,0.50887,1.17146,5,DS,PAS,2
22,2,2,4.0,0.59868,0.22538,7,DS,PAS,2
22,2,2,4.0,0.50763,0.29681,1,DS,PAS,2
22,1,2,3.0,1.70161,0.18282,4,DS,PAS,2
22,2,1,1.0,1.70119,0.26774,12,DS,PAS,2
22,1,1,3.0,0.59267,0.29961,10,DS,PAS,2
22,1,1,3.0,0.63089,0.22543,8,DS,PAS,2
22,1,1,4.0,0.56083,0.34092,4,DS,PAS,2
22,2,1,1.0,2.12861,0.06291,12,DS,PAS,2
22,2,2,4.0,0.63098,0.14509,2,DS,PAS,2
22,2,2,4.0,0.51091,0.18112,6,DS,PAS,2
22,1,1,3.0,0.70864,0.65572,5,DS,PAS,2
22,2,2,4.0,0.52086,0.67573,3,DS,PAS,2
22,1,1,1.0,2.0109,0.37922,12,DS,PAS,2
22,2,2,4.0,0.63016,0.22362,8,DS,PAS,2
22,2,2,4.0,0.64151,0.33699,1,DS,PAS,2
22,2,2,3.0,0.63825,0.46917,3,DS,PAS,2
22,1,1,3.0,0.67332,0.27405,3,DS,PAS,2
22,2,2,4.0,0.68134,0.22469,9,DS,PAS,2
22,1,1,4.0,0.56014,0.34021,4,DS,PAS,2
22,2,2,4.0,0.82286,0.23254,11,DS,PAS,2
22,1,1,4.0,0.63059,0.34405,10,DS,PAS,2
22,1,1,4.0,0.50637,0.31342,7,DS,PAS,2
22,2,2,4.0,0.6313,0.3389,11,DS,PAS,2
22,2,2,4.0,0.48137,0.26436,8,DS,PAS,2
22,1,1,2.0,1.90979,0.21968,8,DS,PAS,2
22,1,1,4.0,0.63433,0.22876,1,DS,PAS,2
35,2,2,3.0,1.54115,0.43128,5,DS,PAS,2
35,1,1,4.0,1.46097,0.30014,1,DS,PAS,2
35,1,1,2.0,1.908,0.31353,9,DS,PAS,2
35,2,2,4.0,1.46328,0.30137,4,DS,PAS,2
35,2,2,4.0,1.75376,0.38756,7,DS,PAS,2
35,2,2,3.0,1.47043,0.31481,5,DS,PAS,2
35,2,2,4.0,1.46425,0.3817,2,DS,PAS,2
35,2,2,4.0,1.42503,0.73268,6,DS,PAS,2
35,2,2,2.0,1.22743,0.41804,10,DS,PAS,2
35,2,1,1.0,2.81169,1.92488,10,DS,PAS,2
35,1,1,3.0,1.23181,0.30479,3,DS,PAS,2
35,1,1,2.0,2.09728,0.34243,11,DS,PAS,2
35,2,2,4.0,1.63379,0.30523,3,DS,PAS,2
35,2,2,2.0,1.34776,0.34251,11,DS,PAS,2
35,1,1,3.0,1.2969,0.38218,6,DS,PAS,2
35,2,2,3.0,1.22735,0.51376,10,DS,PAS,2
35,1,1,3.0,0.94479,0.49931,6,DS,PAS,2
35,2,2,4.0,1.35313,0.03049,4,DS,PAS,2
35,1,1,4.0,1.22276,0.78787,2,DS,PAS,2
35,2,2,3.0,1.35132,0.34601,6,DS,PAS,2
35,2,2,3.0,1.14523,0.33995,7,DS,PAS,2
35,1,1,3.0,1.69078,0.70957,5,DS,PAS,2
35,2,2,2.0,1.61721,0.38468,12,DS,PAS,2
35,1,1,4.0,1.38505,0.50603,2,DS,PAS,2
35,2,2,4.0,1.51177,0.37913,1,DS,PAS,2
35,1,1,4.0,1.49835,0.66139,2,DS,PAS,2
35,2,2,2.0,2.76827,0.38464,11,DS,PAS,2
35,2,2,3.0,1.11072,0.41823,9,DS,PAS,2
35,1,1,4.0,1.14736,0.38296,1,DS,PAS,2
35,1,1,3.0,1.344,0.45881,9,DS,PAS,2
35,2,2,3.0,1.25998,1.52711,10,DS,PAS,2
35,2,2,3.0,1.3797,0.45979,3,DS,PAS,2
35,2,2,3.0,1.26112,1.52811,6,DS,PAS,2
35,1,1,3.0,1.15636,0.3192,5,DS,PAS,2
35,2,2,4.0,1.54324,0.37749,4,DS,PAS,2
35,2,2,3.0,1.26211,0.34018,7,DS,PAS,2
35,1,1,3.0,1.53239,0.30518,5,DS,PAS,2
35,2,2,4.0,1.47143,0.34916,1,DS,PAS,2
35,1,1,3.0,1.38299,0.26609,5,DS,PAS,2
35,1,1,4.0,1.22489,0.27477,1,DS,PAS,2
35,1,1,1.0,2.41457,0.30355,12,DS,PAS,2
35,1,1,3.0,1.38257,0.30542,6,DS,PAS,2
35,2,2,1.0,2.22006,0.26781,12,DS,PAS,2
35,1,1,2.0,1.83993,2.37322,10,DS,PAS,2
35,1,1,3.0,1.38851,0.54887,4,DS,PAS,2
35,1,1,2.0,1.22398,0.31337,9,DS,PAS,2
35,1,1,2.0,1.53429,1.17896,9,DS,PAS,2
35,2,2,2.0,1.54044,0.31196,10,DS,PAS,2
35,2,2,3.0,1.26337,0.3016,4,DS,PAS,2
35,2,2,3.0,1.62652,0.41669,5,DS,PAS,2
35,2,2,2.0,1.66446,0.14389,9,DS,PAS,2
35,2,2,2.0,1.69802,0.55723,9,DS,PAS,2
35,1,1,3.0,1.43477,0.30757,4,DS,PAS,2
35,2,1,1.0,1.90653,0.31216,11,DS,PAS,2
35,1,1,3.0,1.69613,0.30194,6,DS,PAS,2
35,1,1,3.0,1.66313,0.26265,3,DS,PAS,2
35,2,2,4.0,1.38284,0.30446,3,DS,PAS,2
35,1,1,4.0,1.11077,0.34001,3,DS,PAS,2
35,1,1,2.0,2.49988,0.30499,10,DS,PAS,2
35,1,1,3.0,1.26976,0.26963,6,DS,PAS,2
35,2,1,2.0,1.94141,0.27403,12,DS,PAS,2
35,2,2,3.0,1.39427,0.33877,8,DS,PAS,2
35,2,2,2.0,1.50651,0.31124,8,DS,PAS,2
35,1,1,2.0,1.02155,1.1039,7,DS,PAS,2
