Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,SN,Day,Accuracy,Condition,Block
1,2,2,2,2.730650869,0.332009629,0.182977824,1,1,3,3
1,1,2,2,1.820503159,0.419301516,0.148064983,1,0,3,3
1,1,1,4,0.81041259,0.568151199,0.3,1,1,3,4
1,2,2,4,1.022364735,0.35852881,0.3,1,1,3,4
1,2,2,4,0.787146709,0.260116551,0.255697168,1,1,3,4
1,2,2,4,0.998092984,0.285413069,0.255697168,1,1,3,4
1,2,2,4,0.895112976,0.283383121,0.214491089,1,1,3,4
1,1,1,4,0.860416715,0.393026977,0.214491089,1,1,3,4
1,2,2,4,0.949851179,0.288329576,0.176624988,1,1,3,4
1,1,1,4,0.97595517,0.393139554,0.176624988,1,1,3,4
1,2,2,4,0.870879584,0.276287836,0.142359439,1,1,3,4
1,1,1,4,1.045508908,0.298366492,0.142359439,1,1,3,4
1,1,1,2,2.219378511,0.451569849,0.111962849,1,1,3,4
1,1,1,3,1.214607267,0.364793471,0.111962849,1,1,3,4
1,2,2,3,1.067829463,0.255682567,0.085691244,1,1,3,4
1,2,2,3,0.818274301,0.225575324,0.085691244,1,1,3,4
1,1,2,3,1.14160749,0.424311859,0.063750516,1,0,3,4
1,2,2,2,1.747232656,0.270248424,0.085691244,1,1,3,4
1,1,2,1,1.423767088,0.854968558,0.085691244,1,0,3,4
1,2,2,3,2.304364635,1.188975381,0.107631971,1,1,3,4
1,1,2,2,3.474938269,0.471975664,0.107631971,1,0,3,4
1,1,1,1,2.290697149,1.463201451,0.133246478,1,1,3,4
1,1,1,2,1.482024409,0.494549911,0.133246478,1,1,3,4
1,1,2,3,1.463918228,0.315786028,0.104006464,1,0,3,4
1,2,2,3,0.971227773,0.229791523,0.133246478,1,1,3,4
1,2,2,3,0.793418079,0.249526542,0.133246478,1,1,3,4
1,1,1,3,1.243935525,0.282227829,0.104006464,1,1,3,4
1,1,1,2,2.5712863,1.075704694,0.104006464,1,1,3,4
1,2,2,4,1.094396368,0.585722821,0.078957749,1,1,3,4
1,2,1,2,1.823397775,0.406372798,0.078957749,1,0,3,4
1,2,2,2,1.891382795,0.664243562,0.099633908,1,1,3,4
1,1,1,1,1.29086216,1.774208231,0.099633908,1,1,3,4
1,2,1,1,2.876724217,0.21571068,0.07528778,1,0,3,4
1,2,1,3,1.180804155,0.285826434,0.099633908,1,0,3,4
1,2,1,1,2.574771864,0.295940283,0.119588515,1,0,3,4
1,1,1,2,1.11192925,1.403523948,0.143934643,1,1,3,4
1,2,2,3,0.928324809,0.587576961,0.143934643,1,1,3,4
1,2,2,3,0.991488418,0.296127569,0.113344234,1,1,3,4
1,2,2,3,0.936711011,0.275812839,0.113344234,1,1,3,4
1,2,2,1,0.917864095,0.335776674,0.086867154,1,1,3,4
1,2,1,1,1.119580904,0.310706001,0.086867154,1,0,3,4
1,2,2,2,1.393674132,0.362345955,0.10902136,1,1,3,4
1,2,2,2,1.145206669,0.225751463,0.10902136,1,1,3,4
1,1,1,3,4.981650619,0.928498369,0.3,1,1,2,5
1,1,1,3,0.792905062,0.263766111,0.3,1,1,2,5
1,1,1,4,0.730486658,0.203780964,0.255697168,1,1,2,5
1,1,1,4,0.641616398,0.246199472,0.255697168,1,1,2,5
1,1,1,4,0.520436113,0.276689755,0.214491089,1,1,2,5
1,1,1,4,0.517395714,0.256339469,0.214491089,1,1,2,5
1,1,1,4,0.739435575,0.276832448,0.176624988,1,1,2,5
1,2,2,4,0.903316418,0.642377018,0.176624988,1,1,2,5
1,2,2,4,0.726636674,0.263766342,0.142359439,1,1,2,5
1,1,1,4,0.890158128,0.295541743,0.142359439,1,1,2,5
1,1,1,4,0.728007032,0.282492812,0.111962849,1,1,2,5
1,2,2,3,1.019064176,0.610052214,0.111962849,1,1,2,5
1,2,2,2,2.070135744,0.421197314,0.085691244,1,1,2,5
1,1,1,2,0.84685855,0.364057914,0.085691244,1,1,2,5
1,1,1,3,1.851890894,0.531534092,0.063750516,1,1,2,5
1,1,1,1,2.056936306,0.534750312,0.063750516,1,1,2,5
1,2,1,1,1.182840587,0.303295744,0.046234272,1,0,2,5
1,2,1,1,1.136025855,0.257259645,0.063750516,1,0,2,5
1,2,1,1,1.26731093,0.27338755,0.076946226,1,0,2,5
1,2,2,1,0.642501213,0.361388325,0.09446247,1,1,2,5
1,2,2,1,1.751328154,0.3703288,0.09446247,1,1,2,5
1,2,2,1,1.423727242,0.293813283,0.070977745,1,1,2,5
1,2,1,1,1.351382297,0.336907559,0.070977745,1,0,2,5
1,1,1,3,1.199638194,0.655243999,0.090053162,1,1,2,5
1,1,1,3,0.89825792,0.206417293,0.090053162,1,1,2,5
1,2,1,1,2.06584144,0.272438805,0.067330886,1,0,2,5
1,1,2,1,0.93002432,0.395666406,0.090053162,1,0,2,5
1,2,2,2,2.601259869,0.737664692,0.108355814,1,1,2,5
1,1,1,2,1.296841156,0.588879368,0.108355814,1,1,2,5
1,1,1,2,1.202169499,1.041304972,0.082630089,1,1,2,5
1,2,1,1,1.508768576,1.191842986,0.082630089,1,0,2,5
1,2,2,1,2.181632471,0.52641149,0.104005036,1,1,2,5
1,2,2,2,1.558376395,0.39155792,0.104005036,1,1,2,5
1,1,1,1,1.701175444,0.305617027,0.078956546,1,1,2,5
1,1,1,1,1.569273265,0.370519278,0.078956546,1,1,2,5
1,1,1,1,1.871941721,0.358256879,0.05828062,1,1,2,5
1,1,1,2,0.755921067,0.404942141,0.05828062,1,1,2,5
1,1,1,2,1.362098042,0.363744962,0.042023644,1,1,2,5
1,1,1,1,1.530311362,0.34787483,0.042023644,1,1,2,5
1,1,1,1,1.81879942,0.226167882,0.030008575,1,1,2,5
1,2,1,1,1.510195565,0.271501358,0.030008575,1,0,2,5
1,1,2,1,0.523763168,0.390889817,0.038252028,1,0,2,5
1,1,2,1,0.499852064,0.398407001,0.04649548,1,0,2,5
1,1,2,1,0.732556138,0.350338128,0.057395586,1,0,2,5
1,1,1,1,0.58864966,0.437517756,0.070662465,1,1,2,5
1,1,1,2,0.52762637,0.490503964,0.070662465,1,1,2,5
1,2,2,2,0.79707619,0.364961182,0.3,1,1,1,6
1,2,1,4,1.099095412,0.383494393,0.3,1,0,1,6
1,2,2,4,0.95671899,0.32605861,0.344302832,1,1,1,6
1,2,2,4,0.629051261,0.268562123,0.344302832,1,1,1,6
1,2,2,4,0.750215458,0.415814409,0.297290258,1,1,1,6
1,2,2,4,1.226367363,0.409673043,0.297290258,1,1,1,6
1,2,2,4,0.727214093,0.313963266,0.253164671,1,1,1,6
1,1,1,4,0.650167784,0.576338751,0.253164671,1,1,1,6
1,2,2,4,0.933528889,0.287638827,0.212149696,1,1,1,6
1,1,1,4,0.641048941,0.343910261,0.212149696,1,1,1,6
1,2,2,4,0.629138028,0.3008407,0.174489727,1,1,1,6
1,2,2,4,0.699858944,0.2720542,0.174489727,1,1,1,6
1,2,2,4,1.12185124,0.293236078,0.140446145,1,1,1,6
1,2,2,4,0.933575126,0.303786285,0.140446145,1,1,1,6
1,1,1,4,0.673061416,0.326515843,0.110287326,1,1,1,6
1,1,2,4,1.029943843,0.364451349,0.110287326,1,0,1,6
1,1,1,4,0.649285449,0.511771722,0.136307067,1,1,1,6
1,1,1,4,1.047641686,0.36592403,0.136307067,1,1,1,6
1,1,2,1,1.803974413,0.342540596,0.106671707,1,0,1,6
1,1,1,3,1.313469096,0.70143931,0.136307067,1,1,1,6
1,1,1,2,1.581986963,0.381113402,0.136307067,1,1,1,6
1,2,2,3,1.147791332,0.428640668,0.106671707,1,1,1,6
1,1,1,3,1.672966562,0.309574205,0.106671707,1,1,1,6
1,1,1,2,2.053813599,0.324479605,0.081205628,1,1,1,6
1,1,1,2,1.155270197,0.677555102,0.081205628,1,1,1,6
1,1,2,2,1.846675385,0.589582726,0.060099071,1,0,1,6
1,1,1,2,1.634295633,0.496852349,0.081205628,1,1,1,6
1,1,1,2,1.130254113,0.41244386,0.081205628,1,1,1,6
1,1,2,2,1.560812087,0.329596037,0.060099071,1,0,1,6
1,1,2,1,1.305659745,0.661396842,0.081205628,1,0,1,6
1,1,1,2,1.239727863,0.470925539,0.0978894,1,1,1,6
1,1,1,1,1.568148169,0.337749577,0.0978894,1,1,1,6
1,1,1,1,1.441231778,0.261313327,0.073830051,1,1,1,6
1,2,2,1,0.76005669,0.298690925,0.073830051,1,1,1,6
1,1,1,1,1.243850254,0.282667496,0.054168835,1,1,1,6
1,1,2,2,0.635177844,1.329403209,0.054168835,1,0,1,6
2,1,1,3,1.183373876,0.478961057,0.3,1,1,1,1
2,1,1,4,0.951683676,0.273109903,0.3,1,1,1,1
2,2,2,4,1.603295492,0.29023303,0.255697168,1,1,1,1
2,2,2,4,1.090830976,0.71122525,0.255697168,1,1,1,1
2,2,2,4,0.727200923,0.281750355,0.214491089,1,1,1,1
2,1,1,3,1.22677094,0.841620267,0.214491089,1,1,1,1
2,2,2,3,0.965181195,0.383700871,0.176624988,1,1,1,1
2,2,2,4,1.563508786,0.332049246,0.176624988,1,1,1,1
2,2,2,4,1.611595382,0.281946593,0.142359439,1,1,1,1
2,1,1,3,1.147103541,0.764499957,0.142359439,1,1,1,1
2,2,1,2,2.331553142,1.614150786,0.111962849,1,0,1,1
2,2,2,3,1.002801389,0.703888784,0.142359439,1,1,1,1
2,2,2,3,1.31418314,0.237716227,0.142359439,1,1,1,1
2,2,2,2,3.488932098,0.24582907,0.111962849,1,1,1,1
2,1,1,2,1.801911199,1.088422934,0.111962849,1,1,1,1
2,1,1,3,1.826930026,0.681485096,0.085691244,1,1,1,1
2,1,2,1,2.554246257,0.194985072,0.085691244,1,0,1,1
2,2,2,3,1.529624755,0.282842531,0.107631971,1,1,1,1
2,2,2,4,1.084806926,0.688526556,0.107631971,1,1,1,1
2,2,1,1,3.874057082,0.632227814,0.082017464,1,0,1,1
2,1,1,3,2.698599368,1.792089185,0.107631971,1,1,1,1
2,1,1,3,1.045406635,0.476773916,0.107631971,1,1,1,1
2,1,2,2,4.62697495,1.337549153,0.082017464,1,0,1,1
2,2,2,3,1.872382683,0.278221296,0.107631971,1,1,1,1
2,1,1,2,3.11277932,0.90550106,0.107631971,1,1,1,1
2,2,2,3,0.980361764,0.381663042,0.082017464,1,1,1,1
2,1,1,1,2.489144834,0.406792003,0.082017464,1,1,1,1
2,1,1,1,1.122392257,0.32574479,0.060757539,1,1,1,1
2,2,1,1,1.589329822,1.653113968,0.060757539,1,0,1,1
2,1,2,1,1.568303782,0.337691234,0.077593809,1,0,1,1
2,2,2,1,2.050933127,0.334379277,0.094430079,1,1,1,1
2,2,2,1,3.502462907,0.241974482,0.094430079,1,1,1,1
2,1,1,4,1.319841571,0.275343613,0.3,1,1,2,2
2,1,1,4,0.885762016,0.322202337,0.3,1,1,2,2
2,1,1,4,0.817778633,0.383895263,0.255697168,1,1,2,2
2,2,2,4,1.004699248,0.564386816,0.255697168,1,1,2,2
2,2,2,3,1.467212106,0.288028525,0.214491089,1,1,2,2
2,1,1,3,1.121175476,0.340430708,0.214491089,1,1,2,2
2,2,2,4,1.12386351,0.310674566,0.176624988,1,1,2,2
2,1,1,3,1.383771641,0.335424211,0.176624988,1,1,2,2
2,2,2,3,0.910558437,0.679961721,0.142359439,1,1,2,2
2,2,2,3,1.94680465,0.364690232,0.142359439,1,1,2,2
2,2,2,3,1.180088652,0.364627187,0.111962849,1,1,2,2
2,2,1,1,3.482176178,0.270749619,0.111962849,1,0,2,2
2,2,2,3,1.568641314,1.570964201,0.138234454,1,1,2,2
2,1,1,3,1.136680052,0.354540721,0.138234454,1,1,2,2
2,1,1,2,3.69694037,0.253211265,0.108353771,1,1,2,2
2,2,1,1,2.383104024,0.321866863,0.108353771,1,0,2,2
2,2,2,3,1.536989872,0.882787769,0.134079183,1,1,2,2
2,1,2,2,1.260561787,1.640529162,0.134079183,1,0,2,2
2,2,2,3,1.477111725,0.312556028,0.163427474,1,1,2,2
2,1,2,2,2.538407494,0.72605034,0.163427474,1,0,2,2
2,2,2,4,1.732590334,0.718395368,0.196283299,1,1,2,2
2,1,1,4,3.631466728,0.397794861,0.196283299,1,1,2,2
2,2,2,4,3.066383861,0.320900049,0.160074237,1,1,2,2
2,1,1,4,1.856937343,0.374026373,0.160074237,1,1,2,2
2,2,2,4,1.171775709,0.772183628,0.127591668,1,1,2,2
2,2,2,4,1.298943646,0.383055192,0.127591668,1,1,2,2
2,1,1,1,1.978876934,1.259925784,0.099101597,1,1,2,2
2,1,1,3,1.270056683,1.092196722,0.099101597,1,1,2,2
2,2,1,1,2.020297126,0.372277258,0.074842575,1,0,2,2
2,1,1,2,2.54599822,0.652625837,0.099101597,1,1,2,2
2,2,2,3,1.311360689,1.0994228,0.099101597,1,1,2,2
2,1,1,1,2.011321401,0.41029747,0.074842575,1,1,2,2
2,2,1,1,1.061764272,0.37891615,0.074842575,1,0,2,2
2,1,1,1,1.177168298,0.410440328,0.094707997,1,1,2,2
2,2,1,1,0.949339924,0.446825434,0.094707997,1,0,2,2
2,1,2,1,0.85844886,1.017612309,0.118234401,1,0,2,2
2,1,2,1,1.628077298,0.330939197,0.141760805,1,0,2,2
2,1,2,1,1.163340308,0.396956919,0.168950038,1,0,2,2
2,1,2,2,2.327673144,0.395043916,0.199272514,1,0,2,2
2,2,2,3,1.495659097,0.667121395,0.232729418,1,1,2,2
2,1,2,3,4.349350493,0.529629007,0.232729418,1,0,2,2
2,2,2,3,0.967544128,0.384056919,0.272137517,1,1,2,2
2,1,2,4,0.877456885,0.361372893,0.272137517,1,0,2,2
2,1,1,1,1.304238633,0.515874157,0.314544901,1,1,2,2
2,1,1,2,5.964283766,1.247046764,0.314544901,1,1,2,2
2,1,1,3,1.625801026,0.311496468,0.269314643,1,1,2,2
2,2,2,3,0.999991767,0.384036339,0.269314643,1,1,2,2
2,2,2,4,2.172875524,0.325773304,0.227108859,1,1,2,2
2,1,1,4,1.028820584,0.427875576,0.227108859,1,1,2,2
2,1,1,4,1.494766317,0.426444811,0.188164397,1,1,2,2
2,1,1,4,0.630795597,0.413241361,0.188164397,1,1,2,2
2,1,1,4,0.936598225,0.354464973,0.152737038,1,1,2,2
2,1,1,4,1.023843862,0.423821817,0.152737038,1,1,2,2
2,2,2,2,3.665922283,0.207610797,0.121094281,1,1,2,2
2,1,1,4,0.996851459,0.363820206,0.121094281,1,1,2,2
2,2,2,2,2.475107784,0.313317661,0.093499138,1,1,2,2
2,2,1,2,1.43261174,0.335478054,0.093499138,1,0,2,2
2,2,2,2,1.198080338,0.59017374,0.116819556,1,1,2,2
2,2,2,2,0.994626306,0.346388891,0.116819556,1,1,2,2
2,2,2,4,0.984642735,0.272638732,0.3,1,1,3,3
2,1,1,4,0.658763458,0.327182699,0.3,1,1,3,3
2,1,1,4,0.694917001,0.347570933,0.255697168,1,1,3,3
2,1,1,4,0.602028211,0.369184666,0.255697168,1,1,3,3
2,1,1,4,1.007207243,0.470892189,0.214491089,1,1,3,3
2,1,1,4,0.561760999,0.473834179,0.214491089,1,1,3,3
2,2,2,4,1.171122924,0.341125138,0.176624988,1,1,3,3
2,2,2,4,0.788621845,0.347479943,0.176624988,1,1,3,3
2,2,2,4,1.139019539,0.37287258,0.142359439,1,1,3,3
2,1,1,4,0.883075149,0.33421261,0.142359439,1,1,3,3
2,2,2,4,0.973833301,0.407746158,0.111962849,1,1,3,3
2,2,1,2,2.307011872,0.310979107,0.111962849,1,0,3,3
2,1,1,3,2.441113748,0.327058557,0.138234454,1,1,3,3
2,2,2,3,1.109566459,0.345276761,0.138234454,1,1,3,3
2,1,1,1,3.016605843,0.272405498,0.108353771,1,1,3,3
2,2,1,1,1.121401557,0.260687869,0.108353771,1,0,3,3
2,2,2,3,1.254483106,1.253913712,0.134079183,1,1,3,3
2,1,1,2,1.584563853,0.32118741,0.134079183,1,1,3,3
2,2,1,1,1.888138898,0.341552908,0.104730892,1,0,3,3
2,2,2,2,1.154955549,0.390125715,0.134079183,1,1,3,3
2,1,2,1,1.986197661,0.466615497,0.134079183,1,0,3,3
2,2,2,3,1.117030654,0.671466644,0.163427474,1,1,3,3
2,2,2,3,1.329821658,0.348197935,0.163427474,1,1,3,3
2,2,2,3,1.242780753,0.344728442,0.130571649,1,1,3,3
2,1,1,2,1.976152666,0.281917815,0.130571649,1,1,3,3
2,2,1,2,1.354826792,0.293339493,0.101683146,1,0,3,3
2,2,2,2,1.253960794,0.452328149,0.130571649,1,1,3,3
2,2,2,3,1.454093183,0.356302801,0.130571649,1,1,3,3
2,2,1,1,1.954448031,0.404861421,0.101683146,1,0,3,3
2,1,1,2,1.601583018,0.433332549,0.130571649,1,1,3,3
2,2,2,3,1.756400952,0.485162021,0.130571649,1,1,3,3
2,2,2,4,2.141981653,0.297971626,0.3,1,1,3,4
2,2,2,4,0.874640704,0.375800215,0.3,1,1,3,4
2,1,2,1,0.869710115,5.58407117,0.255697168,1,0,3,4
2,2,2,4,1.296830918,2.154647366,0.3,1,1,3,4
2,2,2,4,1.330937142,0.348614928,0.3,1,1,3,4
2,2,2,4,1.227535354,0.378341506,0.255697168,1,1,3,4
2,2,2,4,0.743330536,0.426445097,0.255697168,1,1,3,4
2,1,2,3,2.436541795,0.324640189,0.214491089,1,0,3,4
2,2,2,4,1.268782972,0.351733232,0.255697168,1,1,3,4
2,2,2,4,1.950377618,0.400515737,0.255697168,1,1,3,4
2,1,1,4,1.16556795,0.590326228,0.214491089,1,1,3,4
2,1,1,4,1.138500567,0.341355907,0.214491089,1,1,3,4
2,2,2,4,1.20539196,0.611602263,0.176624988,1,1,3,4
2,1,1,4,0.888886876,0.404136924,0.176624988,1,1,3,4
2,2,2,4,1.105741477,0.324124819,0.142359439,1,1,3,4
2,1,1,4,0.771870894,0.387749375,0.142359439,1,1,3,4
2,1,1,4,1.937704307,0.40497763,0.111962849,1,1,3,4
2,1,1,2,2.161442992,0.331402748,0.111962849,1,1,3,4
2,2,2,2,2.650545291,0.784073059,0.085691244,1,1,3,4
2,1,2,2,2.221465147,0.484677675,0.085691244,1,0,3,4
2,1,1,3,1.279103995,1.306337879,0.107631971,1,1,3,4
2,2,2,3,1.363055418,0.444920495,0.107631971,1,1,3,4
2,1,2,1,2.904433959,0.340258839,0.082017464,1,0,3,4
2,2,2,1,1.619127738,0.322526995,0.107631971,1,1,3,4
2,1,2,1,1.266037709,0.335254965,0.107631971,1,0,3,4
2,1,1,2,1.022915648,0.325388311,0.133246478,1,1,3,4
2,2,1,1,1.540836253,0.77520661,0.133246478,1,0,3,4
2,2,2,3,2.214144514,0.524724842,0.162486491,1,1,3,4
2,2,2,3,1.028474151,0.362351142,0.162486491,1,1,3,4
2,2,2,3,1.11403494,0.348540278,0.129734763,1,1,3,4
2,2,2,4,1.210899529,0.379155887,0.129734763,1,1,3,4
2,1,1,1,1.751497276,0.386379056,0.100957418,1,1,3,4
2,2,1,1,1.022808844,0.341820028,0.100957418,1,0,3,4
2,2,1,1,0.997209319,0.349181835,0.125518618,1,0,3,4
2,1,1,3,0.970862859,2.757384154,0.150079819,1,1,3,4
2,2,2,3,1.028209971,0.409896007,0.150079819,1,1,3,4
2,1,1,4,0.77937934,0.268310598,0.3,1,1,1,5
2,1,1,1,3.485159921,0.258612215,0.3,1,1,1,5
2,2,2,4,1.461959269,0.282429339,0.255697168,1,1,1,5
2,1,1,4,0.891498831,0.312200824,0.255697168,1,1,1,5
2,2,2,4,1.176018502,0.345211555,0.214491089,1,1,1,5
2,1,1,3,2.279941464,0.332990467,0.214491089,1,1,1,5
2,2,2,4,1.403850087,0.372975903,0.176624988,1,1,1,5
2,2,2,4,0.881919751,0.366853097,0.176624988,1,1,1,5
