Subj_idx,Block,Trial_in_block,Trial,Stimulus,RT_start,Response,Confidence,RT_conf,ErrorDirection,RT_error
1,3,1,121,4.2,1.3403,4.6322,2,1.1111,0,0.79989
1,3,2,122,2.1,0.65488,1.8641,2,1.359,0,0.8769
1,3,3,123,2.1,0.87618,2.8594,3,1.232,1,1.4306
1,3,4,124,2.1,0.49707,2.2901,1,1.3897,0,0.93035
1,3,5,125,4.2,0.48811,3.666,2,1.1025,0,1.0387
1,3,6,126,2.1,0.50048,2.7943,3,2.4272,1,1.0219
1,3,7,127,4.2,0.53844,4.5086,3,4.8839,0,2.1794
1,3,8,128,4.2,0.36698,3.6839,2,1.0006,1,0.61187
1,3,9,129,4.2,0.55513,4.3849,1,1.4058,0,0.80735
1,3,10,130,2.1,0.6082,2.611,2,1.2795,0,0.73556
1,3,11,131,4.2,0.51505,3.3667,3,0.55054,0,0.85029
1,3,12,132,4.2,0.94245,4.4449,2,1.6577,1,0.72876
1,3,13,133,4.2,0.4538,4.2272,1,1.3307,1,0.59608
1,3,14,134,2.1,0.47412,2.7346,3,1.2136,1,1.5182
1,3,15,135,2.1,0.6515,2.0416,3,0.82932,1,2.5525
1,3,16,136,4.2,0.39544,3.4366,2,1.1024,0,1.7934
1,3,17,137,4.2,0.37946,3.5732,2,1.4196,1,1.6459
1,3,18,138,4.2,0.7606,4.4705,2,1.0809,0,0.79857
1,3,19,139,2.1,0.48314,2.456,3,1.4448,0,1.4088
1,3,20,140,4.2,0.45093,3.572,2,1.8346,0,1.5088
1,3,21,141,2.1,0.39202,2.6351,2,1.4499,0,0.75599
1,3,22,142,4.2,0.53661,3.9341,1,1.463,1,0.9817
1,3,23,143,2.1,1.0422,2.6789,2,1.6747,0,0.59293
1,3,24,144,2.1,0.56669,2.6375,3,1.5093,0,0.7195
1,3,25,145,4.2,0.35309,3.2705,2,1.1365,0,2.1201
1,3,26,146,2.1,0.71571,1.9879,3,0.84819,0,1.487
1,3,27,147,2.1,0.80306,2.448,2,1.7733,0,0.88503
1,3,28,148,2.1,0.76887,2.2342,2,0.79863,0,1.025
1,3,29,149,4.2,0.68741,4.2717,2,1.1337,0,0.70061
1,3,30,150,2.1,0.54008,2.3176,3,1.1368,1,1.4009
1,3,31,151,2.1,0.608,2.4872,2,1.1834,0,1.1165
1,3,32,152,2.1,0.52713,2.0733,2,1.3895,0,0.64988
1,3,33,153,2.1,0.4145,2.1004,3,0.82152,0,0.7168
1,3,34,154,2.1,0.52947,2.267,2,1.6538,0,1.028
1,3,35,155,4.2,0.41803,3.4026,3,1.405,0,0.97472
1,3,36,156,2.1,0.54629,2.3684,2,1.3165,0,0.82341
1,3,37,157,2.1,0.46363,1.9642,1,1.505,0,0.85048
1,3,38,158,4.2,0.50777,3.9613,2,1.1981,1,0.58472
1,3,39,159,2.1,0.46787,2.6599,2,0.88613,0,1.4228
1,3,40,160,4.2,0.4727,4.3077,2,0.83384,1,0.74546
1,3,41,161,4.2,0.5503,4.3359,2,2.5825,0,1.0442
1,3,42,162,2.1,0.56888,2.1765,2,1.1797,1,2.1028
1,3,43,163,4.2,0.73133,4.1297,2,1.5599,1,0.70773
1,3,44,164,4.2,0.44163,3.4552,1,1.3625,1,1.837
1,3,45,165,4.2,0.39057,3.5342,2,1.6993,1,1.4972
1,3,46,166,4.2,0.39215,3.9503,2,1.6634,1,0.71935
1,3,47,167,4.2,0.38136,3.1196,2,1.2585,0,1.5075
1,3,48,168,2.1,0.59482,1.8725,2,1.5583,0,0.66218
1,3,49,169,2.1,0.5343,2.8855,2,1.3499,0,1.306
1,3,50,170,2.1,0.49947,2.4623,2,1.1693,0,0.93773
1,3,51,171,2.1,0.92647,3.0173,2,0.81858,1,0.60131
1,3,52,172,2.1,0.46036,2.5802,2,0.88805,1,1.0436
1,3,53,173,4.2,0.43016,3.5046,2,1.2597,1,0.732
1,3,54,174,4.2,0.49138,4.4557,2,1.3938,1,0.60788
1,3,55,175,2.1,0.60975,3.4446,2,1.2115,0,0.83456
1,3,56,176,4.2,0.43337,4.0432,2,1.2404,1,0.91028
1,3,57,177,2.1,0.63615,2.6292,2,1.5404,0,0.59261
1,3,58,178,4.2,0.36578,3.2557,1,1.6209,1,0.66949
1,3,59,179,4.2,0.3674,3.301,2,1.3698,1,1.5243
1,3,60,180,4.2,0.36144,4.7758,2,0.96795,1,1.3987
1,3,61,181,4.2,0.42415,3.5668,2,1.3394,1,1.5053
1,3,62,182,2.1,0.48123,2.4255,2,0.94168,1,0.80945
1,3,63,183,4.2,0.34107,4.343,1,0.94789,1,0.80006
1,3,64,184,4.2,0.42152,3.7899,2,1.6326,0,1.5975
1,3,65,185,2.1,1.0065,2.4068,2,1.0286,0,0.54315
1,3,66,186,2.1,0.43991,1.9796,2,1.4699,1,1.0173
1,3,67,187,2.1,0.65558,2.2712,2,0.91472,1,0.55105
1,3,68,188,4.2,0.41805,3.4945,2,1.312,1,0.63193
1,3,69,189,2.1,0.55975,2.4204,2,1.0603,1,0.58729
1,3,70,190,4.2,0.47396,2.2958,2,1.0458,0,0.57227
1,3,71,191,2.1,0.49585,2.6037,2,1.0821,1,0.77758
1,3,72,192,2.1,0.64733,1.7947,2,0.88899,1,0.75258
1,3,73,193,2.1,0.46245,2.1659,2,0.78612,0,0.73661
1,3,74,194,4.2,0.37039,3.4507,2,1.453,1,0.98399
1,3,75,195,2.1,0.87357,2.1826,2,0.69603,1,0.79799
1,3,76,196,4.2,0.44055,4.3098,1,1.4201,1,0.73585
1,3,77,197,4.2,0.39557,3.8194,2,1.3699,0,0.7022
1,3,78,198,4.2,0.42677,4.1661,2,1.426,1,1.3273
1,3,79,199,4.2,0.38364,3.4364,2,1.1007,1,1.2069
1,3,80,200,2.1,0.54928,2.4835,3,1.0337,0,1.319
1,3,81,201,2.1,0.40333,2.5391,2,0.80275,1,1.2999
1,3,82,202,4.2,0.34121,3.4434,2,1.1876,0,0.59032
1,3,83,203,4.2,0.50094,2.6608,1,0.90919,0,0.65311
1,3,84,204,4.2,0.63719,3.5174,2,2.2747,0,1.0305
1,3,85,205,4.2,0.3675,3.695,1,1.829,1,1.3062
1,3,86,206,4.2,0.37897,4.0666,2,0.83218,0,2.0827
1,3,87,207,2.1,0.48531,2.1339,2,1.1127,0,1.022
1,3,88,208,2.1,0.51243,3.1999,2,2.3145,1,0.71003
1,3,89,209,2.1,0.58224,2.5448,3,1.1577,0,1.135
1,3,90,210,2.1,0.64467,2.4682,2,0.95525,0,0.56051
2,3,1,121,2.1,0.90934,2.4424,2,2.3365,1,0.55366
2,3,2,122,4.2,0.91368,4.4046,3,2.0228,1,0.81628
2,3,3,123,2.1,1.1613,2.3409,2,1.5827,0,0.95717
2,3,4,124,2.1,0.74734,2.0307,3,1.6055,0,1.9315
2,3,5,125,2.1,0.9043,2.6726,2,3.1211,0,7.0655
2,3,6,126,2.1,0.64311,2.5457,2,2.6085,0,3.7425
2,3,7,127,2.1,0.92107,2.6282,2,2.2597,1,3.654
2,3,8,128,2.1,2.1043,2.9965,1,1.8892,1,4.7073
2,3,9,129,2.1,1.526,3.3518,2,2.676,0,4.2821
2,3,10,130,4.2,1.043,4.2652,2,5.5998,0,1.6818
2,3,11,131,2.1,1.4749,2.3386,2,1.1284,0,1.5332
2,3,12,132,4.2,0.93206,5.8857,2,4.0921,1,3.7592
2,3,13,133,4.2,1.9307,4.2548,2,1.5398,1,1.0649
2,3,14,134,2.1,0.79103,2.0935,2,1.6975,0,2.3486
2,3,15,135,4.2,0.52835,3.8192,3,1.5937,0,1.216
2,3,16,136,4.2,1.1025,3.4035,3,1.5956,0,1.7459
2,3,17,137,4.2,0.68301,3.6823,3,1.0675,0,1.5108
2,3,18,138,4.2,0.64522,3.875,3,3.0399,0,1.1627
2,3,19,139,4.2,1.3442,4.1651,2,1.651,1,1.4408
2,3,20,140,2.1,0.81107,1.9155,3,1.7427,0,1.1361
2,3,21,141,2.1,0.59578,2.2543,3,1.2527,0,1.3882
2,3,22,142,4.2,0.53027,4.6978,2,1.4008,0,1.0713
