Subj_idx,Stimulus,Response,Confidence,RT_decConf,Coherence,Condition,Accuracy,Block,Date
1,0,0.0,0.026736,0.700636,0.032,0.0,1.0,1,20150427
1,0,0.0,0.676072,0.808489,0.032,0.0,1.0,1,20150427
1,0,0.0,0.039095,0.874994,0.064,1.0,1.0,1,20150427
1,0,0.0,0.585944,1.634924,0.256,0.0,1.0,1,20150427
1,1,1.0,0.998553,0.755246,0.512,0.0,1.0,1,20150427
1,0,0.0,0.230759,0.728363,0.512,1.0,1.0,1,20150427
1,1,1.0,0.00487,0.888486,0.0,1.0,1.0,1,20150427
1,0,1.0,0.064194,0.755173,0.0,0.0,0.0,1,20150427
1,1,0.0,0.056018,0.995145,0.064,0.0,0.0,1,20150427
1,0,1.0,0.743002,1.074885,0.032,1.0,0.0,1,20150427
1,1,1.0,0.696037,0.754844,0.256,1.0,1.0,1,20150427
1,1,0.0,0.001828,0.848287,0.0,0.0,0.0,1,20150427
1,1,1.0,0.055638,0.715168,0.128,1.0,1.0,1,20150427
1,0,0.0,0.358154,0.714951,0.128,1.0,1.0,1,20150427
1,1,1.0,0.376218,0.634998,0.256,0.0,1.0,1,20150427
1,1,1.0,0.9822,0.555166,0.256,0.0,1.0,1,20150427
1,0,0.0,0.744333,0.768517,0.064,0.0,1.0,1,20150427
1,1,1.0,0.174096,0.688315,0.0,1.0,1.0,1,20150427
1,1,1.0,0.753459,0.714867,0.064,0.0,1.0,1,20150427
1,0,1.0,0.216118,0.661598,0.0,0.0,0.0,1,20150427
1,1,0.0,0.047462,0.541675,0.064,0.0,0.0,1,20150427
1,0,1.0,0.229808,0.795145,0.128,1.0,0.0,1,20150427
1,0,0.0,0.236653,0.648299,0.064,0.0,1.0,1,20150427
1,0,1.0,0.917932,0.662314,0.064,1.0,0.0,1,20150427
1,1,1.0,0.955581,0.568441,0.128,1.0,1.0,1,20150427
1,1,1.0,0.021793,0.635008,0.0,0.0,1.0,1,20150427
1,0,0.0,0.253576,0.675147,0.032,1.0,1.0,1,20150427
1,0,1.0,0.049173,0.795098,0.064,1.0,0.0,1,20150427
1,1,1.0,1.0,0.56861,0.512,1.0,1.0,1,20150427
1,0,0.0,1.0,0.48844,0.256,0.0,1.0,1,20150427
1,0,1.0,0.966229,0.608358,0.0,1.0,0.0,1,20150427
1,1,1.0,0.997602,0.554928,0.256,1.0,1.0,1,20150427
1,0,0.0,0.030159,0.661526,0.064,1.0,1.0,1,20150427
1,1,1.0,0.09861,0.661678,0.032,0.0,1.0,1,20150427
1,1,0.0,0.080166,0.715071,0.032,0.0,0.0,1,20150427
1,0,0.0,0.193301,0.67501,0.032,1.0,1.0,1,20150427
1,0,0.0,0.242357,0.701759,0.128,0.0,1.0,1,20150427
1,1,0.0,0.849862,0.701595,0.032,1.0,0.0,1,20150427
1,0,0.0,0.961095,0.608518,0.512,0.0,1.0,1,20150427
1,1,1.0,0.431549,0.688492,0.032,0.0,1.0,1,20150427
1,0,1.0,0.893214,0.634902,0.032,0.0,0.0,1,20150427
1,1,0.0,0.189118,0.768528,0.064,0.0,0.0,1,20150427
1,1,1.0,0.96756,0.6344,0.128,1.0,1.0,1,20150427
1,0,1.0,0.915841,0.635237,0.0,0.0,0.0,1,20150427
1,0,0.0,1.0,0.608601,0.128,1.0,1.0,1,20150427
1,0,1.0,0.262893,0.67512,0.064,0.0,0.0,1,20150427
1,1,1.0,1.0,0.554954,0.512,0.0,1.0,1,20150427
1,0,0.0,1.0,0.58118,0.512,1.0,1.0,1,20150427
1,1,0.0,0.041948,0.727353,0.064,1.0,0.0,1,20150427
1,1,1.0,0.99437,0.58168,0.0,0.0,1.0,1,20150427
1,1,0.0,1.0,0.648511,0.064,1.0,0.0,1,20150427
1,1,1.0,1.0,0.461852,0.0,0.0,1.0,1,20150427
1,1,1.0,1.0,0.501708,0.512,0.0,1.0,1,20150427
1,1,0.0,0.079025,0.581748,0.064,1.0,0.0,1,20150427
1,0,0.0,1.0,0.581751,0.256,1.0,1.0,1,20150427
1,0,0.0,0.98182,0.541534,0.128,0.0,1.0,1,20150427
1,1,1.0,0.990377,0.568073,0.032,1.0,1.0,1,20150427
1,0,0.0,1.0,0.754951,0.064,0.0,1.0,1,20150427
1,1,1.0,1.0,0.528372,0.256,1.0,1.0,1,20150427
1,1,1.0,1.0,0.488331,0.128,0.0,1.0,1,20150427
1,0,1.0,0.082828,1.315103,0.0,1.0,0.0,1,20150427
1,0,0.0,1.0,0.728262,0.256,1.0,1.0,1,20150427
1,0,0.0,0.997792,0.608341,0.512,1.0,1.0,1,20150427
1,1,1.0,1.0,0.541621,0.512,0.0,1.0,1,20150427
1,1,1.0,0.107737,0.90673,0.064,0.0,1.0,2,20150427
1,1,1.0,0.163258,1.4485,0.064,1.0,1.0,2,20150427
1,0,0.0,0.070089,1.088506,0.0,1.0,1.0,2,20150427
1,1,0.0,0.373936,1.474866,0.032,1.0,0.0,2,20150427
1,0,1.0,0.785403,1.128383,0.128,0.0,0.0,2,20150427
1,0,1.0,0.075222,1.128447,0.0,0.0,0.0,2,20150427
1,0,0.0,0.122378,1.435378,0.032,0.0,1.0,2,20150427
1,1,1.0,0.212315,0.781574,0.0,1.0,1.0,2,20150427
1,0,1.0,0.428507,0.674939,0.0,0.0,0.0,2,20150427
1,1,0.0,0.162117,0.795122,0.256,0.0,0.0,2,20150427
1,0,0.0,0.247872,0.674793,0.064,0.0,1.0,2,20150427
1,0,0.0,0.260991,0.528206,0.128,0.0,1.0,2,20150427
1,1,0.0,0.227907,0.701564,0.032,0.0,0.0,2,20150427
1,1,1.0,1.0,0.488354,0.512,0.0,1.0,2,20150427
1,0,0.0,0.216308,0.821644,0.512,1.0,1.0,2,20150427
1,0,1.0,1.0,0.595065,0.0,1.0,0.0,2,20150427
1,0,1.0,0.116673,0.688242,0.032,0.0,0.0,2,20150427
1,1,1.0,1.0,0.54162,0.256,1.0,1.0,2,20150427
1,0,1.0,0.403598,0.675335,0.128,1.0,0.0,2,20150427
1,0,1.0,0.455507,1.141757,0.0,0.0,0.0,2,20150427
1,1,1.0,0.208702,0.555095,0.032,0.0,1.0,2,20150427
1,1,1.0,0.25909,0.661721,0.0,1.0,1.0,2,20150427
1,1,1.0,0.496387,0.675025,0.256,0.0,1.0,2,20150427
1,1,1.0,0.377168,0.955019,0.032,1.0,1.0,2,20150427
1,0,1.0,0.587656,0.581504,0.032,1.0,0.0,2,20150427
1,1,1.0,0.902911,0.528327,0.0,0.0,1.0,2,20150427
1,1,1.0,1.0,0.554879,0.256,0.0,1.0,2,20150427
1,1,1.0,1.0,0.50158,0.0,0.0,1.0,2,20150427
1,0,1.0,1.0,0.448308,0.128,1.0,0.0,2,20150427
1,1,1.0,0.979919,0.408443,0.128,1.0,1.0,2,20150427
1,0,0.0,1.0,0.488356,0.512,1.0,1.0,2,20150427
1,1,0.0,0.23228,0.875045,0.0,0.0,0.0,2,20150427
1,0,1.0,0.069898,1.154967,0.128,0.0,0.0,2,20150427
1,0,0.0,0.119145,1.021591,0.0,1.0,1.0,2,20150427
1,1,1.0,1.0,0.52822,0.256,1.0,1.0,2,20150427
1,1,1.0,0.992088,0.461601,0.128,0.0,1.0,2,20150427
1,1,0.0,0.555712,0.621789,0.032,1.0,0.0,2,20150427
1,1,1.0,0.985053,0.38163,0.032,0.0,1.0,2,20150427
1,1,0.0,0.132645,0.555529,0.032,0.0,0.0,2,20150427
1,1,1.0,0.989616,0.435387,0.128,0.0,1.0,2,20150427
1,1,1.0,0.989046,0.408396,0.512,1.0,1.0,2,20150427
1,1,1.0,0.126561,0.608371,0.064,0.0,1.0,2,20150427
1,0,1.0,0.176188,0.51496,0.032,1.0,0.0,2,20150427
1,1,1.0,1.0,0.381719,0.512,0.0,1.0,2,20150427
1,1,1.0,1.0,0.341608,0.512,1.0,1.0,2,20150427
1,1,1.0,0.995891,0.381834,0.256,0.0,1.0,2,20150427
1,0,0.0,0.24559,0.741613,0.064,0.0,1.0,2,20150427
1,1,1.0,0.377739,0.715003,0.064,1.0,1.0,2,20150427
1,0,0.0,1.0,0.461674,0.512,0.0,1.0,2,20150427
1,0,1.0,0.977067,0.501787,0.064,1.0,0.0,2,20150427
1,0,0.0,1.0,0.488262,0.512,0.0,1.0,2,20150427
1,0,0.0,1.0,0.568316,0.256,0.0,1.0,2,20150427
1,0,1.0,0.115152,0.595153,0.256,1.0,0.0,2,20150427
1,0,0.0,0.084159,0.714869,0.032,0.0,1.0,2,20150427
1,0,1.0,0.185125,1.008243,0.064,0.0,0.0,2,20150427
1,0,0.0,0.218019,0.927519,0.032,1.0,1.0,2,20150427
1,0,0.0,0.877052,0.568367,0.512,0.0,1.0,2,20150427
1,0,0.0,0.187977,0.541569,0.256,0.0,1.0,2,20150427
1,0,1.0,0.195773,0.861789,0.128,0.0,0.0,2,20150427
1,1,1.0,1.0,0.595066,0.512,0.0,1.0,2,20150427
1,1,1.0,0.172765,0.635187,0.0,0.0,1.0,2,20150427
1,1,1.0,0.959193,0.768265,0.128,1.0,1.0,2,20150427
1,1,1.0,1.0,0.501551,0.512,0.0,1.0,2,20150427
1,0,1.0,0.986764,0.63514,0.032,0.0,0.0,2,20150427
1,1,1.0,1.0,0.461721,0.512,1.0,1.0,2,20150427
1,0,1.0,0.161737,0.541676,0.064,1.0,0.0,2,20150427
1,0,0.0,0.986954,0.448198,0.128,1.0,1.0,2,20150427
1,0,0.0,0.978778,0.448383,0.256,1.0,1.0,2,20150427
1,1,1.0,0.980869,0.381799,0.128,0.0,1.0,2,20150427
1,0,0.0,1.0,0.395049,0.512,0.0,1.0,2,20150427
1,1,1.0,0.985243,0.434923,0.128,0.0,1.0,2,20150427
1,1,1.0,0.996651,0.421698,0.128,1.0,1.0,2,20150427
1,0,0.0,1.0,0.461686,0.256,1.0,1.0,2,20150427
1,0,0.0,0.181702,0.661527,0.256,1.0,1.0,2,20150427
1,0,0.0,0.181702,0.595011,0.128,1.0,1.0,2,20150427
1,1,0.0,0.374506,0.568276,0.128,1.0,0.0,2,20150427
1,0,0.0,0.738628,1.528142,0.512,1.0,1.0,2,20150427
1,1,0.0,0.39295,0.874991,0.064,1.0,0.0,2,20150427
1,1,1.0,0.997982,0.474902,0.256,1.0,1.0,2,20150427
1,1,0.0,0.011905,0.661751,0.064,0.0,0.0,2,20150427
1,0,0.0,0.992848,0.541734,0.0,1.0,1.0,2,20150427
1,0,1.0,0.183413,0.688218,0.064,1.0,0.0,2,20150427
1,1,1.0,1.0,0.475136,0.512,1.0,1.0,2,20150427
1,1,1.0,1.0,0.915042,0.032,1.0,1.0,2,20150427
1,0,1.0,0.196153,0.75496,0.064,0.0,0.0,2,20150427
1,1,1.0,0.751178,1.594873,0.256,1.0,1.0,2,20150427
1,1,0.0,0.267266,0.741606,0.064,1.0,0.0,2,20150427
1,0,0.0,0.213646,0.728248,0.064,1.0,1.0,2,20150427
1,1,1.0,0.100892,1.914861,0.0,1.0,1.0,2,20150427
1,0,0.0,0.605339,0.714844,0.256,0.0,1.0,2,20150427
1,1,1.0,1.0,0.581749,0.0,1.0,1.0,2,20150427
1,0,1.0,0.906524,0.608372,0.032,1.0,0.0,2,20150427
1,0,1.0,0.225245,0.728276,0.0,0.0,0.0,2,20150427
1,0,0.0,0.992468,0.501668,0.512,1.0,1.0,2,20150427
1,0,0.0,0.271259,0.92829,0.256,0.0,1.0,2,20150427
1,1,1.0,0.994179,0.661674,0.064,0.0,1.0,2,20150427
1,1,1.0,0.438204,1.453157,0.128,1.0,1.0,3,20150427
1,1,0.0,1.0,0.781633,0.128,0.0,0.0,3,20150427
1,0,1.0,0.074082,1.475109,0.032,1.0,0.0,3,20150427
1,0,0.0,1.0,0.888571,0.032,0.0,1.0,3,20150427
1,1,1.0,0.075413,0.848333,0.064,0.0,1.0,3,20150427
1,0,0.0,0.869256,0.768363,0.256,0.0,1.0,3,20150427
1,1,1.0,0.959574,0.635171,0.256,0.0,1.0,3,20150427
1,1,1.0,1.0,0.555089,0.256,1.0,1.0,3,20150427
1,0,0.0,1.0,0.581686,0.0,0.0,1.0,3,20150427
1,1,1.0,0.980869,0.528347,0.0,1.0,1.0,3,20150427
1,0,0.0,0.760495,0.901719,0.256,0.0,1.0,3,20150427
1,0,0.0,1.0,0.55507,0.064,1.0,1.0,3,20150427
1,0,0.0,1.0,0.888356,0.512,0.0,1.0,3,20150427
1,0,0.0,1.0,0.568319,0.0,1.0,1.0,3,20150427
1,1,1.0,1.0,0.555094,0.0,1.0,1.0,3,20150427
1,0,0.0,0.985053,0.568339,0.032,0.0,1.0,3,20150427
1,0,0.0,0.496768,0.621636,0.0,1.0,1.0,3,20150427
1,0,1.0,0.964898,0.555002,0.032,1.0,0.0,3,20150427
1,1,0.0,0.055448,0.634859,0.064,0.0,0.0,3,20150427
1,0,0.0,0.0,0.648267,0.0,0.0,1.0,3,20150427
1,0,0.0,0.942651,0.635201,0.256,1.0,1.0,3,20150427
1,1,1.0,0.12599,0.568299,0.0,1.0,1.0,3,20150427
1,0,0.0,0.0,0.595193,0.128,0.0,1.0,3,20150427
1,0,0.0,1.0,0.554807,0.512,0.0,1.0,3,20150427
1,1,0.0,0.110589,0.568284,0.0,0.0,0.0,3,20150427
1,0,0.0,0.152991,0.608726,0.0,0.0,1.0,3,20150427
1,0,1.0,0.160026,0.608232,0.128,1.0,0.0,3,20150427
1,0,1.0,0.070659,0.821875,0.064,1.0,0.0,3,20150427
1,1,1.0,1.0,0.435106,0.032,0.0,1.0,3,20150427
1,1,1.0,0.999123,0.488495,0.032,1.0,1.0,3,20150427
1,0,0.0,0.0,0.95506,0.0,0.0,1.0,3,20150427
1,0,0.0,0.283048,0.648428,0.064,0.0,1.0,3,20150427
1,1,1.0,0.971933,0.581559,0.128,0.0,1.0,3,20150427
1,0,0.0,1.0,0.488397,0.512,0.0,1.0,3,20150427
1,0,0.0,0.853094,0.62167,0.128,0.0,1.0,3,20150427
1,0,0.0,1.0,0.501595,0.032,0.0,1.0,3,20150427
1,0,0.0,1.0,0.408405,0.256,0.0,1.0,3,20150427
1,1,0.0,0.952158,0.794888,0.128,1.0,0.0,3,20150427
1,1,1.0,1.0,0.408602,0.512,0.0,1.0,3,20150427
1,0,0.0,1.0,0.434934,0.512,0.0,1.0,3,20150427
1,1,1.0,1.0,0.501775,0.512,0.0,1.0,3,20150427
1,1,0.0,0.264034,0.63514,0.256,0.0,0.0,3,20150427
1,1,1.0,1.0,0.421513,0.0,0.0,1.0,3,20150427
1,1,1.0,0.106406,0.608441,0.064,1.0,1.0,3,20150427
1,1,1.0,1.0,0.448304,0.512,1.0,1.0,3,20150427
1,0,0.0,0.91413,0.43515,0.128,0.0,1.0,3,20150427
1,0,0.0,1.0,0.461748,0.256,1.0,1.0,3,20150427
1,0,0.0,1.0,0.355033,0.512,1.0,1.0,3,20150427
1,1,1.0,0.989996,0.488381,0.032,0.0,1.0,3,20150427
1,0,1.0,0.950827,0.621676,0.128,1.0,0.0,3,20150427
1,1,0.0,1.0,0.647575,0.128,0.0,0.0,3,20150427
1,1,1.0,0.960144,0.327965,0.512,0.0,1.0,3,20150427
1,1,0.0,0.0,0.688212,0.032,1.0,0.0,3,20150427
1,0,1.0,1.0,0.448256,0.0,1.0,0.0,3,20150427
1,1,1.0,0.0,1.128226,0.256,0.0,1.0,3,20150427
1,0,0.0,0.0,0.781571,0.064,0.0,1.0,3,20150427
1,1,1.0,0.019321,0.661678,0.064,1.0,1.0,3,20150427
1,1,1.0,0.0,1.181783,0.032,0.0,1.0,3,20150427
1,1,1.0,0.979729,0.581647,0.256,0.0,1.0,3,20150427
1,0,0.0,1.0,0.634937,0.256,1.0,1.0,3,20150427
1,0,0.0,0.989426,0.515123,0.064,1.0,1.0,3,20150427
1,1,1.0,0.935235,0.475074,0.128,1.0,1.0,3,20150427
1,0,0.0,1.0,0.568344,0.512,1.0,1.0,3,20150427
1,0,0.0,0.012095,0.781559,0.032,0.0,1.0,3,20150427
1,0,0.0,1.0,0.394872,0.128,1.0,1.0,3,20150427
1,1,0.0,0.0,0.50167,0.064,1.0,0.0,3,20150427
1,1,0.0,1.0,0.555024,0.064,0.0,0.0,3,20150427
1,0,0.0,1.0,0.39461,0.512,1.0,1.0,3,20150427
1,0,1.0,0.0,0.581868,0.064,0.0,0.0,3,20150427
1,1,1.0,1.0,0.44841,0.032,1.0,1.0,3,20150427
1,1,1.0,1.0,0.421752,0.512,1.0,1.0,3,20150427
1,1,0.0,0.230188,0.555079,0.032,0.0,0.0,3,20150427
1,1,1.0,0.991517,0.288341,0.512,0.0,1.0,3,20150427
1,1,0.0,0.994179,0.461653,0.0,0.0,0.0,3,20150427
1,1,1.0,0.99437,0.528433,0.064,0.0,1.0,3,20150427
1,1,1.0,0.966989,0.435403,0.0,1.0,1.0,3,20150427
1,0,1.0,0.0,0.741688,0.064,1.0,0.0,3,20150427
1,1,1.0,1.0,0.381626,0.256,1.0,1.0,3,20150427
1,1,0.0,0.976306,0.621808,0.032,1.0,0.0,3,20150427
1,0,1.0,0.0,0.581738,0.0,1.0,0.0,3,20150427
1,1,1.0,1.0,0.635041,0.0,0.0,1.0,3,20150427
1,0,0.0,0.0,0.808182,0.128,0.0,1.0,3,20150427
1,0,0.0,0.0,0.648331,0.256,1.0,1.0,3,20150427
1,0,1.0,0.038335,0.528512,0.032,1.0,0.0,3,20150427
1,0,0.0,0.956341,0.408537,0.512,1.0,1.0,3,20150427
1,1,0.0,1.0,0.608347,0.128,0.0,0.0,3,20150427
1,1,1.0,1.0,0.341719,0.512,1.0,1.0,3,20150427
1,0,1.0,0.0,0.501737,0.064,0.0,0.0,3,20150427
1,1,1.0,1.0,0.328478,0.256,1.0,1.0,3,20150427
1,0,0.0,0.99513,0.475017,0.256,0.0,1.0,3,20150427
1,1,1.0,1.0,0.701654,0.256,1.0,1.0,3,20150427
1,1,1.0,1.0,0.36912,0.064,1.0,1.0,3,20150427
1,0,0.0,1.0,0.395258,0.128,1.0,1.0,3,20150427
1,0,0.0,0.0,0.555099,0.032,1.0,1.0,3,20150427
1,1,1.0,0.990567,0.355086,0.512,1.0,1.0,3,20150427
1,1,0.0,0.0,1.141714,0.128,1.0,0.0,3,20150427
1,0,1.0,0.253766,1.427558,0.064,1.0,0.0,4,20150427
1,0,0.0,0.296738,1.154804,0.0,0.0,1.0,4,20150427
1,1,1.0,1.0,0.555379,0.064,1.0,1.0,4,20150427
1,1,1.0,1.0,0.434042,0.064,1.0,1.0,4,20150427
1,1,1.0,0.969081,1.035073,0.256,1.0,1.0,4,20150427
1,1,1.0,1.0,0.43502,0.256,0.0,1.0,4,20150427
1,1,1.0,1.0,1.274851,0.0,1.0,1.0,4,20150427
1,1,1.0,0.037004,0.621609,0.064,0.0,1.0,4,20150427
1,1,1.0,0.986954,0.715035,0.032,0.0,1.0,4,20150427
1,1,1.0,1.0,0.501634,0.128,0.0,1.0,4,20150427
1,1,1.0,0.987334,0.621618,0.512,1.0,1.0,4,20150427
1,1,1.0,0.993799,0.5016,0.064,0.0,1.0,4,20150427
1,1,1.0,1.0,0.395038,0.128,1.0,1.0,4,20150427
1,0,1.0,0.122188,0.674906,0.032,1.0,0.0,4,20150427
1,0,0.0,1.0,0.434823,0.032,1.0,1.0,4,20150427
1,0,0.0,0.996841,0.435087,0.512,0.0,1.0,4,20150427
1,0,0.0,0.985433,0.408209,0.512,1.0,1.0,4,20150427
1,1,1.0,0.973074,0.381806,0.128,0.0,1.0,4,20150427
1,0,1.0,0.972313,0.581801,0.064,1.0,0.0,4,20150427
1,1,1.0,0.962806,0.541648,0.128,1.0,1.0,4,20150427
1,1,1.0,0.973644,0.435035,0.256,1.0,1.0,4,20150427
1,1,1.0,1.0,0.381719,0.512,1.0,1.0,4,20150427
1,0,0.0,1.0,0.541585,0.128,1.0,1.0,4,20150427
1,0,1.0,0.99494,0.355211,0.0,1.0,0.0,4,20150427
1,0,0.0,1.0,0.368398,0.512,1.0,1.0,4,20150427
1,1,1.0,1.0,0.44832,0.064,0.0,1.0,4,20150427
1,1,1.0,1.0,0.394918,0.256,0.0,1.0,4,20150427
1,0,0.0,1.0,0.395041,0.512,0.0,1.0,4,20150427
1,1,1.0,0.960524,0.421718,0.064,1.0,1.0,4,20150427
1,0,1.0,1.0,0.435014,0.032,0.0,0.0,4,20150427
1,1,1.0,1.0,0.421635,0.032,1.0,1.0,4,20150427
1,1,1.0,1.0,0.381665,0.512,0.0,1.0,4,20150427
1,1,1.0,0.987334,0.448411,0.064,1.0,1.0,4,20150427
1,0,0.0,1.0,0.421657,0.032,1.0,1.0,4,20150427
1,0,0.0,0.984482,0.421815,0.064,1.0,1.0,4,20150427
1,1,1.0,0.98125,0.421828,0.032,0.0,1.0,4,20150427
1,1,1.0,1.0,0.408191,0.064,0.0,1.0,4,20150427
1,1,0.0,1.0,0.568345,0.128,1.0,0.0,4,20150427
1,0,0.0,1.0,0.515609,0.256,0.0,1.0,4,20150427
1,0,0.0,0.286851,0.54183,0.032,0.0,1.0,4,20150427
1,1,0.0,0.552669,0.795071,0.032,0.0,0.0,4,20150427
1,0,0.0,0.95425,1.421586,0.032,0.0,1.0,4,20150427
1,1,1.0,0.991137,0.501844,0.512,1.0,1.0,4,20150427
1,1,1.0,1.0,0.354956,0.0,1.0,1.0,4,20150427
1,1,1.0,1.0,0.515007,0.512,0.0,1.0,4,20150427
1,1,1.0,1.0,0.355695,0.256,1.0,1.0,4,20150427
1,0,0.0,1.0,0.421771,0.064,0.0,1.0,4,20150427
1,1,1.0,1.0,0.32825,0.128,0.0,1.0,4,20150427
1,0,0.0,1.0,0.328128,0.512,1.0,1.0,4,20150427
1,1,0.0,1.0,0.368223,0.032,1.0,0.0,4,20150427
1,1,0.0,1.0,0.794899,0.256,0.0,0.0,4,20150427
1,0,0.0,1.0,0.341612,0.256,0.0,1.0,4,20150427
1,1,1.0,1.0,0.381657,0.032,1.0,1.0,4,20150427
1,1,1.0,1.0,0.341993,0.512,0.0,1.0,4,20150427
1,1,1.0,0.988665,0.315068,0.128,1.0,1.0,4,20150427
1,0,1.0,1.0,0.514985,0.0,1.0,0.0,4,20150427
1,0,0.0,1.0,0.635176,0.128,1.0,1.0,4,20150427
1,0,0.0,1.0,0.435022,0.512,0.0,1.0,4,20150427
1,0,1.0,0.972123,0.541785,0.0,0.0,0.0,4,20150427
1,0,1.0,1.0,0.421895,0.0,0.0,0.0,4,20150427
1,0,0.0,1.0,0.488275,0.256,1.0,1.0,4,20150427
1,0,1.0,1.0,0.581719,0.064,0.0,0.0,4,20150427
1,1,1.0,0.077884,0.688565,0.128,0.0,1.0,4,20150427
1,0,0.0,1.0,0.861735,0.256,1.0,1.0,4,20150427
1,0,0.0,1.0,0.595109,0.256,0.0,1.0,4,20150427
1,0,0.0,0.991708,0.435031,0.128,0.0,1.0,4,20150427
1,0,0.0,1.0,0.381648,0.256,1.0,1.0,4,20150427
1,1,1.0,1.0,0.301873,0.256,0.0,1.0,4,20150427
1,1,1.0,0.949496,0.448469,0.0,0.0,1.0,4,20150427
1,1,1.0,1.0,0.47522,0.512,1.0,1.0,4,20150427
1,1,1.0,1.0,0.488353,0.0,0.0,1.0,4,20150427
1,1,1.0,0.128462,0.60843,0.0,0.0,1.0,4,20150427
1,1,1.0,1.0,0.328265,0.256,1.0,1.0,4,20150427
1,1,1.0,0.990947,0.315278,0.512,0.0,1.0,4,20150427
1,0,0.0,0.106216,0.621695,0.0,0.0,1.0,4,20150427
1,1,0.0,0.097659,0.581821,0.032,1.0,0.0,4,20150427
1,0,1.0,0.0,0.981827,0.064,0.0,0.0,4,20150427
1,0,0.0,1.0,0.568519,0.256,0.0,1.0,4,20150427
1,0,0.0,1.0,0.501792,0.032,1.0,1.0,4,20150427
1,1,1.0,0.039476,0.635023,0.0,0.0,1.0,4,20150427
1,0,0.0,1.0,0.55561,0.128,0.0,1.0,4,20150427
1,0,0.0,0.009243,0.59501,0.0,1.0,1.0,4,20150427
1,0,0.0,1.0,0.341681,0.512,1.0,1.0,4,20150427
1,0,0.0,0.064955,0.54177,0.064,1.0,1.0,4,20150427
1,0,0.0,1.0,0.568577,0.128,0.0,1.0,4,20150427
1,0,1.0,0.075222,0.595095,0.064,0.0,0.0,4,20150427
1,0,1.0,0.957672,0.368381,0.032,0.0,0.0,4,20150427
1,0,0.0,0.042328,0.461843,0.128,1.0,1.0,4,20150427
1,0,0.0,0.049553,0.58189,0.0,1.0,1.0,4,20150427
1,1,1.0,0.12485,0.44839,0.032,0.0,1.0,4,20150427
1,0,0.0,0.416337,0.568563,0.128,1.0,1.0,4,20150427
1,0,1.0,0.143674,0.554874,0.128,0.0,0.0,4,20150427
1,1,0.0,0.20566,0.528343,0.0,1.0,0.0,4,20150427
1,0,0.0,1.0,0.555059,0.256,1.0,1.0,4,20150427
1,1,0.0,0.938848,0.515029,0.0,1.0,0.0,4,20150427
1,0,0.0,1.0,0.314971,0.512,0.0,1.0,4,20150427
1,1,0.0,0.034532,1.546934,0.0,0.0,0.0,5,20150428
1,0,1.0,0.088532,0.913997,0.128,0.0,0.0,5,20150428
1,1,1.0,1.0,0.661477,0.512,0.0,1.0,5,20150428
1,0,0.0,1.0,0.608085,0.0,0.0,1.0,5,20150428
1,0,0.0,0.065145,0.96801,0.064,0.0,1.0,5,20150428
1,0,1.0,0.187787,0.848056,0.128,0.0,0.0,5,20150428
