Subj_idx,Block,Trial,Stimulus,Response,RT_dec,Confidence,RT_conf,ErrorDirectionJudgment,RT_directionJudgment
1,1,168,19,16,5.80649102800817,2,0.666421824003919,1,0.265206754003884
1,1,169,4,4,1.01782048300083,3,0.319361444009701,-1,0.140657372001442
1,1,170,20,12,7.97551833900798,2,0.811107216999517,1,2.0217453600053
1,1,171,17,14,2.00232804300322,1,0.71063492000394,1,0.587821786000859
1,1,172,22,15,6.69075843600149,1,0.425766704996931,1,0.556861180011765
1,1,173,9,8,2.75308493599005,3,0.578282130998559,1,0.278028802000335
1,1,174,11,9,2.18583195800602,3,0.398352688003797,1,0.224700509003014
1,1,175,15,10,2.48610540499794,2,0.620615580002777,-1,0.423146632005228
1,1,176,11,11,3.0200192600023,3,1.2698831170128,1,0.605376660008915
1,1,177,22,18,6.70750849999604,2,1.52169870400394,-1,0.0169271680060774
1,1,178,7,7,3.30376391700702,3,1.21371969400207,-1,1.69449128799897
1,1,179,11,8,3.32045447299606,3,1.41043811499549,1,0.619113252992975
1,1,180,27,20,5.23918913700618,2,1.57309080100094,1,0.55853338399902
1,1,181,7,8,2.25254378000682,3,0.401145611001994,1,0.0660210009955335
1,1,182,22,16,1.16803698999865,2,0.674650443994324,1,0.195056800002931
1,1,183,12,16,2.15248304700071,1,0.774181089000194,1,0.266147164002177
1,1,184,26,20,1.43494099199597,1,0.643795419004164,1,0.149072668995359
1,1,185,16,11,1.70201801900112,2,0.804072169004939,-1,0.774498907994712
1,1,186,11,9,2.2192168449983,2,1.19714411199675,-1,0.206558364006924
1,1,187,20,13,1.43496158499329,2,0.838853582012234,1,1.69409292199998
1,1,188,16,12,2.98665629098832,2,0.374388329000794,-1,0.242829829992843
1,1,189,14,10,1.73527554499742,2,0.802983651999966,1,0.267530245997477
1,1,190,11,9,4.38819697299914,2,1.14364596000814,1,0.292241999006364
1,1,191,13,12,4.75545682899246,2,0.677799949000473,-1,0.17413103900617
1,1,192,14,12,2.81982353600324,2,0.569903693001834,-1,0.293416094995337
1,1,193,14,14,5.22246465699573,2,0.470317496990901,-1,0.10222510699532
1,1,194,22,13,2.66969924500154,2,1.13994150000508,1,0.279181589998188
1,1,195,8,6,1.05117554499884,3,0.349055875005433,-1,0.986485301997163
1,1,196,7,7,4.98892723800964,3,0.902147024011356,1,0.155306232001749
1,1,197,27,15,2.21915445099876,1,1.41203568399942,1,1.05412299200543
1,1,198,11,11,4.90544982699794,2,1.33883129300375,-1,0.207841369992821
1,1,199,16,14,2.5194951829908,1,0.530637979012681,1,0.864336445010849
1,1,200,7,7,1.91895024200494,3,0.814859107995289,-1,0.233141299991985
1,1,201,29,17,2.95330436900258,1,0.788261623005383,1,0.679066958997282
1,1,202,15,15,5.13911025799462,1,0.861220564998803,1,0.149820587001159
1,1,203,10,9,2.90324548199715,3,0.501869716012152,1,0.0673871049948502
1,1,204,15,13,4.73854827298783,2,0.509326724000857,-1,0.252594952005893
1,1,205,20,12,2.46942535000562,2,0.822284838999622,-1,1.26493767499051
1,1,206,23,13,3.08677588000137,1,0.863060386007419,-1,0.910648734003189
1,1,207,7,8,3.37048043000686,3,0.754365196000435,-1,0.382833966999897
1,1,208,16,12,4.60510656599945,1,0.58159754499502,-1,0.559706386993639
1,1,209,22,18,5.80654437700287,1,0.650604713999201,1,0.171272888008389
1,1,210,6,6,2.35268783700303,3,0.745680124993669,-1,0.182076846991549
1,1,211,16,14,13.948795852004,2,0.867474818995106,-1,1.55550356699678
1,1,212,10,10,3.53728049900383,3,0.9940932180034,1,0.235280410008272
1,1,213,7,7,1.16798522500903,3,0.435697017004713,-1,0.276246150009683
1,1,214,13,12,3.22028824900917,2,0.334521652999683,-1,0.146108610002557
1,1,215,29,19,2.40269389099558,1,0.929024586992455,-1,0.359031529995264
1,1,216,16,15,1.65190615098982,2,0.412569409993012,1,0.991433524002787
1,1,217,22,16,8.75973698499729,2,0.92374025999743,1,0.14367231700453
1,1,218,29,21,6.87428242000169,2,1.12561743300466,1,0.418256024990114
1,1,219,11,9,3.50397669999802,3,1.1172781179921,1,0.595056752004893
1,1,220,12,13,6.12344803799351,3,1.03792373598844,1,1.23902017201181
1,1,221,19,13,6.87434834500891,2,1.68103705500835,-1,0.477931232002447
1,1,222,22,14,4.8887638610031,1,1.18723328498891,-1,1.5179928150028
1,1,223,11,10,3.58733557199594,3,1.26570841000648,-1,0.129114384995773
1,1,224,20,12,6.10679484200955,1,0.353447854999104,-1,0.190250302010099
1,1,225,12,11,5.07239060499705,2,0.551407926002867,-1,0.107996220001951
1,1,226,12,14,5.10565113999473,2,0.582963730994379,-1,0.121258629995282
1,1,227,25,20,3.37049907000619,1,0.96290616299666,1,0.0312994900014019
1,1,228,29,18,1.86876997699437,1,1.09868550600368,1,0.0411034039861988
1,1,229,4,4,3.1035091800004,3,0.822326929002884,-1,0.0802929749916075
1,1,230,12,10,3.45381272899976,2,1.38436060599633,-1,0.69940079501248
1,1,231,16,13,4.18796696400386,2,0.514546910999343,-1,0.768784774001688
1,1,232,19,14,4.28816589999769,2,0.621566435991554,-1,0.655846359004499
1,1,233,18,12,2.50279907099321,1,0.716696259987657,-1,0.266270146006718
1,1,234,9,9,3.38715192000382,3,1.01036664399726,-1,0.565764022001531
1,1,235,28,20,3.30367481200665,2,1.46464474900858,1,0.976261699994211
1,1,236,9,8,1.98562050399778,3,1.94897781900363,-1,1.56052941500093
1,1,237,13,10,1.93551780399866,3,0.839239588996861,1,0.544956410987652
1,1,238,18,20,4.38827429700177,1,0.616451421999955,1,0.0990517550089862
1,1,239,25,18,4.93872181199549,2,0.767047870001988,1,0.305448701998102
1,1,240,9,9,2.85323870999855,3,0.35803586000111,1,0.810961319992202
2,1,1,25,16,6.1902543840115,2,3.11141894798493,-1,3.22220991097856
2,1,2,20,12,5.18935895501636,2,2.89631821698276,-1,2.08387495897477
2,1,3,9,8,3.12115383194759,3,3.27246724697761,-1,4.13416878302814
2,1,4,11,9,1.75222147698514,2,3.02973949804436,1,1.83766266796738
2,1,5,15,13,3.12066009803675,2,3.76877470698673,-1,1.99277587502729
2,1,6,15,15,3.1369437459507,2,1.6722302439739,-1,2.3195521190064
2,1,7,21,21,2.75320097000804,1,1.40977324801497,-1,3.0196847099578
2,1,8,14,10,2.21916553803021,2,1.18611988000339,-1,1.44356226897798
2,1,9,9,8,4.05464297800791,3,1.60677787498571,1,3.37556928495178
2,1,10,6,6,2.66975555504905,3,1.80925299198134,1,3.9048210750334
2,1,11,22,23,6.1901922999532,2,3.16341378900688,-1,1.50956842099549
2,1,12,24,26,4.22161632502684,1,1.84122766403016,-1,1.88963186903857
2,1,13,9,9,2.66986508003902,1,2.00956379197305,-1,2.49104357301258
2,1,14,8,12,6.42399799404666,2,2.59895989898359,-1,6.83276119502261
2,1,15,23,19,4.35484325297875,1,2.09803405101411,1,6.87197562900838
2,1,16,7,9,2.78660254995339,3,0.934353607008234,1,2.66833071800647
2,1,17,11,10,4.20471012202324,3,0.896123158978298,-1,2.06332190398825
2,1,18,14,17,3.13683525496162,2,3.00404699298088,1,3.40414468001109
2,1,19,5,5,2.21932063897839,3,2.73363134800456,-1,3.46533560799435
2,1,20,7,7,3.07017209200421,3,0.952083693002351,1,1.24232900701463
2,1,21,14,19,2.75314957497176,2,1.58378975297092,1,2.10591303301044
2,1,22,5,5,2.18582987302216,3,0.987197794951499,-1,1.2461528040003
2,1,23,4,4,1.33492181502515,3,0.908195141993929,-1,3.62664924497949
2,1,24,28,25,3.77095827501034,2,1.54179280600511,1,3.65073586005019
2,1,25,24,28,2.38598866295069,1,1.62146660295548,1,2.71879465098027
2,1,26,21,20,4.02113044203725,2,1.69126124796458,-1,6.50429231498856
2,1,27,4,4,2.11911783198593,3,1.54990001796978,-1,1.84832618001383
2,1,28,10,13,2.71987018204527,2,1.58372355997562,-1,1.49002441001358
2,1,29,28,30,1.63522232999094,1,1.39561010198668,1,1.75636646099156
2,1,30,29,32,2.13580865500262,1,1.47933396400185,1,2.10287020099349
2,1,31,25,25,1.63525864796247,2,4.84429281996563,1,2.08862922701519
2,1,32,16,16,1.66853233001893,2,2.68971274298383,-1,1.614437436976
2,1,33,17,14,2.43607271299697,3,1.26320536300773,-1,2.04632900498109
2,1,34,7,8,2.95339013496414,3,1.34701262199087,1,2.69651139702182
2,1,35,15,17,2.80307029403048,2,3.70416426594602,-1,3.50771233596606
