Subj_idx,Block,Trial,Stimulus,Response,RT_dec,Confidence,RT_conf,ErrorDirectionJudgment,RT_directionJudgment
1,2,241,29,20,5.84007727704011,2,1.06938777101459,1,1.02019214100437
1,2,242,29,18,3.65452600998105,1,1.16574566601776,-1,0.82375000603497
1,2,243,22,16,4.52197602996603,2,1.4344506659545,-1,0.915261662972625
1,2,244,18,15,8.39293292199727,1,0.536798940971494,-1,0.420936093025375
1,2,245,18,13,3.67104179499438,2,0.584657675004564,-1,0.252152380009647
1,2,246,28,24,4.28753120498732,2,0.359688222000841,1,0.140675415983424
1,2,247,26,999,21.8912057359703,1,4.63754760002485,1,1.06696441897657
1,2,248,11,11,7.0074095549644,2,0.916229298047256,-1,0.690245751000475
1,2,249,10,12,4.57174013904296,3,1.0196055349661,1,0.325327483995352
1,2,250,29,20,2.20268361002672,2,0.979339786048513,-1,0.85377097298624
1,2,251,16,14,4.52170515002217,3,1.08199975499883,1,0.272296877985355
1,2,252,18,14,16.1339628699934,1,0.34609124599956,1,0.262353257043287
1,2,253,20,15,5.90724130498711,1,0.570169171027374,-1,0.293673591979314
1,2,254,26,16,15.2334080450237,1,0.629020605992991,-1,0.0160656780353747
1,2,255,12,11,6.27304654603358,3,0.860904875968117,1,1.75517352001043
1,2,256,4,4,1.16821818897733,3,0.636797789018601,-1,2.76504778797971
1,2,257,26,16,3.77048068598378,2,0.329602496989537,1,0.751297048991546
1,2,258,11,9,4.90604268701281,3,0.926288586982992,-1,2.39520131400786
1,2,259,5,5,1.36826071800897,3,0.855474082985893,-1,0.0229857029626146
1,2,260,25,19,15.7665889060008,2,0.813816478010267,-1,1.10341155802598
1,2,261,18,15,5.35624950198689,2,0.812924165977165,1,0.85250784503296
1,2,262,11,10,2.60313235002104,3,0.31262111797696,-1,0.22171272803098
1,2,263,7,6,3.7042031440069,3,0.77138313499745,-1,0.622942857036833
1,2,264,16,13,4.00504214101238,3,1.92407055594958,-1,0.318546770955436
1,2,265,19,16,5.4557614219957,2,0.95707271998981,-1,0.616888330026995
1,2,266,20,17,6.12352382997051,1,0.821544243954122,-1,1.13631260499824
1,2,267,18,16,8.15819039498456,3,1.13015813298989,1,0.23869890102651
1,2,268,4,4,1.20052643702365,3,0.727227048017085,-1,1.07063835900044
1,2,269,4,4,1.30175672500627,3,0.35726480698213,-1,0.0165717010386288
1,2,270,13,13,8.20931101200404,3,1.14926788501907,-1,0.327200900996104
1,2,271,29,20,5.53895503497915,1,0.137572488049045,1,0.261814884026535
1,2,272,6,7,3.20411512994906,3,0.882725730014499,-1,0.975434191990644
1,2,273,21,30,4.72186074004276,1,2.54973169101868,1,0.207961620006245
1,2,274,16,16,15.1826474129921,1,0.967667629010975,-1,1.35467504995177
1,2,275,15,10,3.83739756298019,2,0.442571070976555,-1,0.147075209009927
1,2,276,11,10,2.62012129003415,3,0.558104588009883,-1,0.346285353007261
1,2,277,16,999,5.53916160698282,2,7.66970412502997,-1,6.73420247901231
1,2,278,7,6,1.68475142703392,3,0.327790155017283,-1,0.0860946389730088
1,2,279,18,15,4.98880664003082,3,0.513978148985188,-1,0.0466041580075398
1,2,280,22,19,4.42094326100778,3,1.40504470298765,-1,0.0604542660294101
1,2,281,4,4,0.934240222966764,3,0.573331904015504,-1,0.0176661629811861
1,2,282,16,25,9.49433791497722,2,0.859626553021371,1,0.107510916015599
1,2,283,21,18,7.50838317000307,2,1.29323107399978,1,0.156579470960423
1,2,284,24,15,11.496239419037,1,0.803556255996227,1,1.45419694500742
1,2,285,21,16,8.12550950597506,1,1.0727347380016,-1,0.0561275699874386
1,2,286,14,16,3.95447430002969,2,0.256420743011404,1,0.153450577985495
1,2,287,27,18,2.57006128696958,1,0.364785988000222,-1,0.392512476013508
1,2,288,16,15,6.55767045298126,3,0.22504964703694,-1,0.203620226995554
1,2,289,7,7,2.85401845799061,3,0.727149752958212,1,1.36496309097856
1,2,290,11,10,2.97007807798218,3,0.991624928021338,-1,0.969817853998393
1,2,291,25,15,17.5524926630314,1,0.867340825032443,-1,0.707019502995536
1,2,292,22,12,2.40223363001132,1,0.794488344981801,-1,1.0357765959925
1,2,293,28,16,5.37231663003331,2,0.234583611949347,-1,0.290150985005312
1,2,294,13,12,3.02040123002371,3,0.424793313024566,-1,0.522231868992094
1,2,295,8,8,4.28769719600677,3,0.46120623301249,-1,0.0276537220343016
1,2,296,7,7,3.08719423098955,3,0.843104633968323,-1,1.69967063498916
1,2,297,16,15,6.35606491600629,2,6.52894786198158,-1,0.623933840019163
1,2,298,22,14,2.25236320099793,2,0.805454369983636,-1,0.0172709429753013
1,2,299,4,4,1.33512390003307,3,0.978665177011862,-1,0.869099900999572
1,2,300,6,5,2.75345018494409,3,0.406643548049033,-1,0.159044104977511
1,2,301,29,18,8.55924087302992,2,0.543736328952946,1,1.80445429397514
1,2,302,7,7,2.31958635000046,3,0.335690062027425,-1,0.156575107015669
