Subj_idx,Stimulus,Response,Confidence,RT_dec,Error,Condition,Task,Block
1,178,65.6875,1,3.03066566300095,-67.6875,0.5,wm,3
1,126,126.78125,4,1.82955108599981,-0.781250000000007,0.5,wm,3
1,72,229.046875,4,2.29167542899995,22.953125,0.5,wm,3
1,31,44.9921875,3,2.24446433200046,-13.9921875,0.5,wm,3
1,58,49.7890625,4,2.66979331699986,8.21093750000001,0.5,wm,3
1,31,30.3671875,4,2.04530955700102,0.6328125,1.0,wm,3
1,9,20.453125,3,1.54679243400005,-11.453125,0.5,wm,3
1,165,346.6796875,4,2.92219473800014,-1.67968750000001,0.5,wm,3
1,12,16.765625,4,3.03453250000075,-4.765625,1.0,wm,3
1,146,336.75,4,1.66537617500035,-10.75,0.5,wm,3
1,90,337.125,3,2.0084265860005,-67.125,1.0,wm,3
1,87,242.6015625,4,2.65560932900007,24.3984375,0.5,wm,3
1,57,48.6171875,4,3.22154014900025,8.3828125,1.0,wm,3
1,97,102.9765625,4,1.85756782299995,-5.97656250000001,0.5,wm,3
1,51,51.7265625,4,2.17298841299998,-0.726562500000004,0.5,wm,3
1,85,76.3515625,4,1.7258224670004,8.6484375,0.5,wm,3
1,168,109.984375,4,1.95753595600036,58.015625,1.0,wm,3
1,141,113.4765625,3,1.32803431700086,27.5234375,0.5,wm,3
1,43,40.6328125,4,2.70960366500003,2.3671875,1.0,wm,3
1,13,207.7578125,4,2.15520665799977,-14.7578125,1.0,wm,3
1,130,110.84375,2,1.84941472300034,19.15625,0.5,wm,3
1,22,35.03125,2,2.51789797899983,-13.03125,0.5,wm,3
1,61,47.5703125,3,2.15276899300079,13.4296875,1.0,wm,3
1,10,26.4375,3,1.92441439600043,-16.4375,1.0,wm,3
1,14,196.453125,3,2.18848786900071,-2.453125,1.0,wm,3
1,1,184.828125,4,3.27565802100071,-3.82812499999998,0.5,wm,3
1,119,115.984375,4,2.26119481900059,3.01562499999999,1.0,wm,3
1,60,57.6875,4,2.44154881000031,2.31249999999999,0.5,wm,3
1,41,220.75,4,1.82259476800027,0.250000000000008,0.5,wm,3
1,30,29.90625,4,1.53895953099982,0.0937499999999933,0.5,wm,3
1,129,128.6953125,4,2.12180085800082,0.304687499999982,1.0,wm,3
1,131,127.5234375,2,2.73319042900039,3.4765625,1.0,wm,3
1,38,196.6171875,3,3.18261449300007,21.3828125,0.5,wm,3
