Subj_idx,Stimulus,Response,Confidence,RT_dec,Load,Condition,Accuracy,Task,Block
1,-45,-45,1,2.96062606800001,NAN,0.5,1,percept,1
1,-45,-45,1,1.22713795499999,NAN,0.5,1,percept,1
1,45,45,1,1.1579560040002,NAN,1.0,1,percept,1
1,45,-45,1,1.18343855300009,NAN,1.0,0,percept,1
1,-45,-45,1,1.15787268899999,NAN,0.5,1,percept,1
1,-45,45,1,1.90783235700019,NAN,1.0,0,percept,1
1,45,45,1,0.712822634000077,NAN,1.0,1,percept,1
1,-45,-45,1,1.71582780500012,NAN,0.5,1,percept,1
1,-45,-45,1,0.820038042000078,NAN,1.0,1,percept,1
1,45,45,2,0.786134087999926,NAN,0.5,1,percept,1
1,-45,45,2,1.73868152199998,NAN,0.5,0,percept,1
1,-45,-45,2,0.89699707900013,NAN,0.5,1,percept,1
1,-45,45,1,1.35627495799986,NAN,0.5,0,percept,1
1,45,45,1,1.64975308499993,NAN,1.0,1,percept,1
1,45,45,3,0.93205598700024,NAN,0.5,1,percept,1
1,45,45,1,1.23510914600001,NAN,1.0,1,percept,1
1,-45,-45,3,1.10555793100025,NAN,0.5,1,percept,1
1,45,-45,2,0.800330922000057,NAN,0.5,0,percept,1
1,45,-45,2,0.964583171000186,NAN,1.0,0,percept,1
1,45,45,3,0.612690420000035,NAN,1.0,1,percept,1
1,45,-45,1,1.50374626500002,NAN,1.0,0,percept,1
1,-45,45,1,1.79289573000005,NAN,0.5,0,percept,1
1,45,45,3,0.803620620000174,NAN,0.5,1,percept,1
1,-45,-45,1,1.57851457200013,NAN,1.0,1,percept,1
1,45,45,1,1.61479165900005,NAN,1.0,1,percept,1
1,45,45,1,0.823423778000233,NAN,0.5,1,percept,1
1,-45,45,1,0.807350903000042,NAN,0.5,0,percept,1
1,45,-45,1,0.832857502000024,NAN,1.0,0,percept,1
1,-45,-45,2,0.837931107000031,NAN,0.5,1,percept,1
1,-45,-45,2,1.26567748599996,NAN,1.0,1,percept,1
1,45,45,1,0.773566835999873,NAN,0.5,1,percept,1
1,45,45,1,0.76904150900009,NAN,0.5,1,percept,1
1,45,45,3,0.985144318000039,NAN,1.0,1,percept,1
1,45,45,2,0.98155510100014,NAN,1.0,1,percept,1
1,45,45,2,0.93033988000002,NAN,1.0,1,percept,1
1,-45,45,1,1.25304457800007,NAN,1.0,0,percept,1
1,-45,-45,3,0.89684797200016,NAN,1.0,1,percept,1
1,45,45,1,1.09165136799993,NAN,1.0,1,percept,1
1,-45,-45,1,0.681455472999914,NAN,1.0,1,percept,1
1,-45,-45,2,0.719940782000094,NAN,0.5,1,percept,1
1,45,45,3,0.588728906000142,NAN,0.5,1,percept,1
1,45,45,1,1.63576739199993,NAN,1.0,1,percept,1
1,-45,45,2,0.838328356000147,NAN,0.5,0,percept,1
1,45,45,1,1.01447248400018,NAN,0.5,1,percept,1
1,-45,-45,2,0.909870210999998,NAN,1.0,1,percept,1
1,45,45,2,0.833982516000106,NAN,0.5,1,percept,1
1,45,45,2,0.765056300000197,NAN,1.0,1,percept,1
1,45,45,2,0.64749513300012,NAN,0.5,1,percept,1
1,-45,-45,1,1.26709596299997,NAN,0.5,1,percept,1
1,-45,45,1,1.46555688700005,NAN,1.0,0,percept,1
1,45,-45,1,1.19239065700003,NAN,1.0,0,percept,1
1,45,45,1,0.67200558400009,NAN,0.5,1,percept,1
1,-45,-45,1,0.619479161000072,NAN,0.5,1,percept,1
1,45,45,1,0.664776740999969,NAN,1.0,1,percept,1
1,45,45,1,0.534165156999961,NAN,0.5,1,percept,1
1,45,45,1,0.552879745000155,NAN,1.0,1,percept,1
1,-45,45,1,0.606120106000162,NAN,0.5,0,percept,1
1,-45,-45,1,1.64229920599996,NAN,0.5,1,percept,1
1,45,45,2,0.779571452000027,NAN,1.0,1,percept,1
1,-45,-45,3,0.693387717000178,NAN,1.0,1,percept,1
1,45,45,2,0.739089966000165,NAN,1.0,1,percept,1
1,45,45,3,0.767252374999998,NAN,1.0,1,percept,1
1,45,45,2,1.24984240499998,NAN,1.0,1,percept,1
1,45,45,3,0.730184737000172,NAN,1.0,1,percept,1
1,45,45,2,1.33495538200009,NAN,1.0,1,percept,1
1,-45,-45,1,1.18896668100001,NAN,0.5,1,percept,1
1,45,45,3,0.671631127000182,NAN,1.0,1,percept,1
1,-45,45,1,1.95833399799994,NAN,0.5,0,percept,1
1,45,45,3,0.890920029000199,NAN,0.5,1,percept,1
1,45,-45,1,1.73688621100018,NAN,1.0,0,percept,1
1,-45,-45,1,1.07870081800002,NAN,1.0,1,percept,1
1,-45,-45,1,1.52678201800018,NAN,0.5,1,percept,1
1,-45,-45,3,1.2186458650001,NAN,0.5,1,percept,1
1,-45,-45,2,1.08654354700002,NAN,1.0,1,percept,1
1,-45,-45,3,0.767926315000068,NAN,0.5,1,percept,1
1,-45,-45,2,0.83809009200013,NAN,1.0,1,percept,1
1,45,45,1,1.45776673700016,NAN,0.5,1,percept,1
1,45,45,1,1.19143888000008,NAN,0.5,1,percept,1
1,-45,-45,1,1.21083300800001,NAN,0.5,1,percept,1
1,45,-45,1,0.79065030400011,NAN,0.5,0,percept,1
1,-45,45,1,2.55800567400001,NAN,0.5,0,percept,1
1,45,45,3,1.24373278899998,NAN,0.5,1,percept,1
1,-45,-45,2,1.27247102199999,NAN,1.0,1,percept,1
1,45,45,1,0.935576767000157,NAN,1.0,1,percept,1
1,-45,-45,2,1.00962406600001,NAN,0.5,1,percept,1
1,-45,45,1,1.68188535299987,NAN,0.5,0,percept,1
1,45,45,2,0.868185489000098,NAN,1.0,1,percept,1
1,-45,45,2,1.18874641899993,NAN,1.0,0,percept,1
1,45,45,1,0.994263981000131,NAN,1.0,1,percept,1
1,45,-45,1,1.17604467800015,NAN,1.0,0,percept,1
1,45,45,1,1.20750726599999,NAN,1.0,1,percept,1
1,-45,45,1,1.15808815100013,NAN,0.5,0,percept,1
1,45,45,1,0.80156001499995,NAN,1.0,1,percept,1
1,-45,-45,1,0.571246932000122,NAN,1.0,1,percept,1
1,45,-45,1,1.37957255700007,NAN,0.5,0,percept,1
1,-45,-45,2,0.647084794000193,NAN,0.5,1,percept,1
1,-45,-45,1,1.73814337300018,NAN,1.0,1,percept,1
1,-45,45,1,1.82322985899987,NAN,0.5,0,percept,1
1,-45,-45,1,0.910154091000095,NAN,0.5,1,percept,1
1,-45,-45,2,1.10380641200027,NAN,1.0,1,percept,1
1,-45,3,1,2.13595593400009,NAN,0.5,0,percept,1
1,-45,45,1,1.55632955999999,NAN,0.5,0,percept,1
1,45,-45,1,2.04447724500005,NAN,1.0,0,percept,1
1,45,45,2,1.0517320460001,NAN,0.5,1,percept,1
1,45,45,1,2.67222422100008,NAN,1.0,1,percept,1
1,45,45,1,1.76082906700026,NAN,0.5,1,percept,1
1,-45,45,1,1.35190911900008,NAN,0.5,0,percept,1
1,45,-45,1,1.11624752400007,NAN,0.5,0,percept,1
1,45,-45,1,1.6407591090001,NAN,1.0,0,percept,1
1,45,45,1,1.45257363300016,NAN,0.5,1,percept,1
1,-45,45,1,2.80272986600016,NAN,1.0,0,percept,1
