Subj_idx,Stimulus,Response,Confidence,RT_dec,Load,Condition,Accuracy,Task,Block
4,1,1,2,1.71998071500275,3.0,0.5,1,wm,4
4,1,1,3,3.61206574300741,3.0,0.5,1,wm,4
4,1,1,3,1.61993594400701,3.0,1.0,1,wm,4
4,0,0,3,3.08747878500435,3.0,0.5,1,wm,4
4,0,1,2,3.67949918900558,3.0,0.5,0,wm,4
4,1,1,4,1.4535339330032,3.0,1.0,1,wm,4
4,0,0,3,2.00811848699959,3.0,0.5,1,wm,4
4,0,0,2,1.74535882100463,3.0,1.0,1,wm,4
4,1,1,3,2.61560218900559,3.0,1.0,1,wm,4
4,0,1,3,4.32959191000555,3.0,0.5,0,wm,4
4,0,1,2,2.03662435000297,3.0,0.5,0,wm,4
4,0,0,4,1.99203765599668,3.0,0.5,1,wm,4
4,0,0,3,1.24362604100315,3.0,1.0,1,wm,4
4,0,1,3,2.28504725200037,3.0,1.0,0,wm,4
4,0,0,3,2.13752060000115,3.0,1.0,1,wm,4
4,0,1,4,1.78849856500165,3.0,1.0,0,wm,4
4,0,0,3,3.96104220200505,3.0,1.0,1,wm,4
4,1,1,4,1.52428522599803,3.0,1.0,1,wm,4
4,0,0,3,1.85862850899866,3.0,0.5,1,wm,4
4,1,1,3,2.0509604100007,3.0,1.0,1,wm,4
4,0,0,2,2.29083011300099,3.0,1.0,1,wm,4
4,1,1,3,1.61487819700415,3.0,1.0,1,wm,4
4,0,0,4,2.72054565200233,3.0,1.0,1,wm,4
4,1,1,4,2.99836855400645,3.0,1.0,1,wm,4
4,1,1,2,3.09475964800367,3.0,1.0,1,wm,4
4,1,0,3,2.61677877500188,3.0,0.5,0,wm,4
4,1,0,2,2.24485069300135,3.0,0.5,0,wm,4
4,1,1,3,1.63976324000396,3.0,1.0,1,wm,4
4,0,0,3,1.64285596900299,3.0,1.0,1,wm,4
4,1,1,3,1.81228669100528,3.0,1.0,1,wm,4
4,1,0,2,2.06950932500331,3.0,1.0,0,wm,4
4,0,1,2,2.35012462000304,3.0,0.5,0,wm,4
4,0,0,4,1.89128769400122,3.0,0.5,1,wm,4
4,0,0,1,1.4431349820079,3.0,0.5,1,wm,4
4,0,1,3,2.21020678200148,3.0,0.5,0,wm,4
4,1,1,2,5.14701723599865,3.0,0.5,1,wm,4
5,1,0,1,2.69844043800049,3.0,0.5,0,wm,3
5,0,1,4,1.73520052000003,3.0,1.0,0,wm,3
5,1,0,4,2.05874502500001,3.0,1.0,0,wm,3
5,1,1,4,1.34111421499983,3.0,1.0,1,wm,3
5,1,0,4,1.92053850100001,3.0,1.0,0,wm,3
5,1,1,4,1.72607608899989,3.0,0.5,1,wm,3
5,0,1,4,1.22111751300008,3.0,1.0,0,wm,3
5,0,1,4,2.04339502899984,3.0,1.0,0,wm,3
5,1,0,4,1.70459372899995,3.0,0.5,0,wm,3
5,0,0,4,1.20772459300042,3.0,1.0,1,wm,3
5,0,0,4,2.10340728900019,3.0,0.5,1,wm,3
5,0,0,4,1.20941702600021,3.0,1.0,1,wm,3
5,1,1,4,1.12433338500023,3.0,0.5,1,wm,3
5,1,1,4,2.76137113999994,3.0,0.5,1,wm,3
5,0,0,4,2.12261094099995,3.0,0.5,1,wm,3
5,1,0,4,1.42195826199986,3.0,1.0,0,wm,3
5,0,0,4,1.99042957199981,3.0,0.5,1,wm,3
5,0,1,4,2.11748239799999,3.0,0.5,0,wm,3
5,1,0,4,1.3397106110001,3.0,0.5,0,wm,3
5,0,1,4,1.79562769299991,3.0,0.5,0,wm,3
5,0,1,4,1.31190326200021,3.0,1.0,0,wm,3
5,1,1,4,1.28206010599979,3.0,0.5,1,wm,3
5,1,1,4,0.980116179000106,3.0,1.0,1,wm,3
5,0,0,4,1.57512616099984,3.0,0.5,1,wm,3
5,0,1,4,2.62619532300005,3.0,0.5,0,wm,3
5,0,1,4,1.58481687800031,3.0,0.5,0,wm,3
5,1,0,4,1.52555616000018,3.0,1.0,0,wm,3
5,0,1,4,3.98528657800034,3.0,0.5,0,wm,3
5,0,1,4,1.46641281299981,3.0,0.5,0,wm,3
5,0,0,4,1.1653295279998,3.0,0.5,1,wm,3
5,0,0,4,1.57102167500034,3.0,0.5,1,wm,3
5,0,0,4,1.26089813299996,3.0,1.0,1,wm,3
5,0,0,4,1.50158011400026,3.0,1.0,1,wm,3
5,1,0,4,1.67601163400013,3.0,1.0,0,wm,3
5,1,0,4,1.53833285000019,3.0,1.0,0,wm,3
5,1,0,4,1.89865907800049,3.0,1.0,0,wm,3
5,1,1,4,1.99203296400037,3.0,1.0,1,wm,3
5,0,0,4,2.1025491370001,3.0,0.5,1,wm,3
5,1,1,4,2.10299950300032,3.0,1.0,1,wm,3
5,1,1,4,2.70477155500021,3.0,0.5,1,wm,3
5,0,0,4,2.14966200299978,3.0,1.0,1,wm,3
5,0,0,4,1.91437830800032,3.0,1.0,1,wm,3
5,0,0,4,1.74908751299972,3.0,1.0,1,wm,3
5,1,1,4,1.62982847800004,3.0,1.0,1,wm,3
5,0,1,4,1.56090673400013,3.0,0.5,0,wm,3
5,1,0,4,1.51503037700013,3.0,1.0,0,wm,3
5,0,0,4,1.86731224899995,3.0,0.5,1,wm,3
5,0,0,4,2.15232573400044,3.0,0.5,1,wm,3
5,0,0,4,1.43687358699981,3.0,0.5,1,wm,3
5,0,0,4,1.46205529800045,3.0,1.0,1,wm,3
5,0,1,4,1.65540759500027,3.0,0.5,0,wm,3
5,0,0,4,1.48609840500012,3.0,1.0,1,wm,3
5,0,0,2,3.44333199200037,3.0,1.0,1,wm,3
5,1,1,4,1.38994470199987,3.0,1.0,1,wm,3
5,0,1,4,1.64892590999989,3.0,1.0,0,wm,3
5,1,1,4,1.60177573900046,3.0,0.5,1,wm,3
5,1,1,4,1.50160222400018,3.0,1.0,1,wm,3
5,0,0,4,1.83206947300005,3.0,0.5,1,wm,3
5,0,0,4,1.71487600300043,3.0,0.5,1,wm,3
5,1,1,4,1.6428177050002,3.0,1.0,1,wm,3
5,1,1,4,1.44269874500014,1.0,1.0,1,wm,4
5,0,0,4,1.40527894200022,1.0,1.0,1,wm,4
5,0,0,4,1.35710865200008,1.0,0.5,1,wm,4
5,0,0,4,1.98315514100022,1.0,0.5,1,wm,4
5,0,0,4,2.13206416899993,1.0,0.5,1,wm,4
5,0,0,4,1.06528418500011,1.0,0.5,1,wm,4
5,1,0,4,1.30895319199999,1.0,1.0,0,wm,4
5,1,1,4,1.48127602000022,1.0,0.5,1,wm,4
5,0,0,4,1.07514875400011,1.0,0.5,1,wm,4
5,1,1,4,0.937821856000028,1.0,0.5,1,wm,4
5,0,1,4,2.18310635300031,1.0,1.0,0,wm,4
5,0,1,4,1.58666165000022,1.0,0.5,0,wm,4
5,1,1,4,1.82955513000024,1.0,0.5,1,wm,4
5,0,0,4,1.49926102200016,1.0,1.0,1,wm,4
5,0,0,4,1.14961480400007,1.0,1.0,1,wm,4
5,1,1,4,1.57987172000003,1.0,0.5,1,wm,4
5,1,0,4,1.61627157600014,1.0,0.5,0,wm,4
5,0,0,4,1.706431909,1.0,1.0,1,wm,4
5,1,1,4,1.42879429799996,1.0,1.0,1,wm,4
5,1,1,4,1.46309604899989,1.0,0.5,1,wm,4
5,1,1,4,4.70659961499996,1.0,0.5,1,wm,4
5,1,1,4,1.14584451100018,1.0,0.5,1,wm,4
5,1,1,4,1.24184213000035,1.0,1.0,1,wm,4
5,1,1,4,1.27309130699996,1.0,1.0,1,wm,4
5,1,0,4,1.42316738199997,1.0,1.0,0,wm,4
5,1,1,4,1.81800926100004,1.0,0.5,1,wm,4
5,0,0,4,2.15118583699996,1.0,1.0,1,wm,4
5,0,0,4,1.62750582299986,1.0,1.0,1,wm,4
5,0,1,4,1.22222281700033,1.0,1.0,0,wm,4
5,1,0,4,1.5550706580002,1.0,1.0,0,wm,4
5,0,0,4,1.58149319599988,1.0,1.0,1,wm,4
5,1,1,4,1.27531497600012,1.0,0.5,1,wm,4
5,0,0,4,1.29528671300022,1.0,0.5,1,wm,4
5,0,0,4,1.11456002200021,1.0,1.0,1,wm,4
5,1,1,4,1.69600439599981,1.0,0.5,1,wm,4
5,1,1,4,2.90573867100011,1.0,0.5,1,wm,4
5,1,1,4,1.77015452100022,1.0,1.0,1,wm,4
5,1,1,3,1.15714406000006,1.0,0.5,1,wm,4
5,0,0,3,1.49779662200035,1.0,0.5,1,wm,4
5,0,0,3,1.75110322800037,1.0,1.0,1,wm,4
5,1,1,2,8.62808626600008,1.0,1.0,1,wm,4
5,1,1,4,1.2196141899999,1.0,1.0,1,wm,4
5,1,1,4,2.23283663300026,1.0,1.0,1,wm,4
5,1,1,4,1.67670718099998,1.0,0.5,1,wm,4
5,1,1,4,2.86587250900038,1.0,1.0,1,wm,4
5,0,0,4,1.06141544400043,1.0,0.5,1,wm,4
5,0,0,4,1.11735741100028,1.0,0.5,1,wm,4
5,0,1,3,1.53682277799999,1.0,0.5,0,wm,4
5,1,1,3,1.73193689000027,1.0,0.5,1,wm,4
5,0,0,3,1.87856268300038,1.0,1.0,1,wm,4
5,1,1,3,2.93607746600037,1.0,1.0,1,wm,4
5,1,1,4,1.27286207099996,1.0,0.5,1,wm,4
5,1,0,4,1.56867445399985,1.0,1.0,0,wm,4
5,0,1,4,2.98443688200041,1.0,0.5,0,wm,4
5,1,1,4,1.44952906400022,1.0,0.5,1,wm,4
5,1,0,3,1.55124654700012,1.0,1.0,0,wm,4
5,0,0,4,1.32948175499996,1.0,1.0,1,wm,4
5,0,0,3,2.71366772800002,1.0,1.0,1,wm,4
5,0,0,4,2.06669241000009,1.0,1.0,1,wm,4
5,0,1,3,1.87657899700025,1.0,0.5,0,wm,4
6,0,0,3,1.74770538800112,1.0,0.5,1,wm,3
6,1,0,3,1.19470929999989,1.0,1.0,0,wm,3
6,0,0,3,1.24900892400183,1.0,1.0,1,wm,3
6,0,0,3,1.13680171400119,1.0,1.0,1,wm,3
6,0,0,2,0.97959075000108,1.0,0.5,1,wm,3
6,1,1,3,0.938191830000505,1.0,0.5,1,wm,3
6,1,1,3,1.147678248999,1.0,0.5,1,wm,3
6,1,1,3,0.920946099999128,1.0,0.5,1,wm,3
6,0,0,4,1.078868392,1.0,1.0,1,wm,3
6,1,1,3,0.906774024000697,1.0,1.0,1,wm,3
6,0,0,3,1.40059664900036,1.0,0.5,1,wm,3
6,1,1,3,1.61780104299942,1.0,1.0,1,wm,3
6,0,0,3,0.999941477000903,1.0,0.5,1,wm,3
6,1,0,2,3.96154086800016,1.0,1.0,0,wm,3
6,1,1,3,1.03099041100177,1.0,0.5,1,wm,3
6,1,1,3,1.13375656400058,1.0,0.5,1,wm,3
6,0,0,3,0.759508838000329,1.0,1.0,1,wm,3
6,1,1,3,1.47835771199971,1.0,0.5,1,wm,3
6,1,1,1,1.14450730399949,1.0,0.5,1,wm,3
6,0,0,2,0.922280871001931,1.0,1.0,1,wm,3
6,0,0,2,0.973989405001703,1.0,0.5,1,wm,3
6,0,0,2,1.08375288500065,1.0,1.0,1,wm,3
6,0,0,2,1.10279985200214,1.0,1.0,1,wm,3
6,1,0,1,0.644852022000123,1.0,1.0,0,wm,3
6,0,0,2,2.2867067920015,1.0,1.0,1,wm,3
6,0,0,2,1.44935300400175,1.0,1.0,1,wm,3
6,1,1,2,1.14700554199953,1.0,1.0,1,wm,3
6,1,1,4,1.11370610700033,1.0,1.0,1,wm,3
6,0,0,3,1.09893842300153,1.0,1.0,1,wm,3
6,0,0,3,1.1027967200007,1.0,1.0,1,wm,3
6,0,0,3,0.918307541000104,1.0,1.0,1,wm,3
6,0,1,2,1.09875845100032,1.0,0.5,0,wm,3
6,0,0,4,1.33916214300189,1.0,1.0,1,wm,3
6,0,0,3,1.13602316800097,1.0,0.5,1,wm,3
6,0,0,4,1.04397603600046,1.0,0.5,1,wm,3
6,1,1,3,1.02367967200189,1.0,1.0,1,wm,3
6,0,0,3,1.05371701800141,1.0,1.0,1,wm,3
6,1,1,3,1.09391067900106,1.0,1.0,1,wm,3
6,1,1,2,0.849602001000676,1.0,0.5,1,wm,3
6,1,1,2,0.832090852001784,1.0,0.5,1,wm,3
6,1,1,2,1.04279218800002,1.0,1.0,1,wm,3
6,0,0,3,0.90934286799893,1.0,0.5,1,wm,3
6,0,0,2,1.03583207500014,1.0,0.5,1,wm,3
6,0,0,1,0.910169072001736,1.0,1.0,1,wm,3
6,0,0,1,0.993809626001166,1.0,0.5,1,wm,3
6,0,0,2,1.18388247900111,1.0,1.0,1,wm,3
6,1,1,2,0.458392129999993,1.0,0.5,1,wm,3
6,1,1,2,0.846295383002143,1.0,0.5,1,wm,3
6,1,1,2,0.592372125000111,1.0,1.0,1,wm,3
6,1,1,2,0.54688304100091,1.0,1.0,1,wm,3
6,0,0,1,0.562429274999886,1.0,1.0,1,wm,3
6,1,1,2,0.926398583000264,1.0,1.0,1,wm,3
6,0,1,1,0.41144702299971,1.0,0.5,0,wm,3
6,1,1,2,1.28496388700114,1.0,1.0,1,wm,3
6,0,1,1,2.7437783430014,1.0,0.5,0,wm,3
6,0,0,1,1.00621137999951,1.0,1.0,1,wm,3
6,0,0,1,0.454852587999994,1.0,1.0,1,wm,3
6,0,1,1,1.47899284700179,1.0,1.0,0,wm,3
6,0,1,1,0.898134708000725,1.0,0.5,0,wm,3
6,1,0,1,0.989757102001022,1.0,0.5,0,wm,3
6,1,1,2,1.97335576000114,3.0,1.0,1,wm,4
6,1,1,3,1.35340092399929,3.0,1.0,1,wm,4
6,0,0,2,1.64938878199973,3.0,1.0,1,wm,4
6,0,0,2,2.14140128800136,3.0,1.0,1,wm,4
6,1,1,2,1.75988536600016,3.0,0.5,1,wm,4
6,0,0,2,2.13473423700088,3.0,0.5,1,wm,4
6,0,1,2,1.40693311699943,3.0,1.0,0,wm,4
6,0,1,1,1.71479378199911,3.0,1.0,0,wm,4
6,0,1,1,1.08629967600064,3.0,0.5,0,wm,4
6,0,0,2,1.77878585300095,3.0,0.5,1,wm,4
6,1,1,2,1.72829514700061,3.0,1.0,1,wm,4
6,0,0,2,1.5412125640014,3.0,1.0,1,wm,4
6,0,0,2,2.60641720800049,3.0,0.5,1,wm,4
6,0,1,2,1.05710621500111,3.0,1.0,0,wm,4
6,0,0,2,1.69958850100011,3.0,1.0,1,wm,4
6,0,1,2,1.57492247700065,3.0,0.5,0,wm,4
6,1,1,2,1.74762473900046,3.0,1.0,1,wm,4
6,1,1,2,1.63323931500054,3.0,1.0,1,wm,4
6,1,5,3,1.48689198900138,3.0,1.0,1,wm,4
6,1,0,2,2.42708844000117,3.0,0.5,0,wm,4
6,1,1,2,1.6371961900004,3.0,1.0,1,wm,4
6,1,1,2,2.95815270800085,3.0,0.5,1,wm,4
6,0,0,1,1.77784365300067,3.0,1.0,1,wm,4
6,1,1,2,2.02414648200102,3.0,1.0,1,wm,4
6,1,1,3,1.7480015050005,3.0,1.0,1,wm,4
6,1,1,3,2.8374219920006,3.0,0.5,1,wm,4
6,0,0,2,1.74958685599995,3.0,0.5,1,wm,4
6,0,0,2,1.6250426509996,3.0,1.0,1,wm,4
6,0,0,2,1.34253669799909,3.0,1.0,1,wm,4
6,0,0,2,1.60504062000109,3.0,1.0,1,wm,4
6,0,0,1,3.03517257500062,3.0,0.5,1,wm,4
6,1,0,2,1.49377719900076,3.0,1.0,0,wm,4
6,1,0,2,1.93961187000059,3.0,1.0,0,wm,4
6,1,1,2,3.61023454499991,3.0,1.0,1,wm,4
6,1,1,2,1.7527111770014,3.0,1.0,1,wm,4
6,1,1,3,1.17277434300013,3.0,0.5,1,wm,4
6,0,0,3,1.70619748800164,3.0,0.5,1,wm,4
6,0,1,1,3.32875710400003,3.0,1.0,0,wm,4
6,1,1,2,1.87397783800043,3.0,1.0,1,wm,4
6,1,1,3,0.996875134002039,3.0,1.0,1,wm,4
6,0,0,3,1.57827376500063,3.0,0.5,1,wm,4
6,1,1,1,2.40046121500018,3.0,1.0,1,wm,4
6,1,0,1,2.24320638000063,3.0,0.5,0,wm,4
6,1,1,2,1.44753704800132,3.0,0.5,1,wm,4
6,1,3,2,1.62940745800006,3.0,1.0,1,wm,4
6,0,0,3,2.45839138300107,3.0,0.5,1,wm,4
6,1,1,2,2.02784296600112,3.0,0.5,1,wm,4
6,0,0,3,1.65493564600001,3.0,0.5,1,wm,4
6,0,0,1,1.91487083300126,3.0,0.5,1,wm,4
6,1,1,2,2.78126214900112,3.0,0.5,1,wm,4
6,0,1,1,2.09982551200119,3.0,0.5,0,wm,4
6,1,1,2,1.57179871399967,3.0,1.0,1,wm,4
6,1,1,3,1.61716087100103,3.0,1.0,1,wm,4
6,1,1,1,1.18995403200097,3.0,1.0,1,wm,4
6,0,0,1,1.55610413999966,3.0,1.0,1,wm,4
6,0,0,2,2.10356631500144,3.0,1.0,1,wm,4
6,1,1,2,1.4085184730011,3.0,0.5,1,wm,4
6,0,0,2,1.54361867199987,3.0,1.0,1,wm,4
6,0,0,2,1.86661148200074,3.0,1.0,1,wm,4
6,0,1,1,0.831624054000713,3.0,1.0,0,wm,4
7,1,0,3,1.85031667900057,3.0,0.5,0,wm,3
7,0,0,2,2.25025965900022,3.0,1.0,1,wm,3
7,1,1,3,2.0229895500006,3.0,0.5,1,wm,3
7,0,1,1,2.29809021700021,3.0,0.5,0,wm,3
7,0,0,3,1.37137323800016,3.0,1.0,1,wm,3
7,0,1,2,1.31678344000011,3.0,1.0,0,wm,3
7,1,1,4,1.95738357900063,3.0,0.5,1,wm,3
7,0,0,3,1.95417807500053,3.0,0.5,1,wm,3
7,0,1,4,2.90709075399991,3.0,1.0,0,wm,3
7,0,1,4,2.00251600299998,3.0,0.5,0,wm,3
7,1,0,3,3.1807607159999,3.0,1.0,0,wm,3
7,1,1,3,1.56972164700073,3.0,1.0,1,wm,3
7,1,1,3,1.87255550700047,3.0,1.0,1,wm,3
7,1,1,3,2.8799492040007,3.0,1.0,1,wm,3
7,0,1,1,7.41743680300078,3.0,0.5,0,wm,3
7,0,0,2,1.28887715200017,3.0,0.5,1,wm,3
7,0,0,3,2.61530393400062,3.0,0.5,1,wm,3
7,1,1,4,2.60922833800032,3.0,0.5,1,wm,3
7,1,0,4,1.79517402200054,3.0,1.0,0,wm,3
7,1,0,2,4.27505455800019,3.0,1.0,0,wm,3
7,1,1,3,3.44675010300034,3.0,0.5,1,wm,3
7,1,0,3,3.14767261900033,3.0,0.5,0,wm,3
7,0,0,3,2.57849524099947,3.0,0.5,1,wm,3
7,0,0,3,2.0708211479996,3.0,1.0,1,wm,3
7,1,1,2,2.05099547200007,3.0,1.0,1,wm,3
7,0,0,3,1.34631172300033,3.0,1.0,1,wm,3
7,1,1,4,1.45181966500058,3.0,1.0,1,wm,3
7,1,1,3,1.6809718909999,3.0,1.0,1,wm,3
7,1,1,3,1.67418220700074,3.0,1.0,1,wm,3
7,0,0,3,2.36613935400055,3.0,1.0,1,wm,3
7,1,0,3,3.63790415700078,3.0,0.5,0,wm,3
7,0,1,3,2.27806378600053,3.0,0.5,0,wm,3
7,1,1,1,2.50548073400023,3.0,0.5,1,wm,3
7,1,1,3,2.47494103600002,3.0,1.0,1,wm,3
7,0,0,3,1.6002243920002,3.0,0.5,1,wm,3
7,0,0,3,1.93435323700032,3.0,0.5,1,wm,3
7,0,0,2,1.61768587200004,3.0,1.0,1,wm,3
7,0,0,2,6.73603113600075,3.0,0.5,1,wm,3
7,1,0,3,1.91770147200077,3.0,1.0,0,wm,3
7,0,0,3,3.89763405699978,3.0,1.0,1,wm,3
7,1,1,3,1.79917676200057,3.0,0.5,1,wm,3
7,0,0,3,1.89356147499984,3.0,0.5,1,wm,3
7,1,1,3,1.67548835199977,3.0,1.0,1,wm,3
7,0,0,4,1.18574536899996,3.0,1.0,1,wm,3
7,1,1,3,1.54509277899979,3.0,1.0,1,wm,3
7,1,0,2,1.98952364500019,3.0,1.0,0,wm,3
7,1,0,3,1.37587791399983,3.0,0.5,0,wm,3
7,1,5,3,2.91463742300039,3.0,1.0,1,wm,3
7,0,1,2,3.12436472600075,3.0,0.5,0,wm,3
7,0,0,2,4.01278843799992,3.0,1.0,1,wm,3
7,0,0,3,6.36851119400035,3.0,1.0,1,wm,3
7,1,0,3,1.17394806900029,3.0,1.0,0,wm,3
7,0,0,3,1.00133869599995,3.0,0.5,1,wm,3
7,0,0,3,0.958718740000222,3.0,0.5,1,wm,3
7,1,1,3,1.64045631299996,3.0,1.0,1,wm,3
7,1,1,3,1.31288271000085,3.0,0.5,1,wm,3
7,1,1,3,1.26069456700043,3.0,1.0,1,wm,3
7,0,0,3,1.09536736000064,3.0,0.5,1,wm,3
7,0,1,3,1.28224456099997,3.0,1.0,0,wm,3
7,0,0,4,2.04345528800059,3.0,0.5,1,wm,3
7,0,0,4,1.39610933200038,1.0,0.5,1,wm,4
7,0,1,4,1.54197684599967,1.0,1.0,0,wm,4
7,1,1,3,0.903886572999909,1.0,0.5,1,wm,4
7,1,1,3,1.04871882900079,1.0,1.0,1,wm,4
7,0,0,3,1.13794294900072,1.0,1.0,1,wm,4
7,0,0,3,1.65618915800042,1.0,0.5,1,wm,4
7,0,0,3,0.98750757200014,1.0,1.0,1,wm,4
7,0,0,3,1.26102717500089,1.0,0.5,1,wm,4
7,1,1,3,1.38383876500029,1.0,1.0,1,wm,4
7,0,0,3,3.40236467700015,1.0,1.0,1,wm,4
7,1,0,3,1.55481924800006,1.0,1.0,0,wm,4
7,1,0,3,5.55880501200045,1.0,1.0,0,wm,4
7,1,1,3,1.77402664100009,1.0,0.5,1,wm,4
7,0,1,3,1.64361837599972,1.0,0.5,0,wm,4
7,1,1,3,1.87653643300109,1.0,1.0,1,wm,4
7,1,1,4,1.45108089600035,1.0,1.0,1,wm,4
7,1,1,4,1.72171757500018,1.0,0.5,1,wm,4
7,0,0,3,2.24232065200067,1.0,0.5,1,wm,4
7,1,1,3,1.55647195300025,1.0,0.5,1,wm,4
7,0,1,2,1.36775805799971,1.0,0.5,0,wm,4
7,0,4,3,0.206168741000511,1.0,0.5,0,wm,4
7,0,4,2,0.218132948000857,1.0,0.5,1,wm,4
7,1,1,3,2.11686444800034,1.0,0.5,1,wm,4
7,0,1,3,1.36208865499975,1.0,0.5,0,wm,4
7,1,0,3,2.78733518600075,1.0,1.0,0,wm,4
7,0,0,3,2.75251936000041,1.0,0.5,1,wm,4
7,1,1,3,1.65987881900037,1.0,1.0,1,wm,4
7,1,1,3,2.35431780300041,1.0,0.5,1,wm,4
7,0,1,3,1.42920213200068,1.0,0.5,0,wm,4
7,1,1,3,1.50180991900015,1.0,0.5,1,wm,4
7,0,1,3,0.956542736999836,1.0,0.5,0,wm,4
7,0,1,3,0.825327701000788,1.0,1.0,0,wm,4
7,0,0,3,1.62896855700092,1.0,0.5,1,wm,4
7,0,1,3,0.812443165000332,1.0,0.5,0,wm,4
7,1,1,3,0.829798927999946,1.0,1.0,1,wm,4
7,1,1,3,0.986105164000037,1.0,0.5,1,wm,4
7,0,0,3,1.09106453500044,1.0,1.0,1,wm,4
7,0,0,3,1.09770890900018,1.0,1.0,1,wm,4
7,0,0,3,0.98974077100047,1.0,0.5,1,wm,4
7,0,1,3,1.3870025640008,1.0,0.5,0,wm,4
7,0,0,4,1.19648765700003,1.0,1.0,1,wm,4
7,0,1,4,1.01434013400103,1.0,1.0,0,wm,4
7,1,1,3,2.31607606100079,1.0,1.0,1,wm,4
7,1,1,3,1.05848359500033,1.0,1.0,1,wm,4
7,0,0,3,2.04358190499988,1.0,1.0,1,wm,4
7,1,0,3,1.33915115200034,1.0,1.0,0,wm,4
7,1,1,3,1.03293917700103,1.0,1.0,1,wm,4
7,0,1,3,1.77888469100071,1.0,0.5,0,wm,4
7,1,0,3,2.41727323800023,1.0,1.0,0,wm,4
7,1,1,3,1.86669543500011,1.0,0.5,1,wm,4
7,1,1,3,1.61063826899954,1.0,1.0,1,wm,4
7,0,0,3,1.34056281700032,1.0,0.5,1,wm,4
7,0,0,3,1.67443738700058,1.0,0.5,1,wm,4
7,1,1,3,1.32063710000057,1.0,1.0,1,wm,4
7,0,0,3,0.984604483000112,1.0,0.5,1,wm,4
7,1,0,3,1.85527017599998,1.0,0.5,0,wm,4
7,0,0,3,1.5974912290003,1.0,1.0,1,wm,4
7,1,1,3,1.95502439700067,1.0,0.5,1,wm,4
7,1,1,4,1.92818983899997,1.0,1.0,1,wm,4
7,0,1,4,1.02428743200016,1.0,1.0,0,wm,4
8,1,1,2,1.75559516800058,3.0,1.0,1,wm,3
8,1,0,2,2.0352186250002,3.0,0.5,0,wm,3
8,0,0,2,1.63593890300035,3.0,0.5,1,wm,3
8,0,1,2,1.76342144800037,3.0,1.0,0,wm,3
8,0,1,2,3.15275688499969,3.0,0.5,0,wm,3
8,1,1,2,2.04136466300042,3.0,1.0,1,wm,3
8,0,1,2,1.70679525999913,3.0,1.0,0,wm,3
8,1,0,1,0.806676225000047,3.0,0.5,0,wm,3
8,1,1,3,1.78615014000025,3.0,1.0,1,wm,3
8,0,0,2,3.07178378500066,3.0,0.5,1,wm,3
8,0,0,2,1.394820092999,3.0,1.0,1,wm,3
8,1,1,2,2.77349144199979,3.0,1.0,1,wm,3
8,1,1,1,1.179165036001,3.0,1.0,1,wm,3
8,1,1,3,2.49699943800078,3.0,1.0,1,wm,3
8,1,1,3,2.53756979900027,3.0,0.5,1,wm,3
8,1,0,2,1.64797677100069,3.0,0.5,0,wm,3
8,0,1,1,6.93113587100015,3.0,0.5,0,wm,3
8,1,0,2,1.42811941299988,3.0,0.5,0,wm,3
8,1,1,2,3.78139675800048,3.0,0.5,1,wm,3
8,1,1,2,8.55095118000099,3.0,1.0,1,wm,3
8,1,0,2,1.78530305800086,3.0,1.0,0,wm,3
8,1,1,2,2.85453202899953,3.0,0.5,1,wm,3
8,0,0,3,1.83054934600113,3.0,0.5,1,wm,3
8,0,1,2,3.41586970599928,3.0,0.5,0,wm,3
8,0,0,4,3.1372914349995,3.0,1.0,1,wm,3
8,0,0,3,2.84498772200095,3.0,1.0,1,wm,3
8,1,0,2,2.45731340400016,3.0,0.5,0,wm,3
8,1,1,3,2.52667029799886,3.0,0.5,1,wm,3
8,1,1,4,3.17319862000113,3.0,0.5,1,wm,3
8,1,0,2,1.21319675100131,3.0,1.0,0,wm,3
8,0,1,2,1.96774292100054,3.0,1.0,0,wm,3
8,1,0,2,1.66036217700093,3.0,1.0,0,wm,3
8,1,1,3,1.75943441600066,3.0,0.5,1,wm,3
8,0,0,1,2.12491082700035,3.0,0.5,1,wm,3
8,1,1,2,3.25965354000073,3.0,1.0,1,wm,3
8,1,1,2,2.20228804199905,3.0,0.5,1,wm,3
8,0,0,1,2.03113036899958,3.0,0.5,1,wm,3
8,1,1,3,1.77376161999928,3.0,0.5,1,wm,3
8,0,1,1,2.91507789900061,3.0,0.5,0,wm,3
8,0,1,4,1.42600339800083,3.0,1.0,0,wm,3
8,0,1,3,1.74345129500034,3.0,1.0,0,wm,3
8,1,0,1,1.89877455299938,3.0,1.0,0,wm,3
8,0,0,3,2.02000109600158,3.0,1.0,1,wm,3
8,1,1,4,1.89415831699989,3.0,0.5,1,wm,3
8,1,1,1,0.931934773001558,3.0,0.5,1,wm,3
8,1,1,1,0.805949038000108,3.0,0.5,1,wm,3
8,1,0,1,1.59223716300039,3.0,1.0,0,wm,3
8,0,0,1,1.65633194000111,3.0,0.5,1,wm,3
8,0,1,2,2.6993895150008,3.0,0.5,0,wm,3
8,0,0,3,2.03055393999966,3.0,1.0,1,wm,3
8,1,0,2,1.69546259699928,3.0,1.0,0,wm,3
8,0,1,2,1.96085574399876,3.0,0.5,0,wm,3
8,0,0,4,2.0872820550012,3.0,1.0,1,wm,3
8,0,0,2,2.13954700700015,3.0,1.0,1,wm,3
